batch_id,product_id,production_date,expiry_date,batch_size_units,batch_size_kg,production_line,shift,raw_material_lot,supplier_id,mixing_time_min,pasteurization_temp_c,drying_temp_c,moisture_content_pct,protein_content_pct,fat_content_pct,carb_content_pct,batch_status,release_date,yield_efficiency_pct
4443065,1230572,2021-07-22,2022-11-28,18514,5461.7,Line-3,Morning,19162134,2039557,65,79.9,165.6,0.736,2.91,4.9,53.6,Released,2021-08-03,91.48
4244640,1935638,2021-12-15,2023-04-30,5804,100.0,Line-5,Afternoon,79749032,2505567,113,75.2,191.7,0.311,2.15,5.2,54.36,Under-Review,2021-12-19,98.43
4153805,1094930,2022-06-25,2023-07-20,37057,5252.2,Line-4,Morning,84889373,2271722,105,81.8,168.5,0.907,2.62,3.72,56.94,Released,2022-06-29,82.51
4796858,1483132,2021-06-01,2022-10-11,30062,3781.1,Line-2,Afternoon,97229534,2464591,49,82.7,170.5,0.187,2.87,5.46,57.75,Released,2021-06-10,90.38
4287803,1229328,2023-06-13,2025-05-29,32023,2669.1,Line-3,Night,31251275,2260489,37,72.6,169.6,0.666,3.6,3.55,57.24,Released,2023-06-17,93.12
4494853,1453557,2023-10-12,2024-12-26,19450,2837.6,Line-4,Afternoon,96893760,2654164,82,79.3,189.7,0.67,3.3,4.15,67.13,Released,2023-10-22,91.48
4475675,1228310,2024-06-26,2026-03-02,11991,2037.6,Line-1,Night,80309738,2584640,22,72.3,168.2,2.425,2.65,5.34,61.12,Quarantine,2024-07-06,80.73
4391961,1338761,2021-12-12,2022-12-14,4377,9628.5,Line-3,Morning,20170751,2874584,118,75.2,188.2,1.596,2.84,4.21,66.28,Quarantine,2021-12-25,88.01
4972828,1015730,2023-11-19,2025-03-04,1958,9591.6,Line-1,Night,58567809,2210651,24,74.1,197.3,1.47,2.98,3.3,52.39,Quarantine,2023-12-01,93.97
4753833,1737552,2023-08-14,2025-03-04,2035,3603.3,Line-3,Morning,11057369,2205619,48,78.1,196.9,1.347,1.62,3.99,53.2,Released,2023-08-22,83.72
4275935,1834289,2023-02-24,2024-05-12,48239,376.0,Line-2,Morning,27475456,2596946,51,81.0,169.2,0.982,2.2,5.47,54.01,Released,2023-03-06,77.75
4804950,1089905,2022-08-17,2024-02-04,1445,636.2,Line-3,Morning,64517624,2758661,67,80.2,180.0,0.327,4.0,4.77,65.22,Rejected,2022-08-29,58.13
4420924,1472490,2022-03-04,2023-05-09,18009,2852.6,Line-2,Morning,90612805,2888366,62,80.6,164.9,1.291,3.33,3.36,59.62,Released,2022-03-09,87.55
4974365,1957785,2022-04-19,2024-02-16,42161,10026.9,Line-3,Night,11061539,2744067,111,83.8,206.5,0.149,3.94,4.98,53.8,Released,2022-04-30,78.62
4721466,1091238,2021-12-12,2023-05-10,18166,10499.9,Line-4,Night,72600547,2930016,112,78.9,170.7,1.597,3.96,3.2,59.96,Released,2021-12-25,87.07
4877888,1791047,2025-01-02,2026-12-26,39012,12620.4,Line-1,Night,84272659,2545490,75,76.9,171.5,1.17,1.74,4.56,57.98,Quarantine,2025-01-15,89.29
4773006,1144588,2024-06-17,2025-11-24,34057,4341.4,Line-2,Night,47887494,2513918,36,84.2,198.4,0.709,1.92,5.52,64.94,Released,2024-06-28,98.48
4034070,1594409,2023-05-25,2024-09-19,30676,1848.6,Line-4,Morning,36647673,2334897,114,72.7,185.2,0.447,3.4,5.6,62.67,Released,2023-06-02,81.84
5227622,1775345,2023-07-07,2024-10-29,49503,5218.1,Line-3,Afternoon,52814297,2428522,73,74.5,205.8,1.424,3.92,4.24,54.94,Quarantine,2023-07-19,85.92
4315779,1973211,2023-08-07,2025-05-21,49510,2626.4,Line-1,Afternoon,14964621,2082578,78,77.5,191.3,0.581,2.19,5.28,67.88,Released,2023-08-20,85.87
4228205,1425141,2021-11-03,2023-02-07,32135,9645.3,Line-1,Afternoon,18373768,2205041,53,83.6,176.1,2.033,2.73,5.06,53.48,Released,2021-11-06,97.08
4550167,1535975,2021-09-14,2023-02-06,32064,10760.8,Line-3,Night,42157046,2439613,33,73.1,207.3,0.432,3.62,4.63,57.81,Quarantine,2021-09-22,73.35
4812349,1827401,2021-06-30,2022-10-23,45809,985.6,Line-1,Afternoon,38469413,2144609,111,73.3,162.6,0.363,2.74,5.41,61.41,Released,2021-07-12,71.51
4171336,1122849,2021-02-01,2022-04-13,27613,784.2,Line-1,Night,93393369,2935704,51,72.3,173.5,0.289,3.19,3.61,68.62,Released,2021-02-13,83.17
4396031,1718445,2022-05-30,2023-09-06,16317,160.4,Line-2,Morning,56275150,2471889,88,79.9,192.7,0.595,2.75,4.87,63.78,Rejected,2022-06-11,71.02
4369959,1788648,2024-10-30,2025-11-09,32823,100.0,Line-2,Morning,19500555,2295492,30,79.0,160.7,0.959,3.29,5.17,52.31,Released,2024-11-08,81.64
4877985,1168518,2024-07-14,2026-06-12,19055,16056.0,Line-4,Afternoon,92903302,2341073,114,84.1,175.6,0.851,3.45,5.68,57.69,Released,2024-07-24,74.11
4912043,1961310,2023-06-15,2025-01-05,32962,546.4,Line-1,Morning,21649697,2098830,27,80.1,160.6,0.914,3.2,3.08,65.58,Released,2023-06-21,95.11
4771981,1232278,2022-04-30,2024-01-22,40523,12605.5,Line-2,Afternoon,56499321,2705112,53,75.4,174.7,0.213,3.46,3.01,54.89,Released,2022-05-05,89.6
4825544,1691480,2024-08-17,2026-05-16,17361,192.2,Line-3,Night,50799539,2166442,89,72.9,188.1,0.766,3.66,4.57,63.53,Released,2024-08-23,63.1
4099474,1300482,2022-10-27,2023-11-01,27510,3326.8,Line-2,Night,49293541,2420094,73,81.5,192.5,0.187,1.81,4.63,60.48,Released,2022-11-05,97.21
4697585,1422753,2021-04-08,2022-10-25,1091,8375.3,Line-2,Morning,58281448,2313163,68,77.6,172.9,1.023,3.1,3.72,55.46,Released,2021-04-18,89.4
4006280,1338926,2023-05-26,2025-03-29,18706,2770.2,Line-2,Morning,16524168,2206911,33,73.2,163.2,1.543,2.79,5.78,53.51,Released,2023-06-04,81.67
4380354,1238481,2023-09-30,2024-11-26,20104,1061.6,Line-3,Morning,94455268,2578986,113,80.0,176.0,1.233,1.54,3.84,67.65,Released,2023-10-11,79.37
4250761,1327434,2024-03-25,2025-07-28,40099,407.9,Line-3,Morning,27252896,2060688,33,77.0,198.3,0.415,3.39,4.05,67.73,Released,2024-04-04,95.31
4560902,1542130,2023-06-28,2025-01-17,41596,780.1,Line-2,Morning,88469716,2181681,50,79.5,181.3,1.343,3.35,3.76,64.87,Rejected,2023-07-01,68.51
4829950,1158002,2023-09-06,2025-08-05,40334,351.8,Line-1,Morning,11825119,2114975,29,84.2,201.9,0.487,2.07,5.22,65.05,Released,2023-09-16,90.4
4092090,1118758,2024-01-18,2025-04-02,12857,408.2,Line-2,Afternoon,42401184,2513049,24,83.1,162.0,0.982,2.57,2.92,63.26,Released,2024-01-24,81.21
4031958,1361239,2022-10-17,2024-06-19,3231,4665.0,Line-3,Night,57406275,2648366,57,81.6,164.5,1.362,3.29,5.03,55.23,Released,2022-10-25,63.23
4343834,1014873,2023-03-25,2025-03-09,43515,354.4,Line-1,Night,90120934,2484462,34,72.6,185.0,1.532,3.27,4.42,67.56,Quarantine,2023-03-28,69.56
4562780,1084743,2021-05-01,2022-12-26,31608,3864.6,Line-2,Morning,33339434,2743030,68,75.5,193.4,0.555,3.04,3.65,69.12,Quarantine,2021-05-12,89.01
4723320,1755926,2024-02-25,2025-07-16,19084,4475.5,Line-1,Afternoon,45897512,2101918,101,75.1,168.9,0.609,3.22,3.48,53.68,Released,2024-02-28,86.0
4170712,1690602,2023-06-24,2024-12-07,34368,2257.1,Line-1,Afternoon,14730107,2633144,89,78.7,197.5,0.873,3.8,3.36,62.47,Under-Review,2023-07-03,90.6
4943290,1481784,2023-01-11,2024-10-01,48346,1062.9,Line-2,Afternoon,51974201,2806895,87,81.2,206.4,1.015,2.24,5.61,68.61,Released,2023-01-21,86.7
4171196,1313564,2023-07-22,2025-05-17,39634,527.5,Line-2,Morning,43361970,2599450,67,74.1,203.5,0.379,2.61,4.95,68.35,Released,2023-07-30,92.68
4327550,1275140,2023-05-07,2024-07-31,32519,1065.1,Line-2,Afternoon,71770802,2152215,113,84.8,162.0,1.068,3.44,3.06,53.04,Rejected,2023-05-16,88.32
4663169,1141409,2021-01-18,2022-05-04,9143,22653.6,Line-3,Morning,16135139,2382343,39,75.7,195.2,0.336,1.72,3.24,61.75,Released,2021-01-31,80.36
4922238,1859645,2024-04-26,2025-05-04,34824,4792.2,Line-1,Afternoon,39045056,2582430,116,77.5,161.4,0.713,3.62,4.7,63.08,Released,2024-05-09,78.43
4401375,1948974,2025-02-07,2026-10-01,27398,394.2,Line-2,Morning,47870260,2485734,102,83.6,161.3,0.719,2.66,5.56,67.71,Released,2025-02-13,79.69
4342195,1081452,2021-08-15,2022-09-09,30039,3901.1,Line-2,Morning,64665626,2074673,85,81.7,199.8,0.333,3.19,5.65,61.44,Recalled,2021-08-23,93.23
4096550,1499668,2021-10-23,2023-05-15,36136,144.0,Line-2,Night,34499972,2975847,60,78.2,182.0,0.349,2.1,4.5,52.17,Released,2021-10-28,80.66
4036975,1437052,2024-07-15,2026-02-13,46836,9692.2,Line-2,Night,66571864,2679946,68,79.8,184.6,0.696,3.05,4.24,56.58,Rejected,2024-07-21,84.07
4054621,1026837,2021-03-18,2022-05-30,21322,8580.8,Line-4,Morning,81540576,2529570,58,72.5,172.2,1.451,2.8,4.16,56.23,Recalled,2021-03-21,98.89
4222864,1720168,2024-08-29,2026-06-26,12197,13852.6,Line-4,Morning,13761622,2642929,67,76.2,181.3,0.933,3.24,5.22,55.11,Released,2024-09-09,63.46
4303941,1072358,2024-11-05,2026-02-14,32508,1866.5,Line-2,Afternoon,42686279,2733543,65,81.7,174.3,1.31,1.79,5.19,58.15,Released,2024-11-17,98.7
4853236,1546557,2021-07-29,2022-09-08,43105,4915.1,Line-2,Morning,73007865,2310817,92,77.6,206.1,0.553,2.83,3.64,68.91,Rejected,2021-08-07,94.19
4560991,1720844,2025-01-16,2026-03-07,5451,6917.0,Line-1,Afternoon,86745757,2143955,95,73.7,182.4,1.381,1.84,5.67,58.02,Released,2025-01-27,85.36
4928805,1096229,2021-01-15,2022-01-20,18756,1270.0,Line-2,Morning,14946924,2551603,82,80.8,193.2,0.394,3.9,3.44,59.44,Released,2021-01-25,95.62
4797046,1641450,2023-05-08,2025-04-28,28154,13555.4,Line-1,Afternoon,58307907,2299142,34,74.9,186.8,1.335,3.07,4.42,56.48,Released,2023-05-15,80.47
4151673,1711979,2023-06-18,2024-10-10,38733,16112.7,Line-1,Morning,36145931,2944450,106,73.4,178.2,1.115,1.63,4.19,61.53,Released,2023-07-01,90.83
5228500,1085692,2023-08-01,2024-12-06,32944,4780.2,Line-4,Morning,15807445,2949721,53,72.4,161.1,0.688,2.04,4.39,52.68,Quarantine,2023-08-13,71.58
4532272,1312759,2024-03-31,2025-06-27,49234,11591.4,Line-1,Afternoon,77595951,2794919,62,75.1,184.6,0.511,3.46,5.7,61.97,Rejected,2024-04-03,91.03
4365028,1461879,2021-12-31,2023-07-11,25713,1631.3,Line-4,Morning,13978269,2369966,114,82.1,196.0,0.516,2.41,3.48,56.76,Released,2022-01-04,80.43
4026777,1990584,2022-02-28,2023-12-27,29532,141.5,Line-1,Morning,96637187,2613569,100,77.8,192.6,1.127,2.11,4.67,54.78,Quarantine,2022-03-11,73.63
4838188,1312531,2024-11-10,2026-02-24,28981,9405.5,Line-1,Afternoon,92206079,2198359,107,74.3,165.1,0.721,3.99,3.01,62.82,Released,2024-11-15,88.52
4211499,1013047,2022-10-02,2024-08-06,45554,6101.9,Line-2,Night,37901771,2748187,20,72.6,192.1,0.776,3.69,3.96,59.57,Released,2022-10-09,87.22
4303122,1760777,2022-02-25,2023-07-19,27332,3885.3,Line-1,Morning,34403846,2717684,118,84.0,160.6,0.975,1.64,3.56,60.3,Released,2022-02-28,83.36
4137428,1013994,2021-03-06,2022-10-14,10085,3679.8,Line-2,Morning,53690643,2458154,115,83.0,162.4,0.485,2.94,2.92,56.91,Released,2021-03-19,83.46
4589851,1426982,2024-09-28,2026-02-15,18026,394.1,Line-2,Afternoon,19288010,2692849,43,84.5,191.4,0.948,3.43,3.38,67.59,Released,2024-10-11,88.07
4390099,1899422,2023-07-16,2025-07-11,38081,5701.0,Line-2,Morning,27422140,2319295,59,81.3,191.1,0.657,3.39,4.82,64.97,Released,2023-07-21,82.33
4362267,1177238,2022-06-21,2024-03-27,43287,15803.9,Line-4,Afternoon,76387086,2343557,108,77.5,168.5,0.696,1.98,5.62,55.13,Released,2022-06-25,66.45
4225395,1100093,2021-03-25,2022-08-06,20332,9433.8,Line-4,Morning,20587262,2765393,96,84.0,188.9,1.936,2.81,4.79,64.3,Quarantine,2021-03-29,85.26
4436922,1309408,2023-04-22,2025-01-03,43778,3645.4,Line-1,Morning,31234348,2143999,64,75.6,198.8,1.073,2.87,3.95,64.6,Released,2023-04-27,95.56
4329435,1345006,2022-10-05,2024-03-11,30694,4110.2,Line-1,Morning,24891615,2579106,77,73.2,172.3,0.07,2.38,3.34,69.68,Released,2022-10-14,94.19
4140619,1961310,2021-03-10,2023-01-05,31922,4502.2,Line-2,Morning,31598998,2390208,89,72.3,170.3,0.324,2.67,4.92,64.12,Released,2021-03-20,90.81
4956941,1465720,2023-09-02,2024-09-09,5792,6638.1,Line-1,Afternoon,78555172,2558563,31,80.3,188.9,0.816,3.78,3.62,65.45,Released,2023-09-13,90.4
4952500,1103058,2023-05-22,2025-03-21,22491,3095.7,Line-3,Afternoon,74254094,2027054,47,83.1,178.8,1.648,3.81,3.35,53.25,Released,2023-06-03,86.84
4465931,1858979,2024-08-23,2026-02-11,22102,5161.3,Line-4,Afternoon,73181720,2183824,111,84.2,179.9,0.283,3.32,3.03,64.96,Released,2024-08-28,84.56
4957692,1849956,2023-11-16,2025-01-16,23989,2555.2,Line-1,Afternoon,25245678,2384489,88,78.9,202.2,0.883,3.19,3.68,58.88,Released,2023-11-24,79.75
4511267,1832570,2024-10-11,2026-01-20,49095,2109.5,Line-2,Afternoon,64704674,2182111,108,80.1,192.9,0.293,2.88,3.15,57.52,Released,2024-10-22,83.84
4706978,1780870,2023-01-26,2024-01-28,6170,2247.1,Line-1,Morning,95648147,2751961,79,82.5,207.4,1.258,1.78,3.63,67.73,Released,2023-01-30,91.45
4038902,1459711,2021-02-26,2022-03-29,28881,2695.3,Line-3,Morning,85727585,2785699,65,84.7,190.1,2.273,3.08,4.2,63.13,Released,2021-03-04,81.9
4502031,1996611,2023-01-15,2024-08-22,37781,10461.3,Line-1,Afternoon,63698763,2773730,102,77.6,185.5,1.996,2.55,4.98,54.64,Released,2023-01-20,85.81
4553174,1989998,2025-01-01,2026-03-15,31855,4151.3,Line-3,Morning,50343679,2744903,21,77.4,178.4,0.368,2.1,5.37,60.79,Released,2025-01-11,92.32
4015676,1915612,2024-02-12,2025-07-31,14136,1575.5,Line-3,Night,85644702,2154127,41,75.6,188.1,0.553,2.48,3.05,52.47,Released,2024-02-25,82.92
4490142,1581120,2022-09-23,2024-07-19,35152,5735.0,Line-1,Night,53715000,2653569,53,82.1,166.7,0.585,1.83,4.01,55.82,Released,2022-10-06,83.31
4361977,1387030,2021-03-21,2022-08-29,31440,10945.9,Line-4,Morning,74428691,2525705,78,76.5,161.7,0.078,1.61,4.6,67.78,Rejected,2021-03-27,92.04
4513953,1923050,2024-06-06,2025-07-12,838,5116.0,Line-2,Morning,91487155,2503157,32,83.7,204.2,0.481,2.45,5.42,54.15,Released,2024-06-19,98.46
4054042,1263198,2021-10-07,2023-08-12,49817,399.3,Line-2,Night,43141133,2889297,82,75.3,182.4,1.932,3.7,5.39,66.27,Released,2021-10-11,85.01
4975416,1482343,2023-06-18,2024-12-29,48525,1122.2,Line-1,Afternoon,15877169,2699952,27,79.0,198.1,1.671,2.11,4.3,66.48,Quarantine,2023-06-26,80.5
4891999,1612014,2023-07-16,2024-12-15,18838,27070.9,Line-4,Night,49886529,2037787,40,72.1,172.7,2.665,1.61,3.8,62.19,Recalled,2023-07-24,56.61
4508383,1425813,2024-06-22,2025-11-15,19665,6375.1,Line-3,Night,51960612,2788278,28,74.2,197.4,0.567,2.1,3.8,64.33,Released,2024-07-02,96.86
4088907,1120453,2022-04-07,2023-09-29,24229,4225.9,Line-1,Night,57687677,2320713,33,83.1,189.8,0.008,1.55,4.68,68.39,Released,2022-04-10,82.61
4374260,1718898,2024-01-13,2025-02-03,11881,4350.0,Line-5,Morning,92513775,2574625,86,72.8,198.1,0.921,2.61,4.45,59.06,Released,2024-01-22,85.84
4679337,1862639,2022-02-12,2023-11-08,48384,235.8,Line-4,Morning,65567267,2059954,86,80.2,181.5,0.022,2.95,3.07,62.4,Released,2022-02-25,89.54
4576005,1584583,2022-12-13,2024-04-25,48459,4892.5,Line-4,Afternoon,11244881,2959385,58,80.6,199.4,0.699,2.74,4.46,62.48,Released,2022-12-19,72.15
4546212,1414803,2021-11-15,2023-09-21,35183,4413.3,Line-1,Night,92091675,2386677,81,84.9,160.7,1.96,2.61,3.54,68.31,Released,2021-11-28,78.76
4101260,1250115,2022-02-13,2023-09-26,20189,553.6,Line-5,Morning,61237997,2359382,92,76.5,170.5,0.906,3.33,4.39,62.4,Released,2022-02-22,95.67
4880248,1865814,2024-09-28,2026-04-29,42657,657.1,Line-1,Morning,32308641,2058396,86,80.8,172.6,1.236,3.37,5.39,55.25,Quarantine,2024-10-09,79.1
4917150,1462390,2022-06-20,2023-07-01,29241,2458.4,Line-5,Night,21657029,2316414,44,77.5,167.1,0.342,2.61,5.51,60.08,Released,2022-07-02,84.14
4386001,1336409,2024-04-27,2025-12-13,35247,12758.5,Line-1,Morning,28681163,2417822,49,77.4,173.4,0.699,3.12,3.77,69.04,Under-Review,2024-05-06,76.41
4309977,1438854,2021-03-01,2022-04-03,33326,6572.3,Line-1,Night,99596673,2095567,22,72.8,162.4,1.237,1.69,2.9,58.05,Quarantine,2021-03-10,88.78
4965443,1107935,2021-09-29,2023-09-15,27074,5346.6,Line-4,Morning,80881745,2277034,100,78.4,162.8,1.361,3.58,3.75,54.76,Released,2021-10-08,71.52
4345346,1931561,2023-03-31,2025-02-15,36503,15177.2,Line-2,Morning,28387083,2146561,74,73.1,196.7,1.289,1.61,3.67,67.53,Released,2023-04-11,66.06
4497413,1449566,2023-11-05,2025-07-29,14861,5449.0,Line-1,Morning,79421975,2024048,30,76.7,163.2,0.65,3.35,2.87,59.92,Released,2023-11-09,66.27
4168306,1324800,2024-04-27,2025-12-15,19624,621.7,Line-3,Morning,96430870,2424284,80,79.5,174.2,1.14,1.94,3.96,53.74,Released,2024-05-09,93.6
4217935,1325081,2023-07-24,2025-07-13,47562,1315.0,Line-3,Afternoon,25316921,2883493,91,84.0,199.8,0.422,3.86,3.26,61.96,Released,2023-07-31,63.13
5277453,1647593,2023-09-11,2025-08-21,24163,3857.1,Line-2,Night,17862822,2354644,38,82.7,182.3,0.599,2.71,3.96,59.94,Quarantine,2023-09-15,91.57
4675496,1189994,2023-07-11,2025-06-16,12280,6859.7,Line-3,Afternoon,58961325,2177908,71,74.0,184.0,0.849,3.99,5.72,63.9,Released,2023-07-19,94.93
4701097,1818084,2023-06-01,2025-05-09,14457,2182.9,Line-1,Morning,77149705,2378812,64,75.6,167.5,0.37,1.63,5.32,60.91,Released,2023-06-08,89.81
4994864,1909507,2021-03-11,2022-04-04,46202,4701.9,Line-1,Afternoon,14969041,2259300,77,82.1,206.8,1.607,3.87,3.53,62.43,Released,2021-03-24,75.12
4289439,1198915,2021-08-05,2023-02-23,35194,2180.2,Line-4,Morning,12719634,2801202,64,81.0,180.4,1.454,3.42,5.7,52.88,Quarantine,2021-08-14,89.59
5278472,1863417,2021-08-27,2023-08-08,8680,2494.7,Line-5,Morning,88399540,2724694,78,75.9,198.1,0.732,2.46,2.83,68.15,Quarantine,2021-09-02,93.96
4265699,1755926,2022-04-12,2023-07-05,5955,1416.5,Line-2,Afternoon,59203345,2534564,82,76.3,176.0,1.277,2.8,4.6,59.89,Released,2022-04-18,78.09
4957554,1452879,2022-11-13,2024-07-30,42744,3572.4,Line-1,Morning,41052134,2899375,95,73.9,187.2,1.867,2.1,4.5,56.85,Released,2022-11-16,92.77
4945645,1073819,2024-01-18,2026-01-13,18864,307.6,Line-1,Afternoon,76365241,2106501,55,77.0,179.4,1.25,2.01,5.37,65.05,Released,2024-01-21,89.22
4409720,1536575,2024-04-05,2025-04-10,35237,15999.1,Line-2,Afternoon,28061075,2739670,30,77.9,191.2,1.872,2.38,5.31,62.62,Released,2024-04-13,79.51
4350090,1278747,2021-01-13,2022-02-16,39038,5181.5,Line-2,Morning,39290892,2585431,82,73.4,163.0,0.503,1.54,4.03,62.34,Recalled,2021-01-19,97.54
4785173,1687833,2024-05-09,2026-01-31,25642,4803.9,Line-2,Afternoon,99857268,2529154,24,74.2,163.3,1.814,2.42,3.66,66.71,Released,2024-05-17,92.93
4181373,1195657,2021-12-05,2023-09-15,42021,186.4,Line-1,Afternoon,32179713,2962130,71,79.3,181.7,0.647,2.15,4.58,55.49,Released,2021-12-11,86.18
4612956,1450010,2023-05-28,2024-09-02,47678,5457.8,Line-2,Morning,14509385,2326045,45,82.8,179.6,0.665,2.09,3.48,58.47,Quarantine,2023-06-01,70.14
4500803,1435524,2023-12-25,2025-05-07,12980,1765.9,Line-2,Afternoon,54928901,2346079,90,79.7,163.7,2.131,3.42,5.21,60.87,Released,2024-01-02,77.79
4902996,1779780,2022-12-09,2024-01-01,16132,16915.7,Line-1,Afternoon,99370829,2796573,21,73.8,169.6,1.039,2.0,4.07,65.93,Released,2022-12-15,83.96
4610144,1781579,2022-07-13,2024-01-01,27686,898.8,Line-2,Morning,64262063,2695557,76,73.9,187.3,0.115,3.75,2.86,64.47,Released,2022-07-20,73.34
4286768,1842696,2021-04-10,2023-03-23,29335,5160.9,Line-5,Night,98799381,2584338,67,78.2,173.8,1.455,3.51,2.87,64.07,Recalled,2021-04-15,82.6
4253113,1225345,2023-03-16,2024-12-02,7309,2536.7,Line-5,Afternoon,15979945,2625273,94,74.3,207.2,0.854,1.61,2.97,52.32,Released,2023-03-27,87.18
4861513,1302272,2021-01-16,2022-07-04,10138,8677.2,Line-2,Morning,75020314,2263692,111,81.5,189.1,1.424,2.66,4.95,62.14,Released,2021-01-19,88.8
4818598,1011166,2022-09-19,2024-08-13,22295,2759.5,Line-3,Morning,47929671,2274388,24,84.0,205.4,1.526,3.07,3.43,57.21,Released,2022-09-23,83.5
4702973,1918710,2024-12-02,2026-08-05,45260,4998.4,Line-1,Afternoon,85815317,2879661,96,81.0,160.4,0.551,2.11,3.78,61.18,Rejected,2024-12-12,62.66
4433284,1040239,2024-07-19,2025-09-27,23005,1194.0,Line-1,Afternoon,56575385,2295004,66,73.5,179.1,1.481,2.64,4.36,59.28,Released,2024-07-30,78.4
4332816,1193230,2024-08-14,2026-07-12,45953,17335.5,Line-3,Afternoon,14182760,2824221,75,74.4,189.1,2.204,3.1,5.04,68.07,Released,2024-08-27,75.18
4334458,1055178,2022-09-14,2023-10-03,32448,3347.2,Line-1,Night,94723036,2016376,39,73.9,194.5,0.657,2.98,4.21,56.72,Released,2022-09-23,76.71
4128705,1659954,2024-08-22,2026-04-18,43980,10441.6,Line-3,Night,75252045,2553293,55,76.5,207.9,0.233,2.91,5.75,59.41,Rejected,2024-08-31,84.21
4381251,1407434,2022-03-27,2023-06-09,9100,14337.7,Line-2,Night,65501102,2402893,81,77.9,198.3,0.118,3.66,5.26,58.65,Released,2022-04-06,84.74
4799995,1349349,2021-04-09,2022-11-19,9717,16199.8,Line-1,Night,18702018,2310423,111,81.0,196.5,0.966,1.93,4.39,68.78,Released,2021-04-12,66.64
4908882,1627164,2022-01-23,2023-06-12,32076,3697.1,Line-2,Afternoon,64371519,2771711,60,76.3,175.4,0.214,2.21,3.06,61.99,Released,2022-01-27,86.73
4225357,1237999,2023-11-17,2025-04-04,11360,5525.7,Line-2,Afternoon,88032827,2507732,70,76.0,180.1,1.779,1.76,5.22,68.98,Quarantine,2023-11-20,84.98
4326616,1937089,2023-11-06,2025-07-01,13330,13871.7,Line-2,Afternoon,98856428,2968599,87,74.4,181.7,1.12,2.82,3.6,69.04,Released,2023-11-14,82.61
4483356,1025208,2024-01-23,2025-10-30,49593,9141.7,Line-1,Morning,39388106,2686743,54,79.0,168.2,0.948,2.12,4.75,61.16,Released,2024-02-02,84.45
4104851,1073242,2021-02-13,2022-04-27,21417,2446.8,Line-2,Afternoon,66472839,2888098,109,80.7,183.5,0.333,1.72,3.13,56.99,Released,2021-02-25,93.68
4122205,1794611,2023-09-19,2025-06-12,27249,2812.4,Line-4,Afternoon,15185258,2924282,24,82.0,173.2,1.736,1.84,4.82,64.96,Released,2023-10-02,93.1
4302969,1770889,2021-04-17,2022-06-27,24632,2675.9,Line-3,Morning,70774175,2615744,68,80.3,172.3,1.296,1.77,3.59,58.71,Released,2021-04-23,84.66
4237302,1671988,2023-03-02,2025-02-17,28586,20122.5,Line-4,Night,78297878,2339015,105,82.1,188.8,0.644,3.93,5.68,54.34,Under-Review,2023-03-07,83.43
4882863,1200135,2021-06-19,2023-03-01,19333,2437.5,Line-2,Morning,99430629,2095679,109,75.1,171.6,0.966,1.51,3.64,59.18,Released,2021-06-26,80.02
4375511,1650643,2025-01-02,2026-05-27,10202,528.1,Line-4,Night,22253700,2052823,95,73.9,191.5,0.75,1.74,3.15,62.68,Released,2025-01-15,70.44
4911536,1385937,2022-12-26,2024-07-08,3185,745.1,Line-3,Night,44162974,2826077,96,79.0,193.6,0.262,3.01,4.49,63.04,Released,2022-12-29,91.84
4546221,1184755,2025-02-25,2026-06-05,30247,6344.8,Line-2,Afternoon,21627952,2981565,109,82.2,188.3,1.011,3.6,3.86,53.15,Released,2025-03-07,91.88
4455631,1796810,2022-05-03,2023-08-09,33535,5556.9,Line-4,Morning,95933194,2725673,83,72.3,173.4,0.288,2.17,3.1,54.18,Released,2022-05-16,76.31
4308896,1276007,2024-12-26,2026-12-25,48522,3344.4,Line-3,Night,48997870,2519691,48,81.5,205.2,0.262,1.69,3.11,65.41,Quarantine,2025-01-06,82.21
4978281,1142737,2021-07-19,2022-10-12,23957,6414.5,Line-1,Morning,52172350,2018498,69,82.2,203.0,1.045,2.72,4.46,55.54,Under-Review,2021-07-31,92.37
4095575,1499668,2022-06-23,2024-04-04,29787,6638.1,Line-2,Night,81712328,2565455,57,82.0,183.2,0.305,3.0,4.78,63.66,Under-Review,2022-06-29,73.62
4102641,1235718,2022-09-08,2024-07-16,40004,665.2,Line-4,Morning,83292179,2900780,64,76.1,197.1,1.601,2.42,4.94,68.45,Quarantine,2022-09-14,75.12
4406587,1014842,2023-08-15,2025-05-07,45517,579.6,Line-1,Morning,90826156,2006880,111,76.4,210.0,2.184,2.09,3.15,66.52,Quarantine,2023-08-28,95.08
4535584,1840611,2022-03-07,2023-09-07,37760,100.0,Line-1,Afternoon,60570906,2106179,63,75.3,205.9,1.721,2.22,3.4,64.88,Released,2022-03-18,95.99
5374222,1955847,2021-10-11,2022-12-20,41275,11652.5,Line-4,Afternoon,29791419,2887574,43,74.0,199.3,2.666,3.35,5.61,68.62,Quarantine,2021-10-19,80.54
4304842,1191136,2021-08-09,2022-10-04,19288,767.4,Line-4,Afternoon,36319258,2076091,107,78.8,192.9,1.53,2.38,4.96,55.05,Released,2021-08-18,95.99
4847392,1257782,2024-05-08,2026-02-05,23311,3635.6,Line-4,Morning,10206511,2638486,103,84.0,172.5,1.626,2.15,3.73,67.44,Released,2024-05-11,85.46
