task_id,robot_id,operator_id,task_type,start_datetime,end_datetime,duration_minutes,source_zone,destination_zone,product_sku,quantity_units,weight_kg,task_status,priority_level,error_occurred,error_code,completion_rate_pct,energy_consumed_kwh,shift,batch_id_ref
18905250,1339026,3121523,Maintenance,2023-09-04,2023-09-04 00:27:00,27,D,E,SKU76034,42,13.95,Completed,3,1,7811,51.2,0.633,Morning,4591205
15109553,1330365,3728264,Pick,2023-06-07,2023-06-07 00:23:00,23,E,B,SKU86921,19,43.57,Completed,3,1,9109,49.82,2.32,Night,4381606
16361065,1097991,3592178,Pick,2023-07-11,2023-07-11 00:10:00,10,A,B,SKU71713,37,6.57,Completed,3,0,0000,95.82,3.247,Morning,4880639
18302735,1376761,3842939,Transport,2025-01-12,2025-01-12 00:15:00,15,B,E,SKU52834,93,3.46,Completed,3,0,0000,95.3,1.646,Morning,4910129
19845454,1540256,3603197,Transport,2024-10-10,2024-10-10 00:40:00,40,C,Shipping,SKU49356,24,0.5,Completed,3,0,0000,99.17,3.825,Morning,4975253
18972687,1189903,3964142,Inspection,2024-05-18,2024-05-18 00:29:00,29,C,C,SKU45297,55,1.49,Completed,3,1,7049,29.24,1.021,Night,4589922
19219715,1318064,7251116,Inspection,2024-01-16,2024-01-16 01:01:00,61,B,F,SKU85868,45,1.49,Completed,3,0,0000,96.73,0.684,Morning,4593973
14580623,1492231,3751590,Replenishment,2024-01-15,2024-01-15 00:29:00,29,D,C,SKU24686,22,9.49,Completed,3,0,0000,95.67,1.822,Morning,4770588
13511867,1578647,3226053,Place,2024-10-22,2024-10-22 00:22:00,22,Staging,C,SKU74673,43,6.25,Completed,3,0,0000,97.55,2.668,Night,4656203
15065702,1908843,3433338,Transport,2023-07-11,2023-07-11 00:56:00,56,E,E,SKU56960,17,13.7,Completed,2,0,0000,97.21,1.31,Night,4727476
16007188,1984251,3402224,Pick,2023-03-19,2023-03-19 00:49:00,49,C,E,SKU60579,78,17.81,Completed,3,0,0000,96.38,6.332,Afternoon,4998799
11855213,1823316,3262088,Transport,2023-02-04,2023-02-04 00:27:00,27,A,D,SKU86434,26,30.0,Failed,5,0,0000,97.48,3.109,Night,4461301
16228318,1877246,3857006,Replenishment,2024-07-13,2024-07-13 00:04:00,4,D,A,SKU79777,104,10.57,Failed,5,0,0000,98.02,0.097,Afternoon,4783794
11870520,1277474,3067707,Place,2023-11-17,2023-11-17 00:04:00,4,E,D,SKU84740,104,46.27,Completed,3,0,0000,98.34,0.627,Morning,4508706
12514978,1103218,3325571,Transport,2024-11-11,2024-11-11 00:44:00,44,C,D,SKU94465,64,12.35,Completed,3,0,0000,98.98,0.136,Afternoon,4180134
15296039,1047977,3096917,Transport,2023-07-26,2023-07-26 00:26:00,26,D,Shipping,SKU30579,83,17.49,Completed,5,0,0000,96.58,1.624,Afternoon,4298135
11589113,1226930,3145038,Place,2023-02-19,2023-02-19 00:24:00,24,B,C,SKU16759,64,62.84,Completed,5,0,0000,98.97,0.01,Night,4781673
14970172,1169075,3725421,Pick,2023-09-08,2023-09-08 00:04:00,4,Staging,B,SKU45315,18,20.6,Completed,4,0,0000,99.42,0.27,Morning,4182783
11729121,1309690,3967738,Pick,2024-09-04,2024-09-04 00:12:00,12,C,A,SKU42227,17,10.91,Completed,1,0,0000,99.71,0.774,Morning,4062529
14554289,1117721,7551517,Place,2023-03-18,2023-03-18 00:40:00,40,B,B,SKU92179,36,8.76,Completed,4,0,0000,95.58,0.16,Night,4335318
10717288,1763375,3867180,Place,2024-07-28,2024-07-28 00:12:00,12,A,A,SKU44026,46,18.32,Cancelled,4,0,0000,97.2,1.149,Night,4941380
10850059,1420537,3384823,Transport,2023-07-18,2023-07-18 00:41:00,41,A,B,SKU60322,116,35.33,Completed,4,0,0000,98.04,2.27,Afternoon,4707119
16218744,1914887,3278296,Place,2023-11-10,2023-11-10 00:06:00,6,C,E,SKU60684,64,17.88,Completed,2,0,0000,98.54,0.216,Morning,4952314
17964163,1930247,3698836,Inspection,2024-11-20,2024-11-20 00:20:00,20,A,D,SKU43530,99,68.01,Completed,4,0,0000,99.16,0.196,Morning,4090230
11875220,1760442,3253089,Replenishment,2023-11-25,2023-11-25 00:09:00,9,A,D,SKU20855,48,5.0,Completed,3,0,0000,96.32,1.681,Afternoon,4269246
16651568,1527940,3532331,Inspection,2024-03-19,2024-03-19 00:02:00,2,F,D,SKU27428,51,8.13,Partial,1,0,0000,96.33,0.696,Night,4730027
18768150,1868696,3538726,Place,2023-12-20,2023-12-20 00:43:00,43,B,D,SKU75373,102,10.62,Completed,3,0,0000,97.85,1.748,Morning,4357257
19471925,1543509,3264292,Place,2024-09-06,2024-09-06 00:21:00,21,E,E,SKU19340,17,14.24,Completed,4,0,0000,97.9,1.891,Night,4185612
13445265,1518289,7646986,Transport,2023-05-15,2023-05-15 00:08:00,8,A,B,SKU62779,132,7.58,In-Progress,2,0,0000,95.27,7.635,Afternoon,4603216
14578288,1848986,3239141,Replenishment,2025-04-25,2025-04-25 00:01:00,1,A,F,SKU70482,79,10.72,Completed,3,0,0000,97.32,2.933,Morning,4890629
15233790,1530301,3801960,Transport,2023-06-21,2023-06-21 01:31:00,91,F,B,SKU44218,44,4.93,Cancelled,5,0,0000,95.94,2.16,Morning,4019756
10927778,1246825,3459320,Place,2024-08-26,2024-08-26 00:40:00,40,A,A,SKU37527,79,18.08,Completed,4,0,0000,98.1,2.151,Afternoon,4185990
18296087,1247828,7413157,Pick,2024-12-18,2024-12-18 00:01:00,1,D,F,SKU43225,74,39.63,Partial,4,0,0000,99.16,9.314,Night,4748717
18473104,1817614,3819244,Replenishment,2024-04-09,2024-04-09 00:04:00,4,A,A,SKU75406,38,17.99,Partial,3,0,0000,95.37,0.459,Morning,4135556
18033791,1726694,3132228,Transport,2025-02-09,2025-02-09 00:02:00,2,C,B,SKU99431,101,13.77,Failed,3,0,0000,96.08,0.274,Morning,4239368
13676694,1849452,3733342,Pick,2024-02-04,2024-02-04 00:11:00,11,B,A,SKU65921,66,9.62,Cancelled,2,0,0000,95.97,0.142,Afternoon,4244348
15371304,1334399,3252044,Pick,2024-06-10,2024-06-10 00:31:00,31,D,E,SKU31267,51,31.89,Completed,3,0,0000,98.65,0.277,Morning,4317722
12378426,1511388,3135655,Pick,2023-06-02,2023-06-02 00:32:00,32,A,A,SKU22556,92,16.1,Completed,5,0,0000,95.17,1.553,Morning,4782667
13104631,1990413,3157103,Place,2024-09-26,2024-09-26 00:09:00,9,C,Shipping,SKU66392,162,0.54,Completed,3,0,0000,99.56,2.628,Afternoon,4477629
18567868,1211547,3067386,Place,2023-03-20,2023-03-20 00:55:00,55,E,C,SKU53723,51,60.59,Failed,3,0,0000,99.7,0.074,Afternoon,4520226
19453703,1631638,3672043,Pick,2024-04-18,2024-04-18 00:05:00,5,F,E,SKU16708,22,9.21,Completed,4,0,0000,96.82,0.036,Morning,4467852
10395848,1247966,3425282,Replenishment,2024-05-27,2024-05-27 00:30:00,30,B,C,SKU56273,56,22.51,Completed,3,0,0000,98.73,0.651,Afternoon,4732645
17274313,1004898,3404230,Replenishment,2023-06-23,2023-06-23 00:03:00,3,A,F,SKU35060,67,15.44,Completed,3,0,0000,99.5,0.427,Night,4437201
19416278,1704803,3877359,Inspection,2023-09-06,2023-09-06 00:20:00,20,A,A,SKU89977,82,1.65,Completed,3,0,0000,98.8,0.782,Night,4947724
19875367,1104495,3950442,Maintenance,2024-01-27,2024-01-27 00:43:00,43,D,E,SKU69768,47,11.24,Partial,4,0,0000,98.49,0.153,Afternoon,4581028
17700313,1247944,3644769,Inspection,2024-06-23,2024-06-23 00:31:00,31,E,C,SKU17850,66,0.51,Completed,4,0,0000,99.1,1.817,Afternoon,4712185
11561272,1571784,3233777,Inspection,2024-10-12,2024-10-12 00:04:00,4,A,F,SKU70099,24,2.58,Failed,4,0,0000,99.05,1.169,Morning,4704360
19294905,1538778,3564810,Replenishment,2024-08-26,2024-08-26 00:06:00,6,A,C,SKU16456,93,60.85,Cancelled,4,0,0000,96.9,1.649,Morning,4625594
15726565,1802457,7995770,Transport,2023-05-30,2023-05-30 00:23:00,23,F,B,SKU91642,58,42.5,Completed,2,0,0000,95.38,2.539,Morning,4176538
13660492,1645916,3208049,Maintenance,2024-02-01,2024-02-01 00:13:00,13,B,B,SKU61466,65,7.88,Completed,5,0,0000,99.92,6.217,Afternoon,4798811
10049020,1988590,3865313,Inspection,2023-05-24,2023-05-24 00:16:00,16,C,B,SKU48410,25,12.83,Completed,3,0,0000,97.13,2.297,Morning,4793253
12026639,1633570,3757560,Transport,2025-04-14,2025-04-14 00:26:00,26,A,C,SKU34674,57,6.58,Completed,4,0,0000,97.9,1.401,Afternoon,4918093
10776141,1029782,3383379,Pick,2023-06-04,2023-06-04 00:08:00,8,C,Shipping,SKU32208,67,33.69,Completed,3,0,0000,99.0,0.398,Night,4287232
11071831,1218031,3611133,Pick,2025-04-06,2025-04-06 00:10:00,10,D,A,SKU32752,72,20.3,Completed,3,0,0000,96.05,0.168,Afternoon,4479505
14128760,1324608,3907118,Place,2024-07-28,2024-07-28 00:10:00,10,D,D,SKU71925,122,6.14,Partial,3,0,0000,96.77,4.485,Night,4167959
14953982,1886674,7896379,Pick,2023-01-11,2023-01-11 01:03:00,63,D,F,SKU80271,44,2.9,Completed,4,1,3929,1.87,0.257,Afternoon,4381154
10651073,1802457,3812302,Transport,2023-04-17,2023-04-17 00:58:00,58,A,A,SKU63582,29,48.19,Failed,2,0,0000,95.42,1.01,Afternoon,4748374
14116772,1656968,3079653,Pick,2023-07-11,2023-07-11 00:02:00,2,A,Shipping,SKU79028,104,0.71,Completed,4,0,0000,95.73,1.881,Night,4057662
13155336,1891663,3542596,Inspection,2024-08-21,2024-08-21 01:22:00,82,C,F,SKU51867,23,13.29,Completed,3,0,0000,96.24,0.478,Afternoon,4111812
17465798,1628517,3454157,Transport,2023-09-27,2023-09-27 00:34:00,34,E,E,SKU37928,33,15.64,Completed,3,0,0000,99.34,0.673,Afternoon,4027943
12058557,1916583,3340840,Replenishment,2023-03-28,2023-03-28 00:11:00,11,A,C,SKU97590,20,40.06,Failed,2,0,0000,97.42,4.527,Morning,4124946
14411730,1329104,7926225,Pick,2024-07-17,2024-07-17 00:17:00,17,A,Shipping,SKU30702,102,15.45,Completed,3,0,0000,96.92,1.224,Afternoon,4122632
19074744,1218238,3138218,Charging,2024-01-02,2024-01-02 00:53:00,53,A,A,SKU45925,91,16.83,Completed,3,0,0000,97.13,1.372,Morning,4482495
10109915,1983363,3120009,Transport,2023-10-28,2023-10-28 00:02:00,2,Staging,C,SKU26499,42,0.5,Completed,1,0,0000,95.1,0.375,Morning,4931783
12408229,1299257,3707876,Place,2023-10-04,2023-10-04 00:20:00,20,D,D,SKU23766,115,21.95,Completed,4,0,0000,95.84,5.288,Morning,4416431
13689864,1177048,3648409,Replenishment,2023-02-16,2023-02-16 00:25:00,25,A,B,SKU22082,13,8.9,Failed,5,0,0000,96.37,10.724,Morning,4268129
13269009,1679270,3207507,Place,2024-12-07,2024-12-07 01:37:00,97,A,A,SKU76996,48,99.94,Completed,4,0,0000,95.38,0.508,Morning,4180109
19810292,1977352,3331281,Pick,2023-03-27,2023-03-27 00:12:00,12,D,D,SKU27165,57,4.74,Cancelled,2,0,0000,96.39,1.271,Night,4661610
15371519,1658136,3488786,Transport,2023-06-22,2023-06-22 00:05:00,5,A,C,SKU65218,38,15.74,Completed,4,0,0000,95.25,2.365,Afternoon,4920840
18232268,1402117,3073108,Transport,2023-02-20,2023-02-20 00:33:00,33,A,D,SKU30003,99,2.48,Completed,5,0,0000,99.85,2.461,Night,4037086
19559154,1694560,3184924,Inspection,2024-09-30,2024-09-30 00:08:00,8,A,B,SKU48853,53,2.24,Completed,4,0,0000,95.8,0.054,Afternoon,4640263
19261435,1932854,3118820,Place,2023-07-17,2023-07-17 00:35:00,35,C,E,SKU74929,28,8.98,Completed,4,0,0000,98.66,1.667,Night,4942526
13835157,1772752,3672559,Pick,2025-02-04,2025-02-04 00:27:00,27,E,D,SKU36576,43,26.34,Completed,3,0,0000,97.73,2.474,Afternoon,4770118
12964380,1762140,3837895,Replenishment,2024-02-28,2024-02-28 00:28:00,28,D,A,SKU36902,39,12.85,Completed,3,0,0000,96.16,0.992,Night,4880240
12467743,1921239,3001740,Pick,2023-07-04,2023-07-04 00:29:00,29,C,E,SKU91072,47,77.16,Partial,4,0,0000,98.86,0.037,Afternoon,4269706
19302033,1032445,3340429,Place,2024-06-24,2024-06-24 00:06:00,6,B,A,SKU85912,7,22.57,Partial,4,1,2810,57.23,2.747,Night,4724254
17345172,1406302,3903105,Pick,2024-05-02,2024-05-02 00:26:00,26,C,Shipping,SKU55627,14,7.87,Partial,2,0,0000,99.48,1.175,Morning,4562253
11087806,1240437,3979448,Place,2024-11-18,2024-11-18 00:08:00,8,D,A,SKU22026,41,26.08,Failed,3,1,8473,17.74,1.251,Afternoon,4140806
16845013,1302098,3898632,Replenishment,2024-05-09,2024-05-09 00:12:00,12,A,C,SKU98644,36,63.93,Completed,3,0,0000,99.97,6.888,Morning,4929661
10725556,1228446,3888258,Replenishment,2023-09-09,2023-09-09 00:56:00,56,A,B,SKU38339,189,0.85,Failed,3,0,0000,95.16,1.463,Morning,4617943
19787283,1510480,3720381,Place,2023-08-18,2023-08-18 00:32:00,32,A,B,SKU83437,28,25.81,Completed,3,0,0000,98.89,2.643,Afternoon,4319440
17284326,1213327,3832112,Transport,2024-05-06,2024-05-06 00:12:00,12,B,A,SKU81508,28,13.38,Completed,3,1,6933,12.74,2.213,Morning,4471876
10788422,1668964,3644113,Place,2025-01-05,2025-01-05 00:01:00,1,B,A,SKU58509,86,39.99,Failed,2,0,0000,99.17,1.584,Morning,4936671
15385079,1200421,3667227,Pick,2023-04-07,2023-04-07 00:19:00,19,D,Shipping,SKU43316,33,0.75,Completed,4,0,0000,99.19,5.397,Afternoon,4770173
17830015,1285826,3098688,Replenishment,2023-07-29,2023-07-29 00:17:00,17,C,D,SKU80753,85,1.09,Partial,5,0,0000,98.91,0.888,Afternoon,4995971
16441414,1581306,3755550,Replenishment,2024-05-14,2024-05-14 00:31:00,31,C,F,SKU12316,47,2.64,Cancelled,3,1,9030,89.4,6.465,Morning,4735766
10413331,1180624,3071902,Pick,2024-04-28,2024-04-28 01:04:00,64,B,B,SKU56004,51,6.99,Completed,5,0,0000,99.67,2.275,Morning,4907275
13271346,1649393,3865039,Transport,2023-02-06,2023-02-06 01:02:00,62,B,F,SKU19419,75,0.51,Completed,3,0,0000,98.46,0.598,Afternoon,4100349
16260779,1413554,3031502,Transport,2023-11-14,2023-11-14 00:35:00,35,F,E,SKU75129,46,45.14,Failed,4,1,3945,12.43,0.502,Afternoon,4897656
16793357,1559115,3695189,Pick,2023-12-25,2023-12-25 00:12:00,12,A,A,SKU90781,46,13.66,Completed,3,0,0000,97.29,2.54,Afternoon,4142032
11975039,1730401,3230330,Pick,2023-12-13,2023-12-13 00:06:00,6,B,A,SKU97067,50,7.63,Cancelled,5,0,0000,99.64,1.49,Night,4847147
14999111,1184040,3227989,Replenishment,2025-02-10,2025-02-10 00:09:00,9,B,B,SKU18657,65,37.27,Completed,3,0,0000,95.63,1.234,Night,4929221
16034275,1897588,3874251,Place,2023-04-23,2023-04-23 00:06:00,6,B,F,SKU66575,59,24.61,Completed,2,0,0000,95.34,0.064,Morning,4103246
14978733,1891983,3879296,Inspection,2024-01-19,2024-01-19 00:14:00,14,F,A,SKU54528,74,29.73,Failed,4,0,0000,97.1,0.751,Morning,4262436
19908751,1054414,3904901,Transport,2023-12-12,2023-12-12 00:27:00,27,F,C,SKU82850,74,28.72,Completed,2,1,6334,56.52,0.412,Morning,4589946
12012546,1714863,3884420,Transport,2023-01-19,2023-01-19 00:13:00,13,D,E,SKU57286,58,26.93,Completed,4,0,0000,95.63,0.895,Afternoon,4925148
16248391,1016556,3841930,Replenishment,2024-12-17,2024-12-17 00:55:00,55,Staging,E,SKU53028,172,1.56,Completed,4,0,0000,99.75,0.571,Morning,4941754
10787109,1395036,3713848,Place,2023-03-09,2023-03-09 00:11:00,11,A,D,SKU66844,74,6.12,Cancelled,4,1,2661,28.07,1.006,Night,4612128
12579628,1367192,3690626,Inspection,2023-11-29,2023-11-29 00:07:00,7,B,F,SKU91481,59,7.66,In-Progress,4,1,8291,39.94,0.085,Morning,4467632
19954634,1223710,3786550,Pick,2024-01-16,2024-01-16 00:30:00,30,D,D,SKU55035,1,5.72,Cancelled,2,0,0000,98.46,0.725,Morning,4882240
15216098,1084823,3587804,Pick,2024-04-04,2024-04-04 01:51:00,111,A,B,SKU37365,40,18.14,Cancelled,3,0,0000,96.9,1.322,Morning,4067424
19582182,1789677,3556819,Pick,2024-01-08,2024-01-08 00:29:00,29,A,A,SKU71161,33,27.28,Completed,4,0,0000,97.85,1.251,Afternoon,4953139
15617444,1998699,3779971,Inspection,2024-04-14,2024-04-14 01:17:00,77,B,B,SKU19120,91,7.3,Completed,4,0,0000,99.33,1.735,Night,4686652
14688194,1743664,3798316,Replenishment,2024-07-22,2024-07-22 00:12:00,12,C,E,SKU73062,38,97.35,Completed,5,0,0000,96.69,3.402,Night,4569374
11618712,1055018,3015602,Pick,2024-05-10,2024-05-10 00:25:00,25,E,Shipping,SKU74358,48,1.51,Failed,4,0,0000,99.52,0.583,Night,4454346
16385364,1970909,3055874,Pick,2023-02-09,2023-02-09 00:31:00,31,C,C,SKU89825,62,50.53,Completed,2,0,0000,95.61,0.353,Afternoon,4610304
18355811,1753272,3272156,Place,2024-01-30,2024-01-30 00:06:00,6,C,F,SKU54664,29,1.44,Completed,3,0,0000,97.38,1.73,Afternoon,4199985
18123584,1471335,3952462,Pick,2025-01-11,2025-01-11 00:06:00,6,B,E,SKU42356,53,1.8,Completed,4,0,0000,97.3,0.573,Afternoon,4542392
14566088,1303237,3962415,Transport,2024-05-14,2024-05-14 01:02:00,62,B,E,SKU14764,62,4.56,Completed,3,0,0000,96.23,1.032,Night,4964862
19993128,1434297,3234244,Inspection,2023-09-30,2023-09-30 00:01:00,1,E,B,SKU89270,46,11.01,Completed,3,1,2253,29.98,0.933,Afternoon,4247279
10272649,1030121,3139108,Pick,2023-12-08,2023-12-08 00:17:00,17,A,C,SKU34965,44,0.5,Completed,4,0,0000,98.27,0.083,Afternoon,4754297
11420104,1860370,3951254,Pick,2023-11-03,2023-11-03 00:08:00,8,A,A,SKU40695,29,21.09,Completed,5,0,0000,98.8,0.832,Afternoon,4496308
14634730,1467123,3505873,Inspection,2024-05-20,2024-05-20 00:09:00,9,F,A,SKU75348,25,14.45,Completed,4,0,0000,97.12,0.324,Morning,4083163
10261750,1291565,3132749,Place,2024-03-04,2024-03-04 00:17:00,17,D,E,SKU64336,29,6.91,Partial,2,1,4698,45.31,1.134,Morning,4687525
19924056,1485434,7660542,Transport,2023-02-28,2023-02-28 00:21:00,21,A,E,SKU35255,64,19.88,Completed,4,0,0000,99.82,1.295,Morning,4513435
17884049,1902834,7302058,Transport,2023-10-11,2023-10-11 00:01:00,1,C,Shipping,SKU40734,37,12.77,Cancelled,3,0,0000,98.56,1.309,Night,4264392
16311641,1343353,3937085,Maintenance,2024-08-02,2024-08-02 00:18:00,18,C,D,SKU86796,32,0.87,Completed,5,0,0000,95.79,0.883,Night,4631466
16156371,1130254,7178708,Pick,2024-10-21,2024-10-21 01:04:00,64,E,B,SKU24327,39,35.44,In-Progress,1,0,0000,95.32,1.19,Morning,4227220
16075286,1270981,3630853,Place,2023-02-28,2023-02-28 00:33:00,33,B,A,SKU24727,21,34.1,Failed,5,0,0000,96.7,0.231,Morning,4111702
19782399,1687419,3096817,Pick,2024-11-24,2024-11-24 00:43:00,43,B,B,SKU57310,18,11.38,Completed,4,0,0000,99.18,4.358,Morning,4460464
14152378,1274736,3168231,Pick,2023-09-04,2023-09-04 00:15:00,15,B,B,SKU18112,18,13.31,Completed,3,0,0000,96.41,0.248,Night,4153726
11530314,1386142,3513471,Pick,2023-07-10,2023-07-10 01:11:00,71,E,D,SKU14695,34,3.31,Cancelled,1,0,0000,98.94,1.83,Morning,4662424
10220867,1123435,3903024,Transport,2023-03-13,2023-03-13 00:41:00,41,A,F,SKU66314,86,0.85,Completed,3,0,0000,99.64,0.165,Morning,4554497
16942466,1844208,3150520,Transport,2023-01-31,2023-01-31 00:23:00,23,D,E,SKU16225,11,9.49,Completed,3,1,8697,31.1,2.358,Morning,4475130
13849273,1739397,3879141,Inspection,2025-03-15,2025-03-15 00:01:00,1,D,D,SKU80503,36,16.13,Completed,3,0,0000,97.44,0.315,Afternoon,4354198
15948280,1625126,3461543,Place,2023-12-24,2023-12-24 00:01:00,1,B,C,SKU48102,115,5.16,Completed,4,0,0000,98.43,0.203,Night,4231292
11382268,1135136,3446460,Transport,2023-09-05,2023-09-05 00:34:00,34,D,F,SKU15064,77,1.87,Partial,4,0,0000,97.91,0.956,Morning,4715250
12295845,1903725,3319954,Pick,2025-04-19,2025-04-19 00:15:00,15,D,A,SKU68896,55,4.96,Completed,4,0,0000,97.13,2.136,Morning,4647067
15286664,1583674,3715227,Pick,2024-06-29,2024-06-29 00:47:00,47,C,D,SKU11546,5,23.47,Completed,4,0,0000,97.08,4.763,Night,4478754
15708777,1761687,3458240,Pick,2024-02-22,2024-02-22 00:04:00,4,A,Shipping,SKU41427,113,30.8,Completed,2,0,0000,97.53,0.817,Afternoon,4182107
11514585,1792182,3352414,Transport,2024-12-30,2024-12-30 01:06:00,66,D,B,SKU64518,34,52.9,Completed,3,1,8832,79.65,1.684,Morning,4547228
13195657,1333281,3744718,Pick,2024-05-17,2024-05-17 00:53:00,53,A,B,SKU24652,85,3.76,Completed,1,0,0000,95.81,0.701,Morning,4917269
13284722,1123819,3399589,Transport,2023-07-26,2023-07-26 00:10:00,10,B,F,SKU36702,63,47.35,Completed,2,0,0000,96.97,2.206,Night,4200597
10113108,1493850,3499348,Transport,2024-10-12,2024-10-12 00:26:00,26,A,D,SKU48400,72,2.74,Completed,4,0,0000,98.75,2.305,Night,4203964
17204573,1442622,3342472,Pick,2024-02-27,2024-02-27 00:39:00,39,A,C,SKU93419,76,1.53,Completed,3,0,0000,96.02,0.194,Morning,4057230
11161577,1583340,3217782,Transport,2023-09-23,2023-09-23 00:17:00,17,B,E,SKU30556,43,11.36,Cancelled,3,0,0000,97.83,0.037,Afternoon,4735578
19934421,1012608,3663554,Transport,2025-01-19,2025-01-19 00:06:00,6,A,C,SKU36959,35,32.57,Completed,4,1,9525,51.68,0.155,Afternoon,4629143
14337501,1048080,3853748,Place,2024-05-13,2024-05-13 00:34:00,34,B,Shipping,SKU64297,45,7.48,Completed,5,0,0000,97.91,3.253,Night,4862821
17204741,1514523,3632593,Replenishment,2024-11-19,2024-11-19 00:30:00,30,A,C,SKU60760,81,46.82,Completed,4,0,0000,97.62,0.281,Afternoon,4619044
17877476,1920976,3052654,Place,2024-11-08,2024-11-08 00:02:00,2,A,B,SKU18582,27,6.54,Completed,4,0,0000,99.65,0.462,Afternoon,4217362
17705513,1139137,3913987,Replenishment,2023-05-16,2023-05-16 00:05:00,5,E,E,SKU30322,143,36.48,Completed,3,0,0000,99.74,0.5,Morning,4494293
14707452,1431946,3812325,Pick,2024-07-18,2024-07-18 00:29:00,29,B,B,SKU23754,19,16.71,Failed,4,0,0000,99.68,1.213,Night,4221255
16237342,1267482,3663111,Transport,2024-01-25,2024-01-25 00:19:00,19,D,A,SKU99338,36,8.96,Failed,4,0,0000,99.95,0.372,Night,4630450
15405701,1432578,3978819,Transport,2024-08-19,2024-08-19 00:07:00,7,B,A,SKU28098,51,1.28,In-Progress,2,0,0000,97.33,1.741,Night,4457282
18280377,1093881,3152410,Pick,2023-12-28,2023-12-28 00:11:00,11,B,A,SKU82141,71,56.18,Partial,3,0,0000,96.81,1.78,Afternoon,4740209
14387908,1414263,3204231,Place,2023-09-17,2023-09-17 00:01:00,1,C,C,SKU98470,61,54.83,Cancelled,3,1,4738,14.52,0.423,Afternoon,4341812
16902354,1311167,3782827,Pick,2023-11-20,2023-11-20 00:51:00,51,A,E,SKU28452,27,12.85,Completed,3,1,6478,44.25,4.337,Morning,4753739
12790855,1066828,3837059,Pick,2023-11-08,2023-11-08 00:19:00,19,E,C,SKU80909,45,6.72,Failed,3,1,6983,82.37,0.417,Afternoon,4243879
18155638,1134702,3875068,Pick,2025-03-20,2025-03-20 00:29:00,29,D,E,SKU44859,77,13.92,Cancelled,4,0,0000,98.43,0.739,Morning,4232702
10730152,1712731,3422941,Pick,2024-11-06,2024-11-06 00:01:00,1,D,E,SKU58337,91,13.04,Completed,3,0,0000,99.01,3.193,Night,4475151
12727725,1510014,3054140,Transport,2024-11-12,2024-11-12 00:23:00,23,A,B,SKU96146,65,27.5,Completed,3,0,0000,99.35,1.543,Night,4189711
17571186,1451079,3563550,Pick,2024-04-17,2024-04-17 00:12:00,12,C,D,SKU89214,73,29.92,Completed,4,0,0000,96.81,1.334,Afternoon,4465995
12870418,1375486,3118457,Place,2023-05-10,2023-05-10 00:04:00,4,B,B,SKU79348,65,10.35,Completed,1,1,5050,73.65,0.769,Morning,4852879
19783064,1681345,3192876,Transport,2024-09-10,2024-09-10 00:38:00,38,C,E,SKU31287,37,55.98,Completed,3,1,3164,31.56,1.104,Night,4410978
18389002,1879301,3667708,Transport,2024-11-02,2024-11-02 00:07:00,7,F,A,SKU68544,127,3.92,Completed,3,0,0000,99.99,0.62,Morning,4080275
12951049,1758584,3093143,Place,2023-01-25,2023-01-25 00:11:00,11,E,A,SKU75186,180,12.94,Completed,4,0,0000,97.77,0.484,Night,4687824
12921715,1301708,3535792,Pick,2023-09-30,2023-09-30 00:35:00,35,B,E,SKU26271,85,6.11,Cancelled,3,0,0000,95.03,0.107,Morning,4170920
12837214,1175736,3463870,Place,2023-07-10,2023-07-10 00:21:00,21,F,F,SKU51764,140,56.04,Failed,4,0,0000,99.25,1.57,Morning,4261731
11111744,1803220,3379265,Pick,2024-04-30,2024-04-30 00:03:00,3,D,B,SKU90584,49,23.22,Completed,3,0,0000,98.04,3.831,Morning,4899437
19698712,1592088,3173014,Inspection,2023-06-30,2023-06-30 00:08:00,8,D,F,SKU46160,61,20.83,Completed,2,0,0000,97.08,2.174,Afternoon,4653095
13714446,1601846,3781878,Place,2023-01-03,2023-01-03 00:08:00,8,D,F,SKU33685,34,4.8,Completed,4,0,0000,99.53,0.309,Afternoon,4064759
14569283,1682327,3017709,Transport,2024-11-04,2024-11-04 00:30:00,30,B,E,SKU66856,130,8.99,Completed,5,0,0000,98.88,1.103,Night,4477161
19280072,1994227,3276788,Place,2023-08-30,2023-08-30 01:29:00,89,B,D,SKU50238,253,16.17,Completed,3,0,0000,97.15,2.79,Morning,4218265
14940549,1934029,3545140,Transport,2023-07-21,2023-07-21 00:37:00,37,F,C,SKU50132,58,3.67,Completed,3,1,2147,54.44,0.742,Afternoon,4668762
17804442,1165041,3752752,Replenishment,2024-03-23,2024-03-23 00:04:00,4,B,C,SKU24509,20,24.22,Partial,4,0,0000,95.2,2.455,Night,4919440
19815606,1886655,3714780,Replenishment,2023-04-28,2023-04-28 00:51:00,51,B,E,SKU69357,112,1.61,Completed,3,0,0000,97.16,0.768,Morning,4540153
11254517,1187614,3545458,Replenishment,2024-07-31,2024-07-31 00:01:00,1,B,E,SKU66303,64,2.98,Completed,4,0,0000,99.06,1.592,Morning,4230284
12101461,1698574,3590245,Pick,2025-04-26,2025-04-26 00:03:00,3,E,A,SKU91415,79,9.34,Completed,4,0,0000,95.85,4.696,Morning,4529029
19822446,1037782,3922892,Place,2024-12-28,2024-12-28 00:26:00,26,E,Shipping,SKU31654,55,9.92,Completed,4,0,0000,96.59,0.306,Night,4963559
