inspection_id,batch_id,inspector_id,inspection_datetime,inspection_type,sample_size,pass_count,fail_count,pass_rate_pct,moisture_result_pct,protein_result_pct,fat_result_pct,carb_result_pct,contamination_detected,contamination_type,visual_score,packaging_integrity_score,overall_result,action_taken,inspector_comments
50553515,4830464,3709156,2021-12-04,Sensory,404,280,124,69.31,0.309,3.85,2.71,60.49,0,None,7.84,9.42,Pass,Released,Borderline
51151141,4811548,3935479,2021-04-23,Final,209,166,43,79.43,0.341,2.31,3.16,55.51,0,None,8.3,5.37,Pass,Released,
58153759,4451278,8727290,2022-05-26,In-Process,430,419,11,97.44,0.104,1.91,3.82,63.89,0,None,7.28,7.03,Pass,Rework,
56670706,4070850,3600629,2021-10-01,Incoming,41,35,6,85.37,0.258,1.65,2.78,53.42,1,None,9.73,9.5,Pass,Released,
59608453,4493614,3648986,2023-11-03,Chemical,173,111,62,64.16,0.529,3.45,4.67,61.76,0,None,9.28,8.3,Pass,Released,
56319617,4863207,3785285,2023-12-26,Sensory,226,209,17,92.48,0.989,4.01,5.74,71.61,0,None,7.96,9.45,Conditional Pass,Released,
55494051,4329545,3592076,2021-07-28,Microbiological,370,352,18,95.14,0.186,3.45,4.72,57.39,0,None,9.84,7.43,Conditional Pass,Rework,
52453746,4071367,3779860,2025-02-16,Final,240,139,101,57.92,1.718,2.31,3.39,57.62,0,None,8.97,9.44,Pass,Rework,Within spec
54637704,4461479,3599666,2023-02-28,In-Process,29,24,5,82.76,0.723,3.44,3.56,65.23,0,None,8.41,9.04,Pass,Released,
55905029,4592999,3527951,2021-07-20,Final,47,28,19,59.57,0.373,2.52,4.33,70.87,0,None,6.33,9.45,Pass,Destroy,Within spec
57356366,4190810,3613101,2022-06-30,Incoming,250,203,47,81.2,0.248,2.09,4.96,62.12,0,None,9.48,8.11,Pass,Released,
51875431,4721366,3933513,2024-09-24,Final,277,164,113,59.21,1.598,2.69,3.89,54.02,0,None,9.19,8.68,Pass,Released,
55869840,4260606,3652251,2025-03-19,Final,472,376,96,79.66,0.371,2.29,5.55,50.02,0,None,8.37,9.55,Conditional Pass,Rework,
52064622,4077165,3572446,2021-10-13,Final,143,119,24,83.22,0.342,1.67,3.97,64.43,0,None,6.23,8.27,Pass,Released,Within spec
54819062,4296773,3672504,2023-01-27,Sensory,143,126,17,88.11,0.955,3.09,4.75,53.3,0,None,7.0,9.32,Pass,Released,
50870859,4872338,3504887,2023-01-29,Final,490,312,178,63.67,0.525,3.63,4.67,58.59,0,None,8.45,9.28,Pass,Released,Within spec
56074041,4819733,3609649,2023-12-19,In-Process,276,256,20,92.75,1.055,2.59,5.5,60.66,1,None,3.39,9.1,Pass,Released,Within spec
57538617,4504786,3602203,2023-02-04,Incoming,267,247,20,92.51,0.577,2.95,5.29,65.38,0,Bacterial,9.0,9.3,Pass,Released,Borderline
51830434,4390513,3566933,2024-02-12,In-Process,409,287,122,70.17,1.094,3.2,3.71,50.99,0,None,4.73,9.54,Pass,Released,
54544403,4016723,3527536,2024-08-09,Final,15,11,4,73.33,0.825,1.68,4.33,50.37,0,None,6.7,9.28,Pass,Destroy,
55949249,4342877,3639923,2021-04-22,In-Process,148,104,44,70.27,0.798,2.43,3.59,54.85,0,None,9.09,9.65,Pass,Released,Within spec
55805911,4272040,3916179,2021-05-11,In-Process,424,404,20,95.28,0.842,3.78,5.31,70.95,0,None,9.83,8.49,Pass,Released,Within spec
56829661,4873310,3637959,2022-09-30,Final,242,176,66,72.73,1.395,2.28,3.6,67.6,0,None,9.3,8.73,Pass,Released,Within spec
53001621,4094976,3947236,2024-09-12,Sensory,308,181,127,58.77,0.398,1.82,3.43,69.27,0,None,9.89,7.79,Pass,Released,
54980945,4000644,3735472,2023-12-29,Final,327,229,98,70.03,0.267,2.47,5.49,60.93,0,None,5.28,9.65,Conditional Pass,Released,Within spec
50860981,4238144,3666039,2023-05-30,Final,482,332,150,68.88,0.63,1.59,2.5,67.73,0,None,8.64,7.67,Pending,Released,
55541045,4898719,3830517,2023-05-06,Final,240,216,24,90.0,1.463,2.97,5.1,66.48,0,None,7.39,5.49,Pass,Released,Borderline
57415180,4594047,3770012,2022-12-07,Chemical,64,48,16,75.0,1.66,1.8,2.87,68.94,0,None,7.59,8.39,Pending,Released,Borderline
59051816,4122470,3810980,2024-11-29,Sensory,360,338,22,93.89,0.663,2.79,4.93,65.92,0,None,5.65,8.08,Pass,Released,
53643389,4996223,3650017,2023-06-05,Microbiological,213,130,83,61.03,1.225,2.16,4.28,52.13,0,None,7.1,9.32,Pass,Released,
55571432,4903663,3851127,2022-01-27,Final,454,420,34,92.51,0.593,2.97,5.11,55.83,0,None,9.25,8.32,Pass,Released,Within spec
55797714,4281257,3655643,2024-01-27,Final,19,16,3,84.21,0.302,2.38,4.44,58.07,0,None,4.88,9.68,Pass,Released,Borderline
50569189,4911646,3930319,2021-08-26,Final,110,99,11,90.0,0.57,2.82,4.42,51.94,0,None,8.09,8.08,Pass,Released,
56117897,4996365,3862748,2022-05-01,Chemical,174,140,34,80.46,0.511,2.18,4.08,55.62,0,None,8.64,9.94,Pass,Rework,Within spec
51870807,4320152,3937415,2025-01-26,In-Process,207,189,18,91.3,2.312,1.73,3.23,61.3,0,None,9.87,8.05,Pass,Released,
51441230,4886987,3639004,2021-09-11,Incoming,140,113,27,80.71,1.031,3.2,3.34,52.22,0,None,9.12,9.07,Conditional Pass,Rework,Within spec
55820259,4913588,8897798,2025-03-05,Final,185,155,30,83.78,0.52,2.98,4.6,63.99,0,None,9.04,8.14,Pass,Released,
50922595,4431551,3624757,2022-01-01,Incoming,83,54,29,65.06,0.377,3.22,6.0,69.03,0,None,7.6,8.26,Pass,Released,
52382712,4828715,3895605,2023-11-02,In-Process,178,110,68,61.8,1.223,3.8,5.39,60.39,0,None,8.19,8.91,Pass,Released,Within spec
56881790,4977958,3576739,2024-11-06,In-Process,315,279,36,88.57,0.768,1.87,5.17,56.92,0,None,7.48,9.16,Fail,Released,Within spec
54562988,4828278,3853719,2021-08-10,In-Process,62,25,37,40.32,1.397,3.71,4.44,53.96,0,None,6.0,7.02,Pass,Released,
54443921,4891571,3745849,2024-06-24,Incoming,316,256,60,81.01,1.41,1.53,4.29,69.14,0,Bacterial,8.18,7.31,Pass,Released,Requires follow-up
56932747,4166670,3860318,2023-02-26,Incoming,125,83,42,66.4,0.888,2.46,3.95,67.96,0,None,8.8,8.4,Fail,Destroy,
52935812,4892653,3916753,2021-06-10,In-Process,300,285,15,95.0,1.092,2.65,2.78,58.56,0,Heavy Metal,7.64,7.79,Pass,Released,
58868431,4954877,8808473,2024-10-18,Final,312,283,29,90.71,1.246,3.47,5.45,59.7,0,None,8.65,8.58,Pass,Released,
50916981,4940654,3630208,2023-04-26,Final,174,142,32,81.61,2.209,3.36,4.43,67.54,0,None,7.35,9.11,Pass,Released,Within spec
56361205,4000818,3628946,2021-01-02,In-Process,162,149,13,91.98,2.366,3.62,3.61,62.53,0,None,7.6,9.62,Pass,Rework,Within spec
52146064,4877096,3520835,2023-04-17,Chemical,336,209,127,62.2,1.64,3.66,4.92,66.29,0,None,9.31,9.61,Conditional Pass,Released,
54223673,4138423,3820788,2024-07-13,Final,117,87,30,74.36,0.864,3.0,4.46,52.51,0,None,7.5,5.52,Pass,Released,Within spec
52423431,4272215,3960004,2023-03-20,Chemical,342,173,169,50.58,0.635,1.8,3.51,62.42,0,None,8.19,6.4,Conditional Pass,Released,
54378868,4152431,3908396,2024-05-15,In-Process,320,288,32,90.0,0.431,3.46,5.52,61.93,0,None,9.71,6.25,Pass,Released,Within spec
54815553,4817833,3953184,2022-04-04,Incoming,47,41,6,87.23,1.796,2.16,3.0,70.35,0,None,8.38,9.68,Pass,Released,
57796093,4198636,3764330,2021-11-02,Chemical,273,175,98,64.1,0.037,2.01,5.77,55.51,0,None,9.52,9.38,Pass,Released,
53786840,4192892,3957269,2024-06-01,Sensory,368,294,74,79.89,1.82,3.36,3.56,59.15,0,None,8.7,9.4,Pass,Released,Within spec
53144670,4322779,3628214,2024-04-27,In-Process,336,258,78,76.79,1.116,2.56,5.75,65.58,0,None,8.31,8.72,Pass,Released,Borderline
59935941,4762569,3500601,2024-09-29,Final,488,431,57,88.32,0.895,3.4,5.41,71.12,0,None,4.75,5.78,Pass,Released,Within spec
58543590,4105384,3874130,2025-01-22,Chemical,256,177,79,69.14,0.756,4.03,3.05,71.41,0,None,4.84,8.69,Fail,Released,
52148727,4455017,3511532,2021-11-15,Final,365,311,54,85.21,0.756,1.54,4.79,50.06,1,None,9.37,9.21,Pass,Released,
52383653,4992445,3934603,2022-01-05,Incoming,200,76,124,38.0,0.679,3.84,5.02,71.46,0,None,6.88,7.78,Pass,Destroy,
52323852,4132706,3803410,2022-10-07,In-Process,77,72,5,93.51,0.376,1.67,5.64,51.35,0,None,7.99,8.28,Pass,Released,Escalated to QA
51297564,4087753,3782811,2022-06-19,Incoming,44,29,15,65.91,0.357,1.65,5.63,70.77,0,None,7.43,7.75,Pass,Released,
53841455,4203281,3976398,2022-01-09,Incoming,365,251,114,68.77,1.48,2.91,5.58,60.61,0,None,6.5,9.41,Pass,Released,Requires follow-up
51439845,4376707,3666483,2025-01-03,In-Process,104,85,19,81.73,0.727,2.04,2.72,69.66,0,None,7.43,8.81,Conditional Pass,Released,
53512032,4318168,3833495,2023-10-06,Final,479,405,74,84.55,0.246,2.17,3.29,63.05,0,None,8.69,9.13,Pass,Released,Requires follow-up
56847401,4123172,3802378,2022-08-02,Chemical,166,134,32,80.72,1.092,1.86,4.81,69.81,0,None,8.69,8.24,Pass,Released,Escalated to QA
57438442,4232018,3595743,2022-02-24,Chemical,105,80,25,76.19,1.924,3.18,3.5,61.36,0,None,8.51,9.45,Pass,Destroy,
58787706,4110288,3969547,2021-05-29,Chemical,250,210,40,84.0,1.193,2.97,3.3,67.56,0,None,6.43,9.86,Pass,Released,Within spec
56269890,4998703,3686949,2024-11-18,Final,295,182,113,61.69,1.918,3.01,5.63,63.07,0,None,8.33,8.11,Pass,Released,
58790714,4113436,3899816,2022-04-22,Microbiological,417,324,93,77.7,3.907,4.04,2.91,67.12,0,None,9.54,8.07,Pass,Re-test,
57357029,4871569,3871670,2021-03-22,In-Process,51,50,1,98.04,0.406,3.26,4.84,69.74,0,None,6.91,7.96,Fail,Released,
55734819,4460643,3833727,2024-02-24,In-Process,134,123,11,91.79,1.446,3.47,2.58,64.63,0,None,6.5,9.27,Pass,Released,Within spec
55757025,4787575,3595014,2025-02-05,Sensory,257,173,84,67.32,0.597,2.58,5.93,62.71,0,None,8.07,9.01,Pass,Released,
57066621,4006323,3815001,2022-10-23,In-Process,51,23,28,45.1,0.47,3.88,5.76,63.43,0,None,6.55,8.55,Pass,Released,Within spec
50047701,4089673,3568267,2023-12-16,Sensory,410,376,34,91.71,1.435,3.55,3.45,67.84,0,None,8.03,7.81,Conditional Pass,Released,Borderline
53300046,4164733,3857367,2021-09-13,Final,63,44,19,69.84,0.349,2.41,2.58,70.61,1,None,6.7,9.18,Pass,Released,Within spec
53258067,4447900,3708072,2021-04-08,Chemical,195,166,29,85.13,2.43,2.16,4.77,64.92,0,None,5.86,8.42,Pass,Released,Requires follow-up
54073665,4942765,3632198,2022-08-30,Final,75,64,11,85.33,0.112,1.57,4.76,51.83,0,None,6.47,7.51,Fail,Hold,
57213630,4034414,3574692,2022-06-19,Final,270,239,31,88.52,1.209,2.9,4.35,69.34,0,None,9.27,8.96,Pass,Released,Borderline
51804665,4600903,3720421,2023-07-05,Microbiological,156,85,71,54.49,0.617,2.84,4.31,60.46,0,None,7.28,8.84,Pass,Released,Within spec
51614573,4527209,3815792,2021-09-25,Final,493,397,96,80.53,0.386,2.75,4.05,60.9,0,None,7.51,7.34,Conditional Pass,Released,Within spec
50595707,4725507,3920002,2023-05-30,Microbiological,441,420,21,95.24,1.556,2.27,3.76,63.62,0,None,4.69,9.77,Pass,Destroy,
56911805,4864135,3645100,2024-10-26,Final,435,269,166,61.84,1.818,2.63,4.46,56.6,0,None,8.37,8.29,Pass,Released,
58931252,4488311,3709113,2024-02-23,Incoming,32,26,6,81.25,0.543,2.44,3.88,61.1,1,None,8.6,8.5,Pass,Destroy,Escalated to QA
50943373,4342951,8984061,2022-02-07,Final,122,115,7,94.26,1.414,1.57,5.34,61.26,0,None,5.8,9.57,Pass,Released,
59202925,4385768,3910854,2024-06-25,Incoming,88,69,19,78.41,0.284,3.41,4.01,63.3,0,None,9.2,9.62,Fail,Released,Within spec
59491716,4096108,3829282,2025-03-24,Chemical,111,95,16,85.59,1.771,3.72,5.93,60.6,0,None,3.1,9.43,Pass,Released,
55336631,4057174,3903027,2024-07-23,Incoming,26,20,6,76.92,0.38,4.09,5.25,55.85,0,Bacterial,9.16,8.75,Pass,Released,Requires follow-up
54373555,4409259,3611649,2023-04-05,Final,410,383,27,93.41,1.804,3.19,4.49,50.03,0,None,7.42,8.65,Pass,Released,
55253065,4146619,3529870,2021-09-28,Microbiological,327,196,131,59.94,0.214,3.25,5.24,68.04,0,None,6.8,9.43,Fail,Released,
51127816,4467409,3587479,2022-11-27,Incoming,177,149,28,84.18,0.63,1.98,5.87,70.8,0,None,7.98,9.11,Pass,Released,Requires follow-up
58637254,4700425,3727276,2021-08-29,In-Process,35,25,10,71.43,0.849,2.12,5.44,68.79,0,None,8.24,8.06,Pass,Released,Within spec
53624175,4244284,3976856,2023-07-30,Final,10,7,3,70.0,0.539,3.88,5.1,71.17,0,None,8.82,8.03,Pass,Released,
54865683,4140735,3905710,2023-07-06,Final,151,140,11,92.72,0.972,2.94,3.33,63.4,1,None,9.31,6.79,Pass,Rework,
50952606,4291777,3681359,2021-06-16,Sensory,392,297,95,75.77,0.57,2.4,2.79,53.44,0,None,9.27,9.55,Fail,Released,Within spec
52862452,4951823,3588183,2023-03-27,Microbiological,64,57,7,89.06,1.454,3.93,3.02,68.86,0,None,7.11,9.94,Pass,Released,Requires follow-up
59204829,4799679,3695279,2025-02-16,Final,37,28,9,75.68,0.222,2.79,4.03,55.98,0,None,8.24,7.37,Fail,Released,
57421222,4708807,3824023,2022-07-21,Final,236,228,8,96.61,1.966,2.99,5.96,56.1,0,None,8.82,7.46,Pass,Released,
57174062,4180334,3693917,2024-01-24,Final,66,62,4,93.94,0.818,2.23,3.57,50.07,0,None,9.56,8.56,Pass,Released,Within spec
51188997,4668356,3987532,2022-03-31,Final,433,267,166,61.66,0.886,1.71,2.63,59.12,0,None,7.55,6.74,Pass,Released,Within spec
53172454,4146044,8756343,2022-07-13,Final,226,211,15,93.36,0.697,1.47,3.43,51.62,0,Bacterial,7.79,9.04,Fail,Released,
52781683,4429926,3521053,2022-10-09,Microbiological,186,177,9,95.16,1.582,1.95,2.5,64.26,0,None,8.21,6.0,Pass,Rework,Within spec
54684382,4801442,3651878,2022-12-27,Final,324,222,102,68.52,0.22,1.77,4.53,51.43,0,Bacterial,5.74,9.25,Conditional Pass,Released,Within spec
50034974,4118706,3651117,2024-10-07,Chemical,63,36,27,57.14,0.922,3.47,4.24,64.18,0,None,8.66,8.9,Pass,Released,Within spec
58139615,4031100,3742228,2022-09-19,Incoming,346,231,115,66.76,2.144,1.57,2.73,68.18,0,None,7.73,8.45,Pass,Released,Within spec
51023029,4985039,3671319,2024-03-03,Final,70,59,11,84.29,0.604,2.75,4.27,66.35,0,None,9.01,7.88,Pass,Released,Borderline
58931793,4491782,3644883,2025-04-28,In-Process,67,62,5,92.54,1.693,1.43,4.63,52.77,0,None,8.81,8.66,Pass,Released,Within spec
53338170,4167460,3909788,2024-02-16,Microbiological,253,141,112,55.73,2.081,3.66,2.61,57.78,0,None,7.96,8.7,Pass,Released,Within spec
51033140,4823632,3613049,2023-05-08,Sensory,19,11,8,57.89,0.491,3.82,2.87,62.02,0,None,8.16,9.13,Pass,Released,
52038421,4680404,3871996,2024-09-25,Chemical,260,195,65,75.0,1.202,2.74,3.83,58.0,0,Bacterial,6.94,8.74,Pass,Released,
51641722,4551867,3613395,2024-04-23,Incoming,346,316,30,91.33,0.608,3.7,3.81,58.35,0,None,6.38,9.06,Pass,Destroy,Borderline
59266641,4637331,3535443,2024-11-07,In-Process,86,38,48,44.19,0.218,1.49,2.79,50.96,0,None,8.45,9.45,Fail,Released,Escalated to QA
51865667,4302699,3507912,2021-04-15,Sensory,238,120,118,50.42,0.383,2.22,4.27,59.85,0,None,7.8,7.32,Pass,Released,
52006786,4370958,3742025,2022-05-14,In-Process,128,120,8,93.75,0.482,3.32,4.42,58.91,0,None,7.29,8.89,Pass,Released,
59732747,4116101,3957280,2024-01-29,Final,334,307,27,91.92,0.993,2.44,2.58,50.07,0,None,7.87,5.93,Pass,Released,
57770104,4465656,3589070,2023-09-22,Sensory,473,411,62,86.89,0.912,4.08,3.58,51.5,0,None,7.42,8.84,Pass,Released,Within spec
57722572,4886378,3760531,2023-01-26,Final,496,394,102,79.44,1.71,2.01,3.9,62.58,0,Bacterial,8.64,9.48,Pass,Released,
50088737,4184141,3729572,2022-04-01,In-Process,213,206,7,96.71,1.628,3.6,5.75,55.26,1,None,8.52,8.05,Pass,Hold,
59227230,4897912,3881078,2023-07-18,Microbiological,337,272,65,80.71,0.635,2.39,3.93,53.76,0,None,6.89,7.88,Pass,Released,Borderline
59327605,4090231,3648080,2022-07-29,In-Process,202,175,27,86.63,0.219,3.67,3.09,62.36,1,None,6.98,9.14,Pending,Released,Within spec
51264248,4296860,3550406,2021-12-17,Final,277,243,34,87.73,0.885,2.65,3.62,62.67,0,None,6.32,7.85,Pass,Released,Borderline
59618669,4432645,3880849,2024-10-08,Final,465,434,31,93.33,1.45,2.33,4.34,52.75,0,None,8.58,9.86,Pass,Released,
55418660,4649068,3625802,2021-06-10,Microbiological,380,351,29,92.37,0.749,1.4,4.89,52.3,0,Bacterial,7.2,8.56,Pass,Rework,Within spec
58987596,4381566,3555613,2025-02-28,Final,87,71,16,81.61,0.43,3.53,2.73,71.82,0,None,6.59,9.08,Pass,Released,Borderline
56430417,4707819,3602966,2023-09-16,Final,428,425,3,99.3,0.726,3.87,2.59,66.05,0,None,7.37,8.22,Pass,Released,
50376407,4528390,3948807,2021-09-09,Chemical,144,118,26,81.94,0.458,3.86,3.25,65.64,0,None,8.26,9.15,Pass,Released,Within spec
56277414,4875469,3664579,2024-09-28,Incoming,151,149,2,98.68,0.253,1.63,4.52,67.51,0,None,8.88,8.74,Pass,Released,Borderline
55578462,4185568,3659294,2021-04-12,Microbiological,112,98,14,87.5,1.362,1.89,5.25,60.06,0,Pesticide,4.94,8.26,Pass,Released,
51907856,4284363,3961687,2025-02-19,In-Process,245,193,52,78.78,1.308,2.22,2.88,67.3,0,None,6.67,8.49,Pass,Released,Within spec
57558755,4430787,3707084,2023-08-05,Incoming,188,156,32,82.98,0.985,3.23,4.18,66.84,0,None,9.38,7.56,Pass,Released,
54594825,4541954,3611354,2021-06-15,Microbiological,434,337,97,77.65,1.991,1.98,3.19,70.71,0,None,9.61,7.5,Pass,Released,Borderline
57852954,4422923,8807931,2024-07-04,Incoming,132,131,1,99.24,0.374,2.53,4.79,56.25,0,None,9.54,8.3,Pass,Released,Within spec
51443673,4038909,3705080,2022-05-04,Microbiological,458,394,64,86.03,0.735,1.86,4.85,69.44,0,None,8.59,8.18,Pass,Released,
50707153,4335016,3692556,2023-12-05,Incoming,171,141,30,82.46,0.295,4.04,4.36,55.64,0,None,7.84,6.13,Pass,Rework,
52581729,4040294,3724339,2022-09-11,Incoming,427,367,60,85.95,1.567,2.13,3.21,56.97,0,None,9.99,6.6,Pass,Re-test,
53539396,4005595,3977945,2025-02-11,Chemical,394,283,111,71.83,1.27,2.22,4.56,56.32,0,None,7.56,7.43,Fail,Released,
54296234,4004884,3968111,2021-02-25,Final,181,126,55,69.61,0.872,2.63,4.1,60.08,0,None,8.55,7.93,Pass,Released,Within spec
52855910,4965091,3713944,2025-03-30,In-Process,160,133,27,83.12,2.149,3.77,2.65,58.66,0,None,8.22,8.4,Pass,Released,Within spec
58653026,4444598,3847600,2023-07-28,Microbiological,319,249,70,78.06,0.664,1.58,5.08,51.9,0,None,5.31,9.1,Fail,Released,Borderline
51008240,4956429,3742234,2024-08-04,Final,57,51,6,89.47,0.682,3.98,2.95,62.54,0,None,8.37,7.25,Pass,Released,Within spec
58349670,4970489,3521069,2021-06-26,Sensory,107,73,34,68.22,0.728,1.86,5.79,58.56,0,None,6.2,9.8,Pass,Rework,Escalated to QA
53219224,4265437,8844951,2024-09-09,Microbiological,268,246,22,91.79,2.156,4.07,4.63,65.34,0,None,8.16,9.6,Pass,Destroy,
54572459,4561475,3574221,2023-05-21,Microbiological,21,13,8,61.9,0.668,2.07,4.07,71.56,0,None,5.86,4.54,Pass,Released,
54114501,4021826,3501062,2023-09-08,Final,259,225,34,86.87,0.693,1.77,4.38,68.39,0,None,8.26,9.26,Pass,Released,
51459506,4564636,3575487,2021-02-22,Sensory,29,23,6,79.31,0.659,1.84,2.67,64.83,0,None,7.23,7.69,Pass,Released,
57531711,4612806,8503928,2022-03-17,Final,226,215,11,95.13,1.79,1.45,4.28,54.1,0,None,6.61,8.64,Fail,Released,Requires follow-up
57678235,4832750,3705933,2023-07-03,Sensory,111,95,16,85.59,0.449,1.86,3.07,51.3,0,None,6.95,4.94,Pass,Released,Within spec
53042498,4642861,3762899,2023-10-08,In-Process,114,98,16,85.96,0.889,2.41,2.73,57.23,0,None,9.22,7.84,Pass,Released,Within spec
53810823,4469484,3719929,2025-02-16,Final,120,94,26,78.33,0.324,2.86,3.64,60.47,0,None,7.54,8.48,Fail,Released,Requires follow-up
58920157,4971819,3783064,2022-11-18,Incoming,384,326,58,84.9,0.122,2.44,3.76,56.44,0,None,8.43,9.41,Pass,Released,Within spec
59932230,4865389,3509470,2022-06-09,Final,380,301,79,79.21,0.71,1.79,2.98,62.11,0,None,5.81,6.27,Pass,Destroy,
56044390,4798126,3649094,2025-04-19,Chemical,58,44,14,75.86,1.127,1.58,5.08,67.67,0,None,8.72,9.94,Pass,Released,Within spec
57263311,4092146,3799190,2024-04-03,Incoming,67,60,7,89.55,1.85,2.15,4.43,51.82,0,None,8.53,9.21,Conditional Pass,Released,
51172929,4020971,3797206,2023-12-04,Incoming,219,116,103,52.97,0.367,3.62,3.88,60.92,0,None,7.72,9.88,Pass,Released,Within spec
56593352,4719750,3779180,2023-06-30,Microbiological,139,133,6,95.68,2.3,3.09,3.63,65.37,0,None,9.26,7.8,Conditional Pass,Destroy,
51350648,4742727,3571429,2021-08-04,Final,417,284,133,68.11,0.864,4.08,5.78,59.23,0,None,7.08,9.03,Pass,Released,Requires follow-up
52533873,4571853,3719025,2024-10-26,Sensory,98,66,32,67.35,0.663,2.4,3.08,70.52,0,None,7.58,8.69,Pass,Released,Within spec
51103709,4904502,3732493,2025-04-15,Final,357,250,107,70.03,0.423,3.16,3.06,70.45,0,None,8.07,9.87,Pass,Released,Within spec
53613826,4879414,3990437,2022-08-08,Final,342,298,44,87.13,0.366,2.16,2.65,69.13,0,None,7.87,8.7,Pass,Released,
57271238,4418427,3786969,2024-01-31,In-Process,432,380,52,87.96,2.236,2.3,4.09,58.42,0,None,9.48,8.31,Pass,Rework,
56666935,4992445,3790475,2022-07-01,Chemical,68,50,18,73.53,0.968,2.48,2.87,66.71,0,None,8.93,8.26,Pass,Released,Within spec
56844852,4830770,3772525,2022-10-21,Microbiological,451,392,59,86.92,0.189,1.48,4.01,62.04,0,None,8.53,7.8,Pass,Released,Within spec
58358482,4160056,3550837,2022-03-15,Incoming,262,210,52,80.15,0.382,3.8,3.81,54.32,0,None,7.44,9.28,Pass,Released,Within spec
56584232,4619611,3749244,2022-05-02,Final,18,16,2,88.89,0.679,1.43,3.62,64.44,0,None,6.85,9.63,Pass,Released,
54432495,4967947,3855503,2023-04-09,Final,197,153,44,77.66,0.774,3.96,3.72,67.91,0,None,7.7,9.39,Pass,Released,Within spec
53243039,4634309,3807567,2022-05-08,Microbiological,395,284,111,71.9,0.609,3.75,4.06,71.23,0,None,7.78,8.96,Pass,Released,Within spec
55773461,4695313,3577548,2021-04-07,Incoming,368,294,74,79.89,0.326,4.0,2.9,50.39,1,None,7.45,7.8,Pass,Rework,
59631078,4167651,3638253,2023-10-20,Microbiological,234,185,49,79.06,0.088,2.94,5.09,61.33,0,None,6.79,7.06,Pending,Released,
56825853,4725150,3856651,2022-05-23,Incoming,328,285,43,86.89,2.09,3.44,4.61,67.98,0,None,6.39,9.47,Pass,Released,
51262073,4655429,3624511,2021-05-23,Microbiological,189,172,17,91.01,0.452,1.94,5.97,60.17,0,None,8.78,9.01,Pass,Released,Borderline
58600895,4674313,3698506,2023-11-19,In-Process,364,319,45,87.64,1.413,2.57,4.37,61.24,0,None,7.94,9.52,Pass,Released,Within spec
54153887,4933614,3651061,2021-03-18,Microbiological,224,180,44,80.36,1.241,2.03,3.34,70.71,0,None,8.81,5.71,Conditional Pass,Released,
52160960,4605099,3711294,2021-04-15,In-Process,301,250,51,83.06,0.647,1.82,3.13,54.35,0,None,7.63,8.32,Pass,Released,
58564845,4195524,3804968,2022-07-02,In-Process,10,7,3,70.0,0.533,3.27,4.25,58.39,0,None,8.04,8.8,Pass,Released,Within spec
52812537,4809990,3682031,2025-01-12,Chemical,407,310,97,76.17,0.819,2.68,3.94,70.53,0,None,7.88,9.14,Pass,Released,
55442619,4459138,3520735,2024-03-03,Sensory,322,240,82,74.53,0.332,2.31,4.7,60.63,0,None,8.42,7.43,Pass,Released,
58812507,4202978,3550202,2022-07-06,In-Process,476,277,199,58.19,1.256,3.9,4.51,54.92,0,None,3.77,8.2,Pass,Released,Within spec
50266024,4373447,3529140,2022-01-20,In-Process,167,145,22,86.83,0.506,3.09,2.7,68.35,0,None,8.73,7.7,Pass,Re-test,
54692684,4625685,8923722,2023-10-25,In-Process,66,53,13,80.3,0.41,3.54,3.09,51.2,0,None,9.96,8.15,Pass,Released,Requires follow-up
54507754,4705311,3769268,2021-01-09,In-Process,364,317,47,87.09,1.117,3.51,4.98,51.08,0,None,7.13,8.95,Fail,Released,
58774926,4354344,3840119,2024-12-18,Final,80,33,47,41.25,1.18,2.51,5.27,63.26,0,None,9.04,8.36,Pass,Released,Within spec
54434808,4074265,3846342,2023-07-02,In-Process,261,233,28,89.27,1.062,2.9,4.62,69.05,0,Bacterial,8.69,8.58,Fail,Released,
51807960,4642565,3856090,2024-11-26,Incoming,208,142,66,68.27,1.505,2.72,2.58,59.4,0,None,9.06,8.21,Pass,Released,Within spec
50629279,4382830,3872780,2025-02-16,Final,450,356,94,79.11,1.007,2.6,3.05,69.27,0,None,8.49,9.63,Pass,Hold,Requires follow-up
53476726,4152106,3689703,2022-06-21,Incoming,131,124,7,94.66,0.74,2.91,4.56,52.96,0,None,8.04,3.46,Pass,Rework,
59300386,4714895,3666352,2023-05-05,Final,409,289,120,70.66,1.268,2.8,3.12,62.45,0,None,8.65,8.93,Pass,Released,Requires follow-up
55639090,4621388,3955878,2025-01-03,Incoming,37,26,11,70.27,1.124,3.12,3.83,53.32,0,None,9.15,9.02,Fail,Destroy,
58490919,4581968,3891698,2022-05-22,Incoming,216,192,24,88.89,0.486,2.85,6.0,54.67,0,None,8.73,9.33,Fail,Released,
55040991,4405713,3518947,2025-04-05,In-Process,19,18,1,94.74,0.425,3.2,4.84,57.03,0,None,5.92,9.36,Fail,Released,
51169950,4203884,3854125,2025-02-15,Final,150,132,18,88.0,1.539,3.87,5.16,60.61,0,None,8.95,9.77,Pass,Released,
55199971,4985672,3783291,2024-09-10,Final,295,265,30,89.83,0.159,3.69,4.05,68.5,0,None,6.34,8.95,Pass,Released,
