shipment_id,route_id,order_id,shipment_date,scheduled_delivery_date,actual_delivery_date,product_id,quantity_units,weight_kg,volume_m3,temperature_min_c,temperature_max_c,tracking_number,customs_cleared,customs_clearance_date,total_cost_usd,insurance_value_usd,delivery_status,delay_reason,customer_satisfaction_score
46537662,7520470,2471234,2024-01-26,2024-02-07,2024-02-07,1060243,436,136.27,0.883,2,20,403685994665,0,,100.42,2578.62,In-Transit,Traffic,3.9
45177137,7741737,2528204,2024-08-02,2024-08-06,2024-08-09,1575803,134,303.15,0.643,10,30,572793650663,1,2022-11-28,20.0,361.5,Failed,None,4.3
46161764,7217193,2141319,2023-09-04,2023-09-05,2023-09-05,1336409,304,67.73,0.239,18,30,642161145212,1,2024-09-20,1071.27,4017.46,Delivered,None,3.5
47123849,7615492,2528044,2022-07-26,2022-07-29,2022-07-30,1158163,263,773.66,0.777,18,20,325870216218,0,,330.69,4278.69,Delivered,None,4.6
46248780,7389660,2718972,2024-06-05,2024-06-12,2024-06-13,1926316,384,207.42,1.185,18,25,498060148081,0,,20.0,1235.47,Delivered,None,4.5
42429063,7979903,2880527,2022-06-09,2022-06-22,2022-06-23,1530147,283,106.62,0.226,15,30,915288537191,0,,213.66,2835.0,Delayed,Traffic,4.1
42927182,7273768,2624156,2023-01-19,2023-01-31,2023-02-04,1255092,199,781.09,0.35,10,8,259967919205,0,,741.37,6092.24,In-Transit,None,3.0
45705338,7468692,2371246,2022-07-13,2022-07-23,2022-07-23,1299922,126,14.72,1.848,2,8,745835888186,1,2022-09-28,3029.54,101.37,In-Transit,None,3.0
41587684,7412872,2783851,2022-06-23,2022-07-05,2022-07-10,1145349,319,735.52,2.504,18,25,669542561274,0,,413.59,859.71,Delivered,Traffic,
45919493,7455456,2871970,2024-05-25,2024-05-27,2024-05-28,1494592,425,167.05,5.792,2,8,721677180609,1,2022-11-08,671.51,106.64,Delivered,Traffic,4.2
45485077,7845055,2238354,2024-06-29,2024-07-10,2024-07-11,1998216,146,1571.95,0.639,2,25,480132581404,1,2022-08-08,483.87,2344.47,Delivered,None,3.7
40798268,7274905,9987648,2024-05-25,2024-05-26,2024-05-26,1662253,197,38.47,0.894,15,20,319278998970,0,,126.8,107.31,Delivered,None,3.4
47122401,7698691,2889133,2023-09-24,2023-10-04,2023-10-05,1225727,288,56.89,0.735,18,30,408598876536,1,2022-07-20,795.06,911.39,Delivered,None,3.2
48617355,7368611,2577464,2022-06-29,2022-07-03,2022-07-05,1910867,526,264.69,0.128,2,20,182247318621,0,,176.62,3790.92,Delivered,None,4.7
40982426,7384142,2699235,2025-02-02,2025-02-15,2025-02-15,1580447,304,180.22,1.244,15,8,678096715759,0,,629.2,1634.31,Delivered,None,
49012091,7786669,2152277,2022-12-31,2023-01-09,2023-01-11,1807080,347,136.34,0.299,10,30,881041891466,1,2024-07-18,165.91,5201.05,Delivered,Traffic,3.4
42307402,7912792,2362023,2023-09-22,2023-09-30,2023-10-01,1797181,168,269.37,0.411,15,25,767938326198,1,2022-09-26,674.73,2742.51,Delivered,None,4.3
47470772,7090136,2473266,2024-08-29,2024-09-08,2024-09-08,1165765,86,714.07,0.799,2,25,130689297369,0,,392.71,1439.96,Delivered,Traffic,4.8
41480515,7205758,2400994,2025-01-16,2025-01-26,2025-01-28,1198852,254,389.42,1.819,15,8,378689802934,0,,384.95,1753.93,Delivered,None,4.9
40432948,7723317,2822120,2022-10-12,2022-10-16,2022-10-19,1941301,226,10.3,1.755,18,30,163945899955,1,2023-02-19,151.84,3201.77,Delivered,None,
45633048,7173798,2832677,2024-05-12,2024-05-19,2024-05-19,1419327,220,2318.69,4.217,2,30,592537065179,0,,796.16,1765.06,Delivered,None,
49234387,7602019,2003229,2022-11-13,2022-11-17,2022-11-19,1591050,242,1481.66,0.757,10,20,488150408969,0,,44.08,455.16,Delivered,None,4.8
45992041,7282595,2372185,2023-11-04,2023-11-15,2023-11-16,1971823,193,705.46,0.383,2,20,141511447480,0,,25.1,1737.08,Delayed,Weather,3.3
41239138,7922012,2818865,2023-12-17,2023-12-30,2023-12-31,1077743,435,60.2,1.669,10,25,396613680193,0,,1019.62,1559.67,Delivered,Customs,
47756082,7701664,2869088,2025-01-04,2025-01-05,2025-01-05,1445950,182,39.24,1.163,15,25,891421360039,1,2024-09-28,419.63,4387.58,Delivered,None,
47653978,7774573,2597983,2024-01-08,2024-01-19,2024-01-19,1164342,261,235.14,0.091,2,20,226232018971,0,,924.04,281.17,Delivered,None,
43353042,7072491,2692625,2022-07-13,2022-07-18,2022-07-19,1947973,300,63.14,3.495,2,30,950540626907,0,,1385.84,5004.47,Delivered,None,4.0
49551113,7430856,2845854,2023-08-22,2023-08-27,2023-08-28,1709375,162,80.69,0.381,15,8,650257813233,0,,181.33,8208.33,Delivered,Traffic,4.4
42142485,7760586,2666871,2023-05-12,2023-05-19,2023-05-19,1411863,177,395.5,0.191,15,20,326036500114,0,,1407.21,9971.84,Delivered,Traffic,2.9
43114909,7111304,2742902,2023-03-05,2023-03-17,2023-03-17,1699486,125,356.37,0.579,10,25,656190709335,1,2023-07-21,109.23,7306.92,Returned,None,4.0
47012928,7340397,2093609,2024-06-21,2024-07-02,2024-07-04,1148281,263,128.68,0.738,10,25,571340215708,1,2024-01-24,20.0,1902.31,Delayed,None,4.7
46059101,7826975,2998834,2024-07-07,2024-07-17,2024-07-20,1492839,300,168.13,0.883,15,20,159593469381,0,,881.97,617.01,Returned,None,
41356795,7454590,2112061,2022-11-06,2022-11-17,2022-11-18,1041429,188,155.67,0.334,15,30,842601371645,0,,96.79,2838.64,Delivered,None,3.1
48133137,7492116,2243444,2023-07-02,2023-07-15,2023-07-16,1317904,284,856.72,1.278,10,25,861451831636,0,,456.03,1964.24,Delayed,None,4.3
46155810,7137363,2002426,2022-07-05,2022-07-16,2022-07-18,1149624,233,107.73,1.355,10,8,342531101159,1,2023-10-31,699.04,2890.25,In-Transit,None,4.2
40769627,7936686,2777781,2025-01-12,2025-01-13,2025-01-14,1331489,143,556.98,2.67,2,20,735514203181,1,2023-07-18,72.07,1092.85,Delivered,None,
43616408,7643639,2570709,2024-06-10,2024-06-19,2024-06-20,1978055,494,405.29,0.085,18,25,575591471694,0,,1780.72,1165.16,In-Transit,None,3.8
42632150,7638550,2797691,2024-09-20,2024-09-26,2024-09-26,1825315,193,627.9,0.05,18,25,348697432798,1,2022-10-24,884.61,62.4,Delivered,None,4.3
43113205,7638172,2508695,2024-08-18,2024-08-26,2024-08-31,1753679,399,22.81,5.17,2,8,400944993123,1,2023-07-19,23.24,53.0,Delivered,None,4.6
40835067,7649152,2308617,2023-09-30,2023-10-04,2023-10-06,1449236,324,255.18,2.509,10,30,690291196357,0,,27.55,165.29,Delivered,None,4.1
48189507,7362121,2633287,2022-08-23,2022-09-04,2022-09-05,1752339,164,747.21,1.339,2,30,603811718643,0,,262.54,1847.12,Delivered,Weather,3.8
48956637,7924654,2969864,2022-10-25,2022-11-03,2022-11-04,1022242,83,449.08,1.758,15,20,593832383011,1,2024-08-21,49.05,1930.14,Delayed,None,3.1
45903972,7132480,2619138,2023-06-20,2023-06-24,2023-06-28,1289395,258,211.39,0.212,10,8,321680814557,0,,1421.53,1719.69,Delayed,Weather,4.9
42834573,7490911,2455831,2024-12-06,2024-12-18,2024-12-19,1709215,122,326.02,0.175,10,20,736179802082,0,,384.06,109.11,In-Transit,None,4.9
45941152,7301351,2282342,2023-11-02,2023-11-08,2023-11-08,1023270,292,254.58,0.067,18,8,341259002639,0,,57.08,145.7,Delivered,Customs,4.2
41896814,7675932,2629665,2024-08-25,2024-09-04,2024-09-05,1064494,307,512.23,0.333,2,20,229973814548,0,,1309.37,337.32,In-Transit,None,2.3
42425633,7976832,2988632,2022-07-06,2022-07-14,2022-07-14,1210674,376,115.01,0.655,10,30,895937229372,1,2022-07-29,1751.26,734.28,Delivered,None,4.5
40673801,7825014,2547752,2022-07-30,2022-08-02,2022-08-03,1901689,334,206.18,5.624,10,8,891031754460,0,,244.55,123.09,Delivered,None,2.6
47859570,7893927,2325897,2024-07-31,2024-08-12,2024-08-15,1720168,89,103.61,3.377,2,20,439661851128,1,2022-07-09,303.97,602.42,Delivered,Traffic,
46079588,7644304,2241226,2023-01-30,2023-02-02,2023-02-03,1448485,175,93.19,2.105,10,30,133894081616,0,,96.91,6020.03,Delivered,None,3.9
40920511,7931249,2894136,2024-08-26,2024-08-29,2024-08-29,1786920,255,185.42,0.182,18,20,863269568472,1,2024-11-20,1619.63,2059.11,Delivered,None,4.6
41150808,7605809,2845864,2022-09-09,2022-09-10,2022-09-10,1646073,269,476.05,0.379,15,30,234692555593,0,,104.58,124.67,In-Transit,None,
45946750,7424038,2580965,2024-12-11,2024-12-19,2024-12-19,1237925,315,131.69,2.254,10,30,691448898303,0,,1359.32,1781.47,Delivered,None,
49952130,7689978,2076513,2023-08-12,2023-08-23,2023-08-24,1162675,300,6.29,0.074,2,8,569952062073,1,2024-07-21,948.02,3697.78,Delayed,None,
46868810,7278492,2756159,2022-11-22,2022-12-02,2022-12-02,1240811,119,58.41,0.354,15,8,744014576299,0,,455.47,3533.11,In-Transit,None,
41930444,7016712,2880052,2024-08-20,2024-08-23,2024-08-27,1216813,199,721.16,0.768,15,8,199723576766,0,,1569.33,2862.84,Delivered,None,4.6
40830787,7159948,2425608,2024-03-25,2024-03-28,2024-04-01,1798956,95,510.44,3.488,2,25,566477727380,0,,1268.2,1445.1,In-Transit,None,4.7
44481647,7249064,2143274,2025-04-08,2025-04-16,2025-04-16,1826473,220,863.08,0.253,15,8,240177050702,0,,122.3,2698.06,Delivered,None,4.2
44413878,7732915,9979760,2023-04-15,2023-04-18,2023-04-19,1349777,115,51.21,0.05,15,30,879147563843,1,2024-07-30,20.0,896.45,Delivered,None,4.1
48517428,7839632,2895460,2022-08-01,2022-08-05,2022-08-06,1674316,233,313.05,1.301,15,8,783808297145,1,2024-05-28,20.0,8613.99,Delivered,None,4.5
46255095,7365401,2769224,2023-10-08,2023-10-15,2023-10-15,1237047,159,165.98,0.815,10,30,473046018310,1,2023-01-10,228.81,276.93,Delivered,Address Error,
45352236,7717732,2812893,2024-03-11,2024-03-13,2024-03-14,1174387,275,38.42,0.399,18,8,690104967542,0,,159.83,50.0,Delivered,None,
46392757,7235221,9931889,2024-08-24,2024-08-27,2024-08-27,1106366,173,201.9,2.406,18,25,543271765695,0,,98.74,1289.58,Delivered,None,2.9
47928707,7652760,2096467,2023-07-02,2023-07-12,2023-07-12,1961495,267,508.01,0.736,2,30,568648405971,0,,62.86,1996.95,Delivered,None,
44179456,7472194,2676649,2023-05-09,2023-05-11,2023-05-13,1490389,93,20.01,1.276,2,20,166122231972,1,2024-08-16,52.79,981.72,Delivered,None,
42053140,7095348,2140202,2022-12-09,2022-12-11,2022-12-12,1405722,369,215.28,1.334,10,30,127351526823,0,,955.18,2733.85,Delivered,None,
47069673,7816656,9803777,2025-04-17,2025-04-20,2025-04-22,1157391,129,40.8,0.735,18,20,473199071960,0,,108.25,1552.65,Failed,None,3.0
42902442,7010657,2900581,2023-12-02,2023-12-10,2023-12-11,1144444,284,16.79,0.178,15,30,449443904921,1,2022-09-01,948.03,3903.84,Delivered,Capacity,3.9
43533259,7949376,9861978,2025-02-23,2025-03-08,2025-03-11,1174790,210,237.74,0.875,15,25,821629190703,0,,465.72,2137.38,Delivered,None,2.5
45192773,7698544,2205740,2024-04-19,2024-04-21,2024-04-29,1411474,288,237.09,0.286,18,20,571548289850,0,,509.27,260.06,Delivered,None,4.2
41899373,7789560,2217997,2024-02-24,2024-03-06,2024-03-10,1684408,148,178.41,3.121,18,8,803294632536,0,,126.12,440.71,Delayed,None,4.3
42529429,7592672,2988986,2023-12-29,2023-12-30,2024-01-01,1045178,99,275.94,3.141,10,30,508088268975,0,,621.93,653.39,In-Transit,None,3.7
40457307,7990718,2755506,2022-11-12,2022-11-18,2022-11-19,1876786,247,226.82,0.737,15,30,914949483666,0,,846.98,2048.26,In-Transit,None,
49262364,7227549,2281960,2024-09-10,2024-09-22,2024-09-24,1837165,248,32.22,0.482,15,20,917561687892,0,,4364.93,151.07,Delivered,None,
46616772,7846527,2174368,2022-08-26,2022-08-27,2022-08-28,1571813,275,308.02,0.534,10,25,108034134470,0,,152.97,1489.71,Delivered,None,4.4
48714782,7010440,2018588,2024-04-11,2024-04-14,2024-04-15,1243375,411,153.45,1.02,10,20,686091474855,1,2024-12-13,20.0,287.94,Delivered,None,2.5
42433169,7946720,2641439,2024-08-19,2024-08-31,2024-09-01,1560867,104,231.15,2.091,10,30,297509309365,0,,1560.79,3741.62,Failed,None,
41682037,7850228,2052685,2022-08-28,2022-09-06,2022-09-08,1418064,210,365.27,0.993,15,20,676470099889,0,,498.41,50.0,Delivered,None,3.6
42618154,7871173,2693040,2023-08-11,2023-08-22,2023-08-23,1293655,216,31.82,1.007,18,25,140400139603,0,,302.49,2560.45,Delivered,Address Error,4.4
42279521,7055263,2424975,2023-09-19,2023-09-30,2023-10-01,1973211,162,123.09,1.071,2,8,891452358750,0,,639.04,961.46,Delivered,None,
47805858,7155726,2546709,2024-04-26,2024-04-28,2024-05-01,1524190,107,158.17,0.591,15,8,120923344293,1,2023-03-03,202.81,4463.7,In-Transit,None,3.3
48628030,7626621,2430053,2023-02-24,2023-02-27,2023-02-28,1827094,370,303.8,2.805,15,20,206080198229,1,2023-12-12,78.43,5232.41,Delivered,Address Error,4.3
43961288,7115287,2847791,2023-03-20,2023-03-31,2023-03-31,1156542,160,308.22,4.726,15,8,661442514582,0,,295.95,864.54,Delivered,None,4.8
47587808,7001472,2830938,2025-02-13,2025-02-24,2025-02-24,1614594,598,56.16,3.599,2,8,654928712381,0,,497.03,1709.87,Delivered,None,4.3
46256078,7287064,2924626,2023-07-20,2023-07-27,2023-07-27,1796445,394,38.45,2.081,15,20,391632557878,1,2024-03-25,636.79,2222.36,In-Transit,None,4.1
49111509,7160434,2639626,2023-06-04,2023-06-06,2023-06-09,1437648,288,203.05,0.126,18,20,215122558037,0,,504.79,1479.2,Delivered,None,4.2
43620027,7671683,2969097,2024-10-08,2024-10-20,2024-10-21,1872414,134,141.91,0.076,15,8,189282318970,0,,99.16,50.0,Delivered,None,3.5
44881077,7123415,2892581,2024-09-14,2024-09-16,2024-09-16,1305626,330,124.69,4.069,2,8,641098220437,0,,583.94,1656.24,Delivered,None,4.7
45275957,7079861,2960731,2024-11-16,2024-11-22,2024-11-25,1721892,345,55.62,0.05,15,8,677976066156,0,,1500.68,306.56,In-Transit,None,4.3
42718081,7073038,2802750,2022-11-19,2022-11-24,2022-11-25,1151003,229,62.95,0.599,18,20,726010813074,0,,435.34,1262.49,Delivered,None,
46689315,7084600,2910470,2023-03-27,2023-03-31,2023-04-02,1939893,183,892.83,2.777,2,20,690050749526,1,2025-03-30,1793.41,462.42,Delivered,None,
45885237,7787077,2006959,2024-11-20,2024-11-23,2024-11-26,1781457,380,437.16,0.354,15,25,197353583824,0,,193.84,1623.6,Delivered,None,
47042827,7198360,2317741,2022-10-28,2022-11-03,2022-11-04,1314124,323,572.95,1.386,18,8,553186783161,0,,570.14,10405.49,Delivered,None,4.1
45321171,7719292,2855769,2023-05-04,2023-05-07,2023-05-09,1384787,110,16.76,0.05,18,25,181823826497,0,,134.38,936.76,Delivered,None,3.3
41076083,7393178,2086194,2024-05-10,2024-05-14,2024-05-16,1014987,99,1430.82,0.386,18,30,732958724053,0,,726.95,2160.62,Delivered,Traffic,3.1
49073800,7321193,2906098,2025-03-27,2025-04-08,2025-04-08,1382389,168,22.82,0.39,10,25,802695142031,0,,237.81,10647.72,Delivered,None,
44781572,7690770,2592925,2024-05-09,2024-05-18,2024-05-19,1752381,239,48.79,2.185,18,30,543919245018,0,,128.32,1022.07,Failed,Weather,4.6
47136124,7885774,2599265,2023-02-17,2023-03-01,2023-03-02,1892721,125,27.51,0.925,2,25,723743498780,0,,595.63,6127.43,Delayed,None,4.4
44551413,7724571,2930145,2025-03-15,2025-03-20,2025-03-22,1280759,94,274.23,4.238,2,20,911176182072,0,,35.62,330.49,Delayed,None,
40140786,7019900,2324949,2024-01-18,2024-01-30,2024-02-01,1300031,337,67.9,1.369,2,8,582802146094,0,,1443.5,837.77,Delivered,Weather,3.4
40820013,7191104,9949637,2025-01-29,2025-02-03,2025-02-03,1462556,176,358.42,0.161,15,20,823247485255,0,,1180.62,1603.85,In-Transit,None,4.5
46346747,7240355,2929436,2024-02-12,2024-02-23,2024-02-27,1739311,222,356.48,0.247,2,8,378030152816,0,,276.99,669.57,Delivered,None,3.1
49241248,7792114,2370499,2025-03-26,2025-04-01,2025-04-01,1821688,312,55.59,0.277,2,20,362557561823,0,,46.37,337.04,Delivered,None,
42232177,7311314,2629843,2024-01-16,2024-01-28,2024-01-29,1163467,410,730.16,0.364,15,25,971174440533,0,,457.14,5803.8,In-Transit,Traffic,4.3
40477745,7476340,2774998,2024-05-21,2024-05-30,2024-05-30,1123881,247,187.26,0.394,2,25,358245828221,1,2025-01-17,20.0,2255.4,Returned,Traffic,2.9
44306518,7528842,2062589,2022-08-12,2022-08-23,2022-08-23,1109238,142,23.21,1.876,18,8,209584374937,1,2023-05-30,70.87,1006.24,Delivered,None,4.8
46155699,7638699,9813788,2024-09-20,2024-09-25,2024-09-26,1584948,290,661.6,0.09,15,25,901373078113,1,2024-07-10,505.96,1488.77,Delivered,None,3.2
46094550,7261411,2487001,2022-06-07,2022-06-11,2022-06-12,1571318,228,151.06,0.05,2,8,518181633923,0,,46.28,1790.89,Delayed,None,3.7
41579091,7163749,2543563,2024-02-17,2024-03-01,2024-03-02,1349922,129,47.78,2.821,2,30,461107831245,1,2022-12-11,3297.4,843.26,Delivered,None,4.5
41198659,7498367,2892304,2022-09-08,2022-09-19,2022-09-20,1094155,131,208.81,0.214,10,30,234532855178,0,,177.61,2640.2,Delivered,Weather,4.5
43871811,7242387,9988687,2022-08-19,2022-08-31,2022-09-01,1689002,268,367.65,0.718,2,30,498172507078,0,,791.16,5703.2,Delivered,None,4.3
41377893,7136802,2731497,2022-12-28,2023-01-09,2023-01-09,1467876,232,246.94,3.109,15,20,261113852513,0,,820.3,408.94,Delivered,None,4.7
41706078,7490846,2624275,2024-09-16,2024-09-24,2024-10-02,1730122,299,303.63,0.969,10,8,676010746772,1,2024-02-03,334.3,4209.1,Delivered,None,3.3
49209703,7931206,2367380,2024-07-19,2024-07-25,2024-07-27,1619150,177,273.79,0.206,15,25,252598944431,0,,20.76,1520.4,Delivered,None,3.7
40759100,7717695,2123006,2024-07-03,2024-07-05,2024-07-07,1057029,335,118.74,1.696,18,25,248503383975,0,,127.92,1402.36,Returned,None,4.7
49296683,7954595,2246421,2024-12-14,2024-12-22,2024-12-23,1486605,359,255.48,0.587,2,30,445759495834,0,,20.0,530.05,Delivered,None,4.4
46331137,7971061,2242815,2022-10-21,2022-10-24,2022-10-25,1456572,307,657.66,0.5,10,20,106619700231,0,,1010.5,1327.11,Delivered,Weather,
40546210,7129661,2124048,2023-05-14,2023-05-20,2023-05-21,1636933,152,101.16,1.096,2,20,803843215151,0,,507.48,1697.5,Delayed,None,2.1
43296223,7243866,2977106,2023-06-28,2023-07-06,2023-07-08,1987526,182,512.49,1.502,10,25,441343011051,1,2024-05-13,201.39,807.47,Delivered,None,3.6
43005745,7334953,2388840,2022-12-27,2023-01-02,2023-01-03,1026288,219,241.88,2.24,18,8,913656626883,0,,20.0,2865.49,Delivered,Traffic,4.9
40971007,7983128,2410667,2022-12-07,2022-12-17,2022-12-18,1124709,141,35.08,5.192,2,20,865410472628,1,2024-04-12,73.96,423.07,Delivered,None,4.4
43252875,7415872,2940387,2025-04-29,2025-05-07,2025-05-12,1508583,323,188.16,0.307,10,25,711254429203,0,,1107.63,2546.41,Delivered,None,
40284299,7988589,2949838,2024-04-30,2024-05-11,2024-05-21,1459810,112,471.71,0.642,2,20,909070948175,0,,644.59,1478.97,Delivered,None,
45674621,7440889,2909906,2023-10-01,2023-10-09,2023-10-12,1889874,390,28.53,3.467,10,8,735309786081,0,,441.76,2999.08,Delivered,None,
43446664,7727747,2345624,2023-02-03,2023-02-13,2023-02-15,1783700,276,210.64,1.165,2,8,687994693521,1,2024-06-30,220.46,170.91,Delivered,None,3.4
47666014,7147755,2014326,2024-11-11,2024-11-14,2024-11-15,1597259,184,217.49,0.653,2,25,291921598925,1,2023-06-11,229.84,871.0,In-Transit,Traffic,
40354115,7347141,2949139,2023-02-22,2023-03-05,2023-03-08,1613437,294,263.66,0.714,15,20,512648441448,1,2023-10-13,639.88,1028.92,Delivered,Capacity,4.2
43705507,7309546,9970422,2024-04-08,2024-04-12,2024-04-12,1634165,190,49.34,0.59,15,8,780596175480,0,,368.38,1709.7,Delivered,None,3.9
44108644,7320144,2484868,2024-12-23,2025-01-03,2025-01-03,1103635,381,13.1,0.067,2,25,316060160591,0,,125.48,661.86,In-Transit,None,4.0
42510735,7336563,2330169,2025-01-15,2025-01-25,2025-01-25,1695997,243,289.18,3.869,15,30,172667426540,0,,161.32,378.36,In-Transit,None,3.3
45138393,7786221,2811033,2024-10-04,2024-10-05,2024-10-05,1275004,274,538.26,0.776,18,20,702491374793,0,,459.94,2041.37,In-Transit,None,3.8
49695845,7747860,2484812,2024-04-04,2024-04-12,2024-04-12,1798535,145,275.5,0.4,2,8,927435942811,0,,33.67,405.59,Delivered,None,3.3
43207318,7612125,2906506,2022-10-27,2022-11-01,2022-11-04,1385769,269,221.83,0.421,2,20,898316014038,1,2023-04-09,24.68,2099.92,Delivered,None,3.6
41567126,7676673,2317732,2024-06-28,2024-07-09,2024-07-13,1683514,317,231.82,0.82,10,30,107658420956,0,,42.46,1167.79,Delivered,Traffic,
43587445,7527630,2687828,2023-02-06,2023-02-08,2023-02-10,1723718,127,586.86,0.34,10,30,669093557931,1,2024-02-15,68.98,1381.63,Delivered,None,3.5
41271692,7421303,2727234,2023-03-06,2023-03-17,2023-03-17,1545812,363,407.27,0.625,15,30,873709265551,0,,873.75,280.69,Delivered,None,4.3
46463556,7843388,2254594,2023-07-08,2023-07-18,2023-07-18,1497878,268,237.47,0.84,2,8,839013876282,1,2022-08-17,73.44,5996.89,Delivered,None,4.1
40010345,7733034,2178892,2023-04-10,2023-04-22,2023-04-22,1608864,216,526.52,1.687,10,8,247550330461,0,,320.67,1484.38,Delivered,None,4.5
40577449,7961898,2546545,2024-11-09,2024-11-20,2024-11-21,1376998,331,36.91,1.06,15,20,529932934572,0,,285.33,7290.8,Delivered,Weather,
48024410,7686924,2607106,2022-12-08,2022-12-10,2022-12-12,1356630,179,696.41,0.05,15,30,391288296789,1,2023-06-14,31.93,975.35,Delivered,Capacity,3.9
45101882,7321157,2519657,2024-01-20,2024-02-02,2024-02-03,1523267,90,140.53,2.111,15,8,602825692007,0,,1110.3,854.2,Failed,None,3.9
46837313,7600615,2196938,2023-10-09,2023-10-12,2023-10-13,1568286,244,211.59,1.676,18,25,672096679033,0,,647.32,791.9,Delivered,Traffic,
46560812,7423898,2544400,2022-11-24,2022-11-25,2022-11-29,1710425,162,1550.23,0.249,18,8,561414866769,0,,521.25,320.12,Delivered,Weather,4.4
49775556,7127699,2224024,2024-08-29,2024-09-02,2024-09-03,1043488,453,605.9,1.052,15,20,448316228110,1,2024-12-10,400.87,1417.83,Delivered,Traffic,4.2
46183053,7831889,2759415,2022-12-02,2022-12-07,2022-12-07,1281129,494,82.39,0.088,10,30,668372647146,1,2024-02-04,325.12,2436.21,Delivered,None,4.2
41229882,7691896,2974921,2023-06-29,2023-07-12,2023-07-15,1634758,283,158.54,0.076,2,8,928579984331,0,,128.09,4027.41,Delivered,None,
43474672,7703585,2457446,2022-06-21,2022-06-27,2022-07-05,1546799,274,70.11,3.546,15,8,151186840326,0,,1181.72,50.0,Delayed,Weather,4.7
42058787,7980336,2372964,2024-04-08,2024-04-21,2024-04-22,1443132,134,360.74,0.147,2,20,729216202280,0,,1523.93,5104.74,Delivered,None,3.1
49647066,7240487,2624050,2024-09-20,2024-09-24,2024-09-27,1439797,286,33.16,2.222,10,8,676000153473,0,,328.38,7439.26,Returned,Traffic,2.5
48454870,7188141,2171908,2023-05-15,2023-05-20,2023-05-21,1627696,121,71.71,0.464,18,20,268804328620,1,2024-07-15,104.43,239.17,Delayed,None,4.1
42719585,7313987,2551881,2022-07-29,2022-08-07,2022-08-09,1367742,378,419.87,1.084,18,25,768404459225,0,,409.82,284.32,Delivered,None,
47094940,7833643,2756637,2022-07-27,2022-08-04,2022-08-04,1778041,276,695.39,2.579,10,25,991689733845,1,2022-07-22,504.46,51.17,Delivered,None,2.9
40788698,7389156,2395196,2023-08-08,2023-08-12,2023-08-14,1110058,387,247.06,1.514,10,8,440416956262,0,,505.79,616.92,Delayed,None,3.9
45125088,7923334,2062349,2024-03-14,2024-03-17,2024-03-17,1236723,291,492.24,3.813,10,25,996458610558,1,2024-01-01,69.33,1057.13,Delivered,None,2.7
49796273,7301351,2695898,2022-07-27,2022-08-09,2022-08-09,1561355,300,88.94,1.232,10,30,301359741623,0,,158.96,293.38,Delivered,None,
48355689,7169651,2115242,2022-08-17,2022-08-18,2022-08-18,1377732,247,518.75,2.432,15,25,941494170284,0,,1223.47,803.0,Failed,Traffic,3.4
41552830,7351277,2884098,2022-11-09,2022-11-18,2022-11-20,1154986,140,310.22,0.126,10,20,232510717261,0,,524.44,1068.59,In-Transit,None,4.3
42695327,7916503,2527289,2024-06-25,2024-06-27,2024-06-28,1612375,370,270.29,0.051,15,20,802623817814,1,2022-11-06,1417.88,779.55,Delivered,Weather,2.8
48700511,7185735,2594201,2023-03-16,2023-03-20,2023-03-23,1515726,339,528.47,1.128,18,8,548987785189,0,,1169.54,2968.55,Delivered,Weather,4.0
48335422,7475083,2084974,2025-02-10,2025-02-21,2025-02-22,1002926,48,60.04,0.059,18,25,104437519320,0,,36.81,428.33,Delivered,None,3.9
46599160,7818859,2117490,2024-03-11,2024-03-22,2024-03-23,1889849,328,183.62,0.119,18,20,273879474846,0,,492.47,2514.2,Delivered,Address Error,
42888861,7182068,2420027,2022-09-16,2022-09-28,2022-09-29,1394488,179,101.41,2.306,10,25,260357549237,0,,87.5,473.82,In-Transit,Capacity,4.6
47679341,7026585,2685446,2023-05-22,2023-05-29,2023-05-29,1700281,172,865.31,2.727,18,8,499843622336,0,,323.6,437.25,Delivered,None,
47916331,7444130,2071724,2025-02-27,2025-03-08,2025-03-11,1712457,168,5.58,0.083,10,30,498465980913,0,,1893.49,1720.83,Delivered,Weather,4.5
40770067,7247914,2257434,2025-03-13,2025-03-21,2025-03-21,1615150,317,103.73,0.061,2,8,681577762280,0,,261.95,3041.98,Delivered,None,4.0
42015098,7528352,2852942,2022-12-09,2022-12-18,2022-12-19,1492959,300,431.31,0.956,2,25,787703332370,0,,246.31,3312.94,Delivered,None,4.3
41978700,7008623,2893669,2023-04-14,2023-04-17,2023-04-18,1795786,347,1755.59,0.244,18,8,587457628893,0,,485.93,1766.11,Failed,None,
46241702,7035256,2029055,2023-06-08,2023-06-10,2023-06-10,1660165,331,724.69,1.24,18,30,383992949544,1,2022-09-04,820.71,247.42,Delivered,Traffic,
45523326,7941660,2893683,2023-03-08,2023-03-15,2023-03-16,1631694,228,72.7,0.419,2,20,945596799060,0,,20.0,502.27,Delivered,Customs,4.3
40917862,7387761,2490178,2025-03-04,2025-03-15,2025-03-21,1101893,86,1274.38,0.849,2,8,732476321060,1,2024-12-12,422.78,1447.92,Delivered,None,3.5
49512844,7342810,2311038,2024-06-26,2024-07-06,2024-07-07,1659292,189,226.8,0.151,2,25,884614953418,0,,669.73,2819.03,Delivered,None,4.0
