movement_id,location_id,product_id,movement_type,movement_datetime,quantity_units,weight_kg,batch_number,expiry_date,operator_id,robot_id,source_location_id,destination_location_id,reason_code,po_number,invoice_number,unit_cost_usd,total_cost_usd,movement_status,temperature_at_movement_c
39107956,6060312,1664081,Inbound,2024-07-27,93,62.7,996067883,2025-04-24,3266416,1813841,6839872,6240807,SHIP,61207052,INV760260,27.79,14993.77,Cancelled,23.4
30122067,6230053,1241907,Outbound,2025-02-15,99,0.5,670963211,2026-12-09,3872659,1608203,6800786,6675176,RTRN,62899641,INV955912,18.3,21744.0,Confirmed,20.2
37082661,6344764,1245809,Outbound,2022-06-23,75,77.74,133039790,2024-02-04,3039487,1915483,6121210,6065026,SHIP,79104571,INV873092,32.42,30617.3,Confirmed,19.5
36654556,6860229,1718992,Inbound,2024-01-20,50,19.35,219929467,2025-03-06,3340879,1487125,6284104,6568501,RTRN,37289616,INV950071,15.14,8199.51,Confirmed,20.7
35605422,6622830,1606810,Outbound,2024-07-21,229,37.03,803584521,2025-02-16,3026679,1372589,6656463,6444507,RECV,46069431,INV330177,4.18,43631.07,Confirmed,23.5
35499996,6207046,1489211,Outbound,2025-04-04,90,56.13,860700194,2025-10-25,3528435,1709549,6527473,6588052,ADJ+,36739274,INV858081,23.13,49913.84,Confirmed,25.7
30963803,6209093,1190898,Inbound,2022-12-29,111,66.24,363722023,2023-08-06,3244670,1633446,6128840,6490491,XFER,56570240,INV429835,38.2,20556.82,Confirmed,20.6
37911892,6868751,1367630,Adjustment,2023-11-17,64,71.57,398684139,2025-03-26,3178713,1037587,6627978,6255282,RECV,57390554,INV483983,7.36,48485.78,Confirmed,29.2
35910546,6626309,1049650,Inbound,2023-02-09,106,80.48,562305794,2024-12-11,3333357,1979499,6993786,6661585,XFER,32261157,INV390773,10.76,24544.81,Confirmed,22.4
34131637,6504754,1852244,Adjustment,2023-11-30,54,35.61,580614860,2024-09-01,3784116,1750995,6614235,6361265,ADJ+,76996195,INV172561,18.9,33705.33,Confirmed,18.8
33561833,6666024,1378238,Inbound,2024-11-29,102,15.87,536171395,2026-03-28,3748450,1734837,6067771,6629033,DISP,65341846,INV365606,18.98,47520.27,Pending,21.1
39903513,6611560,1793082,Outbound,2025-04-08,55,12.04,754878094,2026-06-14,3298299,1181920,6786121,6759832,SHIP,23938119,INV872012,10.83,18354.38,Confirmed,23.4
37412910,6088936,1617573,Inbound,2022-07-06,139,13.93,957175295,2024-06-26,3976150,1386417,6887031,6177120,RECV,58108486,INV613839,41.01,49549.66,Confirmed,19.5
33482784,6754641,1273488,Inbound,2024-05-10,81,33.38,759288177,2025-05-02,3530249,1701770,6280368,6831604,ADJ+,97476285,INV988023,8.9,11380.06,Confirmed,18.9
32193052,6780194,1121020,Outbound,2022-08-24,135,96.66,101123806,2023-07-28,3553850,1171533,6401411,6582529,RECV,45890104,INV739557,12.48,23048.46,Confirmed,20.5
36552977,6222625,1798677,Transfer,2024-11-01,101,138.0,548200033,2025-05-19,3318449,1973407,6850636,6264497,ADJ+,47986436,INV346536,54.94,10711.36,Confirmed,22.3
34009103,6987276,1232001,Inbound,2024-03-18,65,152.11,320763320,2024-11-14,3920638,1737723,6913417,6087003,RECV,66465017,INV659745,15.54,33267.8,Error,22.7
36242776,6433514,1798173,Transfer,2024-05-10,65,25.81,806812369,2025-06-24,3926319,1016556,6189121,6453776,DISP,95928018,INV852651,53.34,11920.75,Confirmed,27.8
35104869,6121038,1143866,Disposal,2025-04-03,128,133.13,144930623,2025-10-05,3046272,1385082,6860929,6361398,XFER,69306634,INV244408,54.38,40894.82,Confirmed,18.4
39016787,6095567,1861682,Adjustment,2023-03-29,64,23.48,875804897,2024-08-18,3051182,1769974,6997834,6420216,XFER,18536000,INV197042,18.42,23991.41,Confirmed,16.5
33512845,6272622,1935790,Transfer,2023-05-05,78,64.24,819555658,2024-12-25,3150642,1258310,6147431,6706848,RECV,53453425,INV880348,20.53,45789.43,Pending,24.6
39273196,6409033,1129579,Outbound,2025-03-03,108,40.21,309412718,2026-09-20,3986548,1698251,6270408,6613447,SHIP,32075681,INV729813,13.12,6285.52,Confirmed,28.4
31221277,6573662,1100790,Outbound,2023-04-07,103,2.34,365761616,2023-10-22,3482887,1823001,6827269,6153478,RECV,32649120,INV295938,6.33,22621.13,Confirmed,25.6
31016947,6430474,1473807,Adjustment,2022-12-26,126,36.76,670025991,2024-07-03,3423925,1265979,6800817,6637395,XFER,48939077,INV437695,29.84,22582.8,Confirmed,20.5
32245964,6819369,1061067,Inbound,2023-04-15,77,1.05,466896991,2024-12-02,3015607,1909990,6728587,6000985,DISP,34640778,INV302372,52.6,47954.14,Error,17.2
36878533,6924907,1250527,Adjustment,2024-04-25,53,15.08,652705147,2025-03-07,3798835,1703241,6921321,6164885,SHIP,91993197,INV181880,54.25,9527.05,Confirmed,15.6
32549937,6595936,1588824,Inbound,2022-03-29,111,3.22,537521752,2023-03-16,3257672,1997882,6264119,6025950,RECV,76044413,INV227700,20.29,6193.82,Confirmed,25.8
34338361,6816829,1802079,Inbound,2024-02-13,78,86.87,473842933,2025-11-14,3736619,1609412,6147120,6496167,SHIP,15699712,INV970549,32.59,2989.78,Confirmed,29.1
36526431,6758702,1292065,Adjustment,2022-06-15,62,27.26,821986731,2024-01-09,3412202,1971659,6491361,6438558,SHIP,83282292,INV756796,5.76,38448.11,Error,17.2
34518595,6495341,9889123,Outbound,2023-11-23,130,21.94,793003727,2025-06-10,3850826,1760822,6083911,6308467,RECV,53122688,INV838968,45.28,13679.21,Cancelled,23.0
35973625,6274361,1451872,Inbound,2024-11-26,35,88.94,115853051,2025-11-19,3219567,1054414,6391829,6748352,ADJ+,51544437,INV385249,26.84,24846.44,Confirmed,20.9
33534199,6503158,1207796,Outbound,2023-10-14,150,60.39,614945338,2024-10-27,3118383,1446564,6843493,6193019,RECV,38647491,INV675927,18.67,42214.55,Confirmed,17.1
39272335,6819985,1016360,Inbound,2023-04-12,49,11.86,996760763,2024-07-28,3637498,1287527,6572882,6667926,RTRN,43969266,INV754459,18.7,35091.64,Confirmed,19.3
32248282,6129062,1144493,Inbound,2024-08-27,109,95.68,992496211,2026-07-04,3228148,1408296,6378303,6114724,RECV,35890946,INV636075,20.06,25446.5,Confirmed,18.8
30676402,6556530,1527579,Inbound,2022-03-11,57,7.77,447445588,2023-01-20,3029162,1099511,6531381,6365344,RTRN,41893214,INV196623,36.12,21619.7,Pending,27.6
37996587,6886847,1835486,Outbound,2024-10-27,147,65.54,919174434,2026-03-27,3867616,1604098,6544462,6578990,SHIP,42733232,INV233822,29.36,9455.31,Confirmed,29.3
32450857,6437531,9740784,Inbound,2023-06-28,55,4.27,355842688,2024-02-22,3514724,1032234,6307900,6781483,RTRN,37277042,INV155628,33.77,42303.03,Confirmed,21.5
32098923,6942607,1163103,Transfer,2024-02-26,87,23.31,592289710,2025-11-17,3486267,1609735,6658818,6811646,XFER,71987191,INV565359,44.88,43390.43,Confirmed,22.3
33596128,6753527,1276142,Adjustment,2022-01-06,84,10.7,259600839,2023-02-09,3974417,1462036,6682836,6736149,XFER,23908490,INV156575,19.08,37615.73,Cancelled,27.4
38492179,6961077,1405378,Transfer,2024-12-19,63,11.86,485407117,2026-06-09,3757813,1342517,6486395,6142217,XFER,88754528,INV754651,44.75,21129.31,Confirmed,23.3
38221887,6583119,1396639,Inbound,2024-11-13,37,74.12,979925145,2026-04-30,3664091,1020775,6399169,6633022,SHIP,92082752,INV347957,15.28,5823.49,Confirmed,19.9
34628957,6782617,1082994,Outbound,2024-09-18,57,26.34,676758484,2025-05-18,3275816,1853425,6098612,6210482,RECV,56026640,INV562864,20.01,27091.13,Confirmed,22.2
36881662,6494502,1542850,Outbound,2023-09-01,163,15.75,139181567,2024-12-13,3598346,1908733,6448764,6111503,SHIP,61377692,INV297908,20.21,3827.51,Pending,20.8
32819586,6424623,1846353,Adjustment,2024-06-16,80,3.0,628861155,2026-03-06,3153342,1650287,6480310,6102133,XFER,47181489,INV507496,23.67,19720.98,Confirmed,25.3
31503814,6797563,1800122,Return,2025-03-06,71,85.51,881404780,2026-10-24,3895766,1460319,6589556,6114041,SHIP,44378988,INV564869,27.87,23599.36,Confirmed,16.9
34565821,6478543,1539386,Inbound,2025-02-17,120,8.48,634380544,2025-10-25,3746232,1816649,6864424,6331666,RECV,80757561,INV585354,6.52,27030.29,Error,28.8
38067430,6646592,1727325,Adjustment,2023-11-09,166,0.74,600151018,2025-05-26,3276816,1139089,6577587,6190243,SHIP,75569303,INV957975,43.53,30642.43,Confirmed,25.7
35799151,6062390,1240093,Return,2023-01-03,182,18.13,412244929,2023-08-06,3638899,1136593,6307754,6744119,SHIP,31637248,INV665951,42.23,25446.47,Confirmed,29.3
33955467,6441602,1971888,Transfer,2022-10-22,29,2.31,172006753,2024-10-05,3060016,1087381,6181747,6432796,ADJ+,83936666,INV262835,45.76,10012.18,Cancelled,27.8
37750137,6894430,1659913,Outbound,2024-10-18,120,35.87,317099337,2025-11-20,3400601,1054320,6520151,6256224,SHIP,77561042,INV140560,13.3,23976.01,Confirmed,15.2
37617113,6178233,1140861,Outbound,2023-04-18,127,2.88,575950878,2024-12-20,3446793,1594414,6001892,6500290,ADJ+,19952569,INV336362,19.33,17244.32,Confirmed,21.0
33522666,6058113,1413850,Inbound,2024-06-24,162,11.05,615206792,2025-06-14,3098110,1215537,6139965,6086503,XFER,81921307,INV211707,47.03,37001.91,Confirmed,24.9
31887215,6493583,1742813,Transfer,2023-08-19,69,0.5,695266016,2025-01-27,3199750,1777844,6138657,6230274,ADJ+,22348060,INV448975,42.14,45243.12,Confirmed,25.9
30022961,6383208,1403944,Inbound,2024-05-05,80,91.63,498647508,2025-08-08,3011355,1694192,6320426,6301967,RECV,54609231,INV996362,49.69,15697.1,Confirmed,21.7
34423518,6945093,1425595,Transfer,2023-09-21,94,6.29,696568837,2024-04-15,3739771,1928010,6917907,6244203,ADJ-,35937651,INV775802,25.02,25646.84,Confirmed,15.3
33564326,6956060,1225097,Outbound,2022-03-11,185,139.53,253018510,2022-10-01,3267423,1865790,6786357,6726764,RECV,55645491,INV817011,13.79,36453.71,Confirmed,17.9
36863864,6063741,1537138,Inbound,2025-03-13,28,51.87,481260595,2025-09-16,3606805,1633745,6580623,6689573,RTRN,33466519,INV472648,27.8,22506.12,Confirmed,15.8
34379308,6102133,1820367,Inbound,2023-12-03,104,14.21,655482784,2025-01-30,3854648,1250854,6888552,6041959,XFER,11475268,INV701750,14.47,24725.06,Cancelled,18.6
38781059,6952197,1040107,Inbound,2024-05-13,39,74.73,608409444,2026-04-25,3425559,1766933,6405126,6089287,DISP,42178462,INV346218,39.76,41813.19,Confirmed,17.5
36069589,6077337,1117066,Outbound,2023-04-24,136,16.84,447376942,2024-03-14,3649978,1888880,6534613,6665263,SHIP,57181442,INV616501,52.17,12034.48,Cancelled,29.8
39408232,6748927,1047149,Transfer,2023-09-08,163,10.48,289656046,2025-08-13,3644693,1425534,6558630,6612158,ADJ-,80528730,INV518012,43.4,46984.87,Confirmed,28.6
36350067,6740683,1877728,Inbound,2025-01-14,87,50.6,117017931,2026-04-30,3047512,1372941,6675543,6521291,RECV,30416348,INV627922,42.75,34059.9,Confirmed,29.5
35143788,6609642,1597585,Outbound,2024-04-12,47,27.97,421995284,2025-02-15,3135253,1626955,6935395,6092187,SHIP,83976339,INV755879,17.47,21386.0,Confirmed,18.9
33969793,6623246,1475264,Transfer,2025-03-18,88,41.62,862194131,2025-10-29,3261174,1760229,6139965,6591273,RECV,36762760,INV748672,38.44,29511.14,Confirmed,22.3
36328716,6708295,1206062,Inbound,2025-01-14,66,26.98,870831558,2026-03-06,3580674,1954151,6543061,6008679,RTRN,85113725,INV740826,44.19,18874.69,Confirmed,26.1
31898297,6330684,1100652,Disposal,2022-03-09,126,86.24,871703974,2023-04-01,3020236,1069254,6335980,6127946,ADJ-,91251110,INV116745,15.24,24584.42,Error,21.1
32468583,6935395,1354242,Adjustment,2022-02-28,58,32.06,180004414,2023-06-07,3183084,1113330,6474328,6553919,XFER,24851922,INV507536,33.31,48849.04,Confirmed,29.5
39614860,6542330,1098966,Outbound,2025-03-11,32,20.39,908639293,2026-05-18,3406019,1082460,6243526,6819985,ADJ+,25914183,INV639969,26.07,920.5,Confirmed,27.3
36587162,6838793,1845842,Disposal,2022-11-07,99,0.5,492604955,2024-02-20,3853793,1811477,6512114,6693169,RECV,71094840,INV228356,4.49,24177.88,Confirmed,23.8
36956820,6468453,1325142,Outbound,2025-02-12,19,41.02,172440284,2026-10-20,3155184,1725180,6277392,6270559,SHIP,45054586,INV496330,27.76,7007.89,Confirmed,21.5
34038170,6535931,1950683,Outbound,2025-03-20,93,5.79,459513083,2026-10-01,3974754,1059642,6053123,6329305,XFER,93706543,INV258150,44.27,21414.75,Confirmed,27.8
36737841,6944763,1037415,Disposal,2025-03-19,77,36.17,814836151,2027-01-27,3412142,1886931,6320820,6259504,RECV,35968691,INV311472,43.53,43852.1,Confirmed,19.4
38341396,6320651,1200675,Outbound,2022-05-04,60,23.07,584074230,2023-01-16,3939879,1892941,6299798,6592640,RECV,74281886,INV177089,42.39,29201.08,Confirmed,21.1
33183619,6337061,1884490,Outbound,2022-01-16,47,12.19,247572551,2023-10-19,3784246,1016408,6274875,6890730,SHIP,22803325,INV562561,14.1,31403.54,Confirmed,15.4
39504648,6183362,1931117,Transfer,2024-06-10,122,98.18,322318793,2026-05-13,3139111,1865595,6915725,6173394,RECV,63455780,INV591081,30.75,48519.85,Confirmed,21.2
33014303,6154632,1183986,Outbound,2024-11-22,78,64.65,692848734,2026-09-23,3970826,1969310,6939943,6314001,XFER,88001158,INV125803,8.86,32298.24,Pending,18.7
31848166,6110748,1316448,Outbound,2024-08-04,85,20.12,853489561,2025-02-06,3152836,1184425,6440511,6969179,RECV,87329874,INV910881,28.15,47223.11,Confirmed,23.3
34440644,6557691,1220383,Return,2024-02-07,92,39.31,585971210,2025-10-17,3669128,1470338,6854340,6383030,SHIP,68650832,INV564995,18.56,12876.91,Confirmed,23.6
30579019,6257418,1243087,Adjustment,2022-05-12,41,102.7,924290353,2023-03-13,3059196,1236936,6779843,6153145,XFER,83298606,INV108200,53.94,47668.55,Confirmed,24.0
36738364,6668892,1970644,Outbound,2022-05-19,142,49.9,869863741,2022-11-27,3334123,1730061,6826849,6401894,SHIP,33192385,INV553792,38.59,44781.42,Confirmed,23.2
36922161,6052288,1379300,Transfer,2023-10-14,124,3.31,401519723,2025-05-14,3996659,1530101,6415258,6074907,XFER,48247140,INV618469,18.71,5940.28,Confirmed,27.0
39527666,6159934,1296994,Inbound,2023-03-12,94,2.85,414053422,2024-07-18,3083534,1083702,6734789,6250379,XFER,94077817,INV625673,28.25,29466.16,Confirmed,29.4
35410230,6398811,1759570,Transfer,2024-04-11,85,44.38,469654118,2026-03-26,3856957,1838680,6814613,6581611,ADJ+,36147563,INV412479,22.39,47045.0,Confirmed,29.6
34956882,6508183,1282556,Outbound,2023-05-12,135,83.72,381953752,2024-09-26,3340174,1653117,6583674,6447583,SHIP,49840555,INV973523,4.83,22042.64,Confirmed,27.1
38020802,6386708,1125581,Outbound,2023-05-31,138,50.69,916876355,2024-02-17,3147421,1033224,6508455,6656167,RTRN,19291937,INV983085,26.5,30299.63,Confirmed,17.5
30517062,6630471,1899231,Outbound,2022-02-07,141,6.78,779213591,2022-10-03,3437672,1023285,6900704,6006464,SHIP,85549962,INV974268,29.68,10537.64,Confirmed,23.1
34274760,6604720,1943745,Outbound,2025-04-19,72,6.69,379797372,2026-11-03,3948628,1470773,6783717,6029441,DISP,13351881,INV706626,13.18,25205.49,Confirmed,27.3
37912592,6942117,1114233,Adjustment,2024-09-09,124,24.05,162816789,2026-06-19,3711630,1909967,6513629,6695731,RECV,94106298,INV269713,50.96,26206.35,Confirmed,17.0
34936800,6761444,1895890,Transfer,2024-12-07,9,34.64,444320701,2025-09-09,3793234,1443080,6385229,6956403,XFER,36587187,INV219167,6.15,14604.39,Confirmed,20.6
33676377,6311127,1686711,Inbound,2023-01-08,144,17.42,239546544,2023-08-14,3110897,1633839,6585411,6941071,DISP,56746295,INV857951,35.15,2797.11,Confirmed,24.6
39658313,6227954,1463687,Inbound,2022-02-03,81,27.68,818910442,2022-12-18,3595335,1151705,6748433,6807947,RECV,58132309,INV230802,3.56,7166.59,Confirmed,26.4
35975875,6982834,1643323,Adjustment,2024-03-04,70,108.83,407967380,2025-07-14,3796532,1563905,6741532,6166731,XFER,90263586,INV737514,53.88,11649.03,Pending,19.8
35849334,6392615,1284293,Outbound,2023-05-22,80,9.85,851033100,2024-08-08,3050171,1692134,6223280,6329345,SHIP,99477841,INV356642,15.26,15381.09,Confirmed,18.0
33159305,6058341,1448638,Inbound,2024-06-05,165,5.59,421924710,2025-02-28,3060980,1500563,6472118,6030772,RECV,31982255,INV141418,46.24,12181.63,Confirmed,26.0
31238168,6178233,1747403,Inbound,2024-02-03,121,28.9,744298810,2026-01-24,3459596,1928475,6812767,6529516,ADJ+,17136621,INV851369,7.62,19776.73,Confirmed,17.7
30500164,6021329,1525190,Adjustment,2022-09-23,79,11.43,427810996,2023-07-03,3596955,1319705,6565803,6340317,SHIP,26074474,INV439136,2.33,48848.58,Confirmed,26.1
33140212,6219690,1085901,Transfer,2025-02-10,165,24.05,863900202,2026-11-29,3442206,1165041,6560935,6758966,RECV,17649958,INV356261,52.98,49093.14,Confirmed,15.1
36171388,6887296,1361090,Inbound,2023-10-07,121,95.61,564890545,2024-05-09,3778916,1447399,6404874,6402714,XFER,59860379,INV334032,8.67,29084.01,Confirmed,25.9
36408436,6895620,1584742,Inbound,2022-05-26,100,6.52,936845276,2023-12-18,3960575,1113372,6042002,6590438,SHIP,19704270,INV555147,33.55,6915.27,Confirmed,20.9
39120957,6619105,1750936,Outbound,2022-03-11,43,2.34,192997257,2022-11-06,3107726,1842026,6383030,6541642,RTRN,13172758,INV250631,23.28,47980.95,Pending,21.8
32247586,6537971,1524578,Adjustment,2024-04-12,81,12.58,387581287,2026-02-09,3474461,1224604,6154689,6204028,XFER,22084693,INV395596,15.72,29999.69,Confirmed,19.7
39710615,6316049,1647962,Transfer,2022-08-20,24,4.63,222862554,2023-09-05,3268334,1609998,6982735,6411561,ADJ-,96608496,INV574128,50.34,9732.94,Cancelled,15.5
39521326,6236814,1651296,Outbound,2024-03-20,140,13.17,254320040,2024-12-02,3977178,1269905,6543208,6482681,SHIP,64807358,INV611475,35.9,40642.76,Confirmed,21.0
31992309,6157423,1881214,Outbound,2023-05-16,80,93.86,639777487,2024-10-29,3414138,1653792,6871155,6308396,ADJ-,88614234,INV900532,8.63,28009.29,Pending,17.0
36067350,6868751,1065842,Inbound,2023-08-15,44,9.95,214100843,2024-05-25,3477753,1449596,6175731,6082570,ADJ-,26052422,INV238827,25.02,46140.22,Confirmed,16.1
30956727,6693616,1462642,Inbound,2023-11-15,123,28.73,889131218,2024-09-17,3193650,1355645,6166731,6731101,RTRN,46427102,INV882676,27.74,3732.17,Confirmed,18.1
34828103,6688927,1289907,Return,2023-06-16,105,34.58,784767498,2024-09-16,3941768,1888270,6401234,6876616,SHIP,82630152,INV341934,8.32,9483.48,Confirmed,27.4
34661563,6113732,1449099,Inbound,2025-03-29,117,7.8,882394847,2027-01-20,3294373,1077146,6325804,6957214,RECV,47390692,INV193587,33.74,44556.71,Confirmed,20.0
33150592,6005001,1921625,Outbound,2024-05-04,107,78.6,766220930,2026-03-28,3876199,1367599,6020364,6395701,SHIP,72416373,INV148610,11.13,13759.01,Confirmed,16.0
36896356,6645109,1533742,Inbound,2023-04-24,118,5.42,884506400,2024-07-09,3180821,1291777,6784752,6219905,SHIP,55435928,INV448165,40.8,45517.04,Pending,19.3
31361985,6425558,1062832,Outbound,2023-09-09,148,7.23,921162619,2024-10-23,3721403,1133874,6622840,6911633,XFER,90266993,INV574384,13.12,45833.38,Confirmed,19.9
31135203,6657244,1716140,Inbound,2025-04-05,30,35.9,216903352,2026-11-01,3139990,1702874,6740484,6421890,RECV,22168196,INV364674,11.39,6831.62,Confirmed,27.7
38106422,6862950,1844729,Return,2024-08-18,99,5.77,568207005,2025-03-02,3616533,1955846,6884827,6421646,SHIP,57013929,INV735128,27.44,37571.9,Confirmed,26.3
34688323,6154156,1209453,Transfer,2025-03-26,202,40.74,337974729,2025-10-22,3076809,1973422,6595281,6195351,RECV,23221485,INV976892,2.94,19616.79,Confirmed,27.7
38139263,6278697,1987214,Transfer,2023-11-12,67,58.33,832352150,2024-07-30,3425984,1464500,6378716,6317373,RECV,49401322,INV347154,51.61,27923.86,Confirmed,26.6
36787544,6025704,1948910,Inbound,2023-11-19,75,5.34,502592846,2025-03-11,3827200,1552863,6273207,6024950,RECV,65231065,INV842285,15.96,3707.89,Pending,18.5
35900680,6650670,9841288,Outbound,2024-11-23,101,21.49,194452948,2026-04-25,3986404,1149901,6002032,6878724,SHIP,24679159,INV495106,14.9,31864.79,Confirmed,17.6
31747943,6666577,1438766,Transfer,2024-10-22,91,94.5,633947506,2026-01-01,3571702,1658099,6993997,6532021,RECV,27833208,INV738195,13.13,26444.72,Confirmed,21.5
38619190,6882263,1176651,Transfer,2023-01-25,136,48.04,211284601,2024-10-05,3940109,1488708,6850336,6781813,ADJ-,98757682,INV234715,48.82,10424.93,Confirmed,20.7
32502537,6807163,1106786,Adjustment,2024-07-13,64,50.13,929188785,2025-04-11,3306971,1617717,6731147,6919997,SHIP,74280185,INV782095,43.9,3017.08,Confirmed,16.1
37230351,6274325,1753095,Transfer,2022-05-26,70,64.69,418384266,2024-05-06,3738993,1717731,6791999,6358471,ADJ-,15059803,INV232103,43.35,20446.2,Confirmed,27.5
33803034,6838774,1363753,Inbound,2024-05-07,68,29.93,864214408,2025-11-20,3959274,1756150,6810893,6428763,RECV,30985593,INV586776,50.05,47893.51,Confirmed,16.8
30253032,6688811,1590354,Transfer,2025-02-08,50,1.45,727509775,2026-07-09,3885553,1419014,6100462,6991877,RECV,14331273,INV516702,37.63,35693.53,Confirmed,28.7
31582992,6756460,1661636,Transfer,2024-06-17,126,23.57,309074815,2025-03-04,3546499,1168151,6130465,6766860,RECV,10625189,INV381653,40.04,36070.83,Confirmed,22.2
39797786,6810605,1360762,Transfer,2024-01-31,48,77.94,494327810,2025-06-02,3613893,1995579,6457637,6008518,RECV,43736150,INV789743,9.66,25576.75,Confirmed,19.7
38012002,6919714,1809157,Transfer,2022-01-25,116,245.47,111509082,2023-03-01,3762802,1543583,6779654,6222395,ADJ-,71372816,INV900632,15.17,28758.44,Confirmed,25.3
32264574,6069545,1046556,Transfer,2023-01-04,46,30.73,839450743,2024-06-24,3456026,1033200,6718794,6563881,ADJ+,62176018,INV200313,10.51,19427.26,Confirmed,25.0
35276735,6080401,9959368,Outbound,2022-10-10,41,54.34,824640697,2023-07-29,3610057,1098605,6226187,6820660,XFER,91849442,INV730053,12.96,41550.91,Confirmed,20.0
35171841,6238298,1837381,Inbound,2024-01-08,83,75.4,980504258,2025-01-21,3875489,1120611,6813179,6369532,RECV,21054014,INV282680,53.21,38719.83,Pending,19.1
31124484,6221169,1657108,Inbound,2023-12-18,113,35.39,582615653,2025-09-25,3599472,1422125,6174098,6789738,RTRN,17683650,INV749602,23.37,2638.97,Confirmed,18.5
32508011,6521291,1804390,Inbound,2022-01-24,84,7.39,609122820,2022-12-29,3707201,1179093,6863736,6572048,XFER,36933182,INV267198,52.36,27546.24,Confirmed,27.2
38011739,6711985,1098788,Inbound,2024-06-19,68,30.17,169968649,2025-04-21,3701535,1158279,6758287,6832515,RTRN,69357572,INV481754,28.71,46021.88,Cancelled,29.7
36474379,6154156,1996770,Outbound,2024-09-15,94,34.66,554928423,2026-02-09,3936799,1599094,6533509,6140364,RECV,83182668,INV210294,16.72,45756.35,Confirmed,26.6
31272676,6069545,1530871,Transfer,2022-05-31,85,13.73,109063565,2024-05-04,3249709,1124379,6538084,6771277,SHIP,24131128,INV574351,31.45,36124.32,Confirmed,21.4
32565501,6978152,1341941,Transfer,2023-12-03,114,1.12,419971844,2025-11-18,3206731,1032459,6569264,6468597,RECV,50997933,INV707234,26.47,2150.97,Confirmed,18.1
31855454,6405137,1667562,Outbound,2023-10-01,38,83.92,789589132,2025-08-08,3794568,1562203,6455744,6926566,ADJ+,79387470,INV360905,29.81,2267.99,Confirmed,24.4
32154658,6753527,1089851,Inbound,2023-07-12,192,15.21,409095114,2025-02-05,3036626,1071686,6492491,6525498,XFER,50941094,INV950210,6.0,11870.72,Pending,24.0
33126355,6317870,1652960,Outbound,2024-05-24,27,48.08,285710677,2026-03-15,3175233,1667258,6460406,6066614,SHIP,87365893,INV350371,49.89,44542.41,Confirmed,19.6
31073310,6821179,1409129,Transfer,2024-02-11,100,12.48,962709427,2025-09-22,3692804,1080304,6171824,6612226,XFER,48135640,INV442657,34.18,49632.84,Pending,26.1
34555344,6514505,1085096,Inbound,2022-04-11,190,11.08,856028076,2023-09-27,3636012,1844743,6523778,6818370,RECV,98906268,INV479347,44.74,12018.91,Cancelled,25.4
31816496,6977085,1898542,Outbound,2023-06-01,94,29.26,658375841,2024-02-16,3750391,1657434,6671034,6474481,RECV,90519760,INV446823,13.02,38921.21,Pending,16.0
35196469,6000531,1882300,Inbound,2023-05-26,71,8.34,841416215,2024-01-27,3296940,1341859,6265286,6958913,SHIP,54641449,INV396876,3.98,33682.49,Confirmed,23.5
31037770,6389886,1485075,Outbound,2024-11-09,102,3.43,911429648,2026-11-07,3725527,1715043,6963369,6108113,RECV,73644390,INV773911,16.76,17529.54,Confirmed,29.5
30627500,6643454,1481319,Outbound,2024-11-17,172,36.36,757508983,2025-11-17,3009642,1607356,6319719,6134866,RECV,71095937,INV161225,41.41,45292.81,Confirmed,27.5
30826384,6693563,1351091,Inbound,2023-12-25,90,10.16,876958700,2025-02-12,3146727,1931863,6182340,6304619,SHIP,39367840,INV329388,54.7,481.7,Confirmed,29.8
37627142,6571724,1029923,Outbound,2022-12-01,157,153.09,285424864,2024-02-10,3874898,1083113,6810808,6704676,SHIP,80018708,INV718427,32.44,37420.1,Cancelled,16.2
37935872,6150715,1501845,Inbound,2022-04-29,77,71.68,280257002,2024-02-26,3506019,1625059,6285983,6923180,RECV,82291053,INV240213,37.92,4478.35,Confirmed,24.3
32140036,6507476,1386184,Outbound,2024-04-07,44,68.31,984560846,2025-06-26,3018707,1548173,6860397,6101258,XFER,57863777,INV588083,40.21,23411.51,Confirmed,16.2
33853894,6696402,1979290,Inbound,2024-06-12,64,27.76,607323420,2025-02-24,3099844,1087071,6585357,6329382,SHIP,31131638,INV721025,23.65,29790.98,Confirmed,16.2
33668864,6575299,1007115,Transfer,2025-04-11,82,40.23,964758132,2026-01-15,3860853,1965414,6606816,6610487,DISP,61959791,INV648296,6.11,43080.7,Confirmed,15.5
32886344,6404237,1329433,Adjustment,2022-01-01,63,4.66,801334206,2023-04-24,3287427,1813841,6537106,6454588,RECV,89442028,INV531929,46.79,1960.97,Confirmed,18.4
39054319,6899330,1454081,Outbound,2023-05-26,65,35.87,225935053,2024-04-28,3556997,1665939,6455130,6194567,RECV,27622156,INV369830,41.4,26155.65,Confirmed,23.7
32693451,6773511,1676239,Adjustment,2024-12-10,45,22.29,695763414,2026-07-30,3403756,1088520,6488515,6917943,XFER,59381559,INV291915,45.96,31957.9,Confirmed,22.8
39189238,6260141,1601830,Outbound,2023-03-11,89,41.55,705354889,2024-12-10,3601479,1427474,6049942,6526362,SHIP,25417882,INV891721,19.66,24564.47,Confirmed,15.2
33360986,6841354,1444689,Inbound,2023-03-01,83,41.93,782818247,2024-05-21,3791398,1333752,6557294,6102020,RTRN,55978752,INV917177,36.55,37997.17,Confirmed,27.6
