robot_id,robot_type,manufacturer,model_name,serial_number,purchase_date,installation_date,last_maintenance_date,next_maintenance_date,battery_capacity_kwh,max_payload_kg,max_speed_ms,warehouse_zone,current_status,firmware_version,total_operating_hours,total_tasks_completed,error_count_lifetime,maintenance_count,is_active
1164287,AGV,6 River,MDL-5421,64749132,2020-02-15,2022-12-05,2024-03-12,2025-08-25,40.36,200,2.01,D,Idle,v3.1,7698.0,7745,22,23,1
1070073,AGV,Fanuc,MDL-6365,53619815,2020-05-21,2025-01-10,2025-02-22,2025-08-28,76.67,100,1.08,A,Idle,v4.1,2273.8,3454,6,37,1
1562096,Depalletizer,Locus,MDL-8370,80261496,2019-12-06,2019-09-27,2024-01-15,2025-12-18,14.63,200,2.66,B,Idle,v4.2,75.0,4849,28,6,1
1316374,AMR,OMRON,MDL-6676,65065329,2018-03-28,2022-01-12,2024-03-23,2026-04-22,39.19,100,0.57,A,Active,v4.2,1016.2,2259,136,1,1
1396406,AMR,Kuka,MDL-5961,44660550,2021-04-22,2018-12-07,2024-11-26,2025-08-13,71.22,1000,1.3,A,Idle,v4.2,1379.3,1997,4,14,1
1096775,AGV,6 River,MDL-1601,27500954,2023-05-11,2021-09-06,2024-09-24,2026-05-19,27.15,100,3.36,B,Active,v4.2,1830.6,4142,40,18,1
1916806,AGV,ABB,MDL-1281,17737910,2020-10-05,2025-01-09,2025-02-22,2025-10-31,53.37,1000,1.14,A,Maintenance,v3.2,990.8,1683,33,44,1
1633870,AGV,Kuka,MDL-2835,66411051,2020-05-29,2018-09-03,2025-03-09,2025-10-28,49.77,100,0.52,A,Active,v4.0,314.4,3858,45,33,1
1942595,AMR,Fanuc,MDL-2430,62564296,2024-01-23,2022-08-15,2024-05-13,2026-04-19,79.89,100,0.51,D,Maintenance,v4.2,168.5,5225,16,22,1
1311892,AGV,OMRON,MDL-5333,92501396,2023-07-02,2021-08-16,2025-03-22,2026-05-14,52.5,500,1.39,C,Active,v4.1,1061.1,2196,17,9,1
1970638,Palletizer,OMRON,MDL-3028,78836267,2021-05-31,2019-12-18,2024-06-28,2026-06-21,43.66,200,1.02,A,Active,v3.2,810.1,4601,37,36,1
1232954,Cobot,Fanuc,MDL-3969,31052268,2024-01-16,2021-08-28,2024-12-07,2025-11-12,14.36,1500,0.53,A,Maintenance,v3.1,3541.7,5186,79,43,1
1413008,Palletizer,Fanuc,MDL-7378,78137096,2022-08-04,2023-04-06,2024-05-02,2025-06-13,15.08,100,1.64,E,Idle,v4.1,1811.4,4440,14,44,1
1087946,Cobot,Locus,MDL-7902,24439494,2021-05-03,2021-08-10,2024-01-12,2026-05-25,46.06,500,2.15,D,Active,v4.2,601.1,6006,71,5,1
1994011,AMR,ABB,MDL-7751,79874545,2023-01-13,2020-01-19,2025-03-08,2026-06-04,5.64,50,3.47,B,Active,v4.2,2575.6,1361,15,15,1
1441909,AGV,6 River,MDL-9066,81495810,2022-10-13,2020-02-20,2024-10-10,2025-08-29,49.32,200,2.25,D,Active,v4.2,1018.6,3385,61,49,1
1445623,Depalletizer,Fanuc,MDL-7540,31903263,2022-10-26,2018-05-04,2024-12-13,2026-05-14,32.29,500,2.15,F,Active,v3.2,884.5,5189,27,41,1
1700349,Palletizer,Locus,MDL-9655,38836454,2022-09-13,2021-09-10,2024-10-29,2025-09-03,42.39,1000,2.04,A,Active,v3.2,1632.5,1476,0,8,1
1549314,AMR,OMRON,MDL-8466,40828580,2019-03-03,2024-03-30,2024-11-03,2026-03-16,38.78,200,2.44,C,Maintenance,v4.1,630.2,4428,151,6,0
1456042,Depalletizer,ABB,MDL-7358,13467087,2019-01-07,2022-06-06,2025-03-30,2025-11-07,73.19,500,2.24,A,Active,v3.2,3024.8,6953,43,43,1
1062932,Palletizer,Kuka,MDL-9487,46223753,2020-03-31,2018-10-13,2024-06-05,2025-09-10,35.33,50,3.25,A,Active,v4.0,3698.7,2933,19,2,1
1930039,AMR,Fanuc,MDL-8689,63900616,2024-05-30,2021-02-15,2024-01-21,2026-06-05,19.05,100,2.27,C,Active,v4.2,1363.4,7751,26,25,1
1740505,Sorter,ABB,MDL-3206,44125290,2022-05-10,2018-08-01,2025-03-21,2025-11-25,46.57,200,2.86,A,Active,v5.0,2469.0,3381,72,46,1
1980831,AGV,ABB,MDL-2581,58105039,2023-02-22,2020-12-31,2025-04-14,2026-01-03,48.36,1000,3.01,A,Charging,v4.0,1366.8,7060,18,25,1
1365717,AMR,Kuka,MDL-7847,38436965,2020-01-04,2018-09-25,2024-05-05,2025-08-19,61.37,200,1.15,A,Active,v4.1,2109.6,6890,15,47,1
1929119,AMR,6 River,MDL-1963,86751197,2021-03-18,2023-11-14,2024-09-02,2025-09-14,27.44,200,3.24,C,Active,v3.2,1671.4,4021,17,21,1
1008654,Sorter,ABB,MDL-3828,46230201,2020-11-26,2022-11-06,2024-05-15,2025-07-17,26.05,500,2.13,D,Idle,v4.1,480.1,2755,32,17,1
1656083,AGV,Geek+,MDL-8604,39491528,2023-08-12,2023-12-30,2024-09-20,2026-01-09,34.28,50,3.16,C,Maintenance,v4.1,148.7,10656,57,44,1
1260208,AMR,6 River,MDL-2301,15170348,2019-05-06,2018-05-15,2024-05-22,2025-08-02,33.42,1000,2.5,A,Maintenance,v4.0,4555.8,7087,15,44,1
1964596,AGV,Kuka,MDL-4050,83881464,2023-05-27,2022-04-01,2024-06-30,2025-07-10,66.05,100,3.23,A,Charging,v5.0,5178.6,3678,24,44,1
1740309,Depalletizer,ABB,MDL-8022,75839298,2020-09-24,2019-11-06,2024-06-05,2025-10-21,32.88,1000,1.49,E,Active,v4.1,1476.0,5210,11,5,1
1631184,AMR,OMRON,MDL-8026,18336372,2018-09-03,2023-09-12,2024-06-14,2025-09-28,43.24,50,2.68,E,Idle,v4.2,1051.7,5757,42,45,1
1783610,Depalletizer,6 River,MDL-4590,71551524,2024-11-04,2023-01-24,2024-12-08,2025-09-10,63.56,200,1.71,A,Active,v4.1,11663.2,5300,87,13,1
1799392,Arm,Fanuc,MDL-3096,53436925,2020-02-09,2019-09-08,2025-04-04,2025-10-11,24.49,500,2.15,D,Active,v4.0,73.1,3053,45,14,1
1382360,AMR,Fanuc,MDL-3112,30254689,2021-08-20,2024-12-30,2025-03-02,2026-03-17,22.81,100,1.57,A,Idle,v4.2,4910.1,5688,47,9,1
1171621,Arm,Fanuc,MDL-9769,24426426,2023-05-07,2021-10-21,2024-12-02,2025-12-21,28.56,50,1.12,B,Decommissioned,v3.2,1608.3,2196,15,43,1
1436001,Palletizer,6 River,MDL-8299,42760226,2022-02-22,2024-03-08,2024-12-11,2026-02-23,24.86,50,2.81,A,Active,v3.2,310.9,6100,24,12,1
1975490,Sorter,Kuka,MDL-6684,39091555,2018-10-19,2024-04-29,2025-02-16,2026-04-22,25.14,100,0.82,A,Idle,v4.0,314.3,5125,37,45,1
1459842,Depalletizer,OMRON,MDL-6271,47455668,2024-11-25,2019-02-10,2024-05-11,2025-09-20,30.78,50,2.11,A,Charging,v4.2,893.1,2144,57,33,1
1461578,Sorter,ABB,MDL-3508,72231784,2018-05-22,2023-05-12,2024-01-01,2025-08-13,30.43,1000,0.96,D,Charging,v4.0,211.9,3286,15,0,1
1692760,AMR,ABB,MDL-3573,46130275,2018-02-17,2020-10-22,2024-03-10,2025-07-25,25.1,200,2.1,A,Idle,v3.2,10.0,2994,21,30,1
1983935,AMR,Kuka,MDL-2031,25191973,2022-06-28,2022-06-20,2024-07-06,2025-09-12,45.49,50,1.75,D,Idle,v5.0,810.4,4233,42,34,0
1514774,AMR,6 River,MDL-9825,28948872,2019-10-18,2024-11-21,2024-10-13,2026-03-01,46.17,50,1.49,B,Maintenance,v4.0,402.5,3558,11,37,1
1878442,Arm,6 River,MDL-3041,54094114,2020-10-07,2023-10-29,2024-04-18,2025-07-25,44.83,100,2.38,A,Active,v4.1,1632.6,5051,30,4,1
1376747,Palletizer,Fanuc,MDL-8054,55072942,2024-11-21,2024-01-07,2024-10-25,2026-01-07,49.86,200,1.1,E,Idle,v3.2,975.9,5023,44,31,1
1177641,AGV,OMRON,MDL-8904,61519859,2024-12-29,2023-02-17,2024-03-26,2025-11-25,5.15,200,2.94,C,Decommissioned,v4.0,1217.3,4417,61,19,1
1966206,Palletizer,Fanuc,MDL-4160,69593195,2020-12-06,2020-12-01,2024-08-09,2026-05-05,24.59,50,3.28,F,Error,v4.2,5171.8,1054,74,8,1
1072114,Arm,Fanuc,MDL-6234,59459313,2019-03-07,2023-11-18,2025-04-29,2025-11-16,48.79,500,3.34,C,Idle,v3.1,6953.2,4344,14,35,1
1633391,Sorter,Locus,MDL-1620,65325724,2021-02-27,2023-06-17,2025-02-07,2026-02-26,16.69,1500,1.5,D,Charging,v4.0,3994.9,4233,7,20,1
1695583,Sorter,6 River,MDL-1519,51666156,2018-07-11,2023-06-14,2024-04-03,2026-06-03,61.2,200,3.44,A,Idle,v3.2,1201.6,5097,16,6,1
1417989,AGV,Fanuc,MDL-6312,77416842,2020-08-27,2021-03-29,2024-11-19,2025-11-26,22.09,200,3.04,A,Idle,v3.1,2853.9,9701,24,4,1
1918221,Palletizer,Kuka,MDL-5696,40461333,2020-02-11,2018-11-25,2024-11-26,2026-03-26,26.53,50,1.16,D,Active,v4.0,198.5,6829,33,19,1
1571059,Sorter,Kuka,MDL-5388,69450924,2022-03-24,2021-10-01,2024-05-01,2026-02-12,71.63,200,2.55,B,Active,v4.0,10221.2,11385,17,35,1
1964960,Sorter,ABB,MDL-1294,25249388,2020-12-07,2020-12-09,2024-05-18,2026-02-14,62.24,500,1.96,A,Active,v4.1,673.0,4922,56,44,1
1892909,Sorter,Fanuc,MDL-6860,99239687,2020-02-11,2019-08-06,2024-08-14,2025-11-07,44.64,500,1.15,B,Active,v4.0,3971.0,3579,41,42,1
1309900,Depalletizer,OMRON,MDL-7403,55690574,2021-04-11,2018-03-29,2025-04-08,2026-05-28,39.16,100,3.02,A,Active,v4.1,555.6,4174,17,22,1
1392098,Depalletizer,Locus,MDL-1213,24483123,2021-02-28,2020-10-20,2025-03-29,2025-10-15,13.61,200,3.34,A,Idle,v4.1,1579.3,2718,30,48,1
1024010,AMR,OMRON,MDL-7211,46990155,2019-03-02,2020-11-03,2024-10-04,2025-11-18,52.81,100,1.19,A,Idle,v3.2,6390.5,1435,48,7,1
1023673,Sorter,Kuka,MDL-2075,87425348,2022-03-31,2023-11-27,2024-01-27,2026-05-10,43.29,500,1.4,E,Active,v4.2,5072.8,3943,18,29,0
1604322,Arm,OMRON,MDL-2166,23469122,2018-12-08,2021-02-18,2025-02-20,2026-02-05,63.73,200,0.91,D,Active,v4.1,6785.5,3468,52,26,0
1327888,Sorter,Fanuc,MDL-6743,74606775,2018-02-10,2020-11-11,2024-04-29,2026-06-16,54.49,100,2.07,A,Active,v4.0,2999.2,3586,17,15,1
1660056,AMR,Kuka,MDL-9423,88144136,2018-05-28,2019-06-07,2024-04-21,2026-03-27,31.84,100,2.3,A,Idle,v4.2,653.7,4444,39,9,1
1055625,AGV,Geek+,MDL-5037,37223702,2021-12-05,2019-04-18,2024-01-30,2026-03-15,78.69,50,2.41,A,Active,v4.1,365.4,2501,81,26,1
1446861,Arm,ABB,MDL-4798,36541692,2023-01-16,2020-10-03,2025-03-27,2025-12-26,26.43,50,3.14,B,Idle,v4.1,7142.3,8195,8,32,1
2605443,Sorter,OMRON,MDL-2838,72665236,2018-07-30,2019-04-20,2024-10-11,2026-05-01,70.96,50,1.21,A,Idle,v4.2,120.8,4831,25,45,0
1751888,Depalletizer,ABB,MDL-5941,32986062,2024-05-30,2019-09-09,2024-03-14,2026-03-19,12.08,500,2.26,B,Active,v4.0,182.7,4755,16,13,1
1460373,AGV,Fanuc,MDL-3018,25245929,2024-11-09,2024-01-25,2024-04-29,2026-02-07,50.97,100,2.14,D,Idle,v4.1,640.7,3265,43,23,1
1427933,Palletizer,Fanuc,MDL-1755,66481833,2020-12-16,2019-07-15,2024-06-13,2025-08-11,12.79,100,2.93,B,Active,v4.2,2585.3,4687,7,11,1
1670689,AMR,OMRON,MDL-6458,26460170,2022-02-16,2019-11-23,2024-06-11,2025-07-07,63.42,500,0.73,B,Active,v4.0,1833.4,5184,34,20,1
1157627,AMR,Fanuc,MDL-4142,74467734,2019-05-13,2023-06-03,2025-01-02,2025-10-29,38.02,500,3.46,A,Idle,v3.1,7552.5,3768,59,20,1
1574938,AMR,Geek+,MDL-7115,52483308,2021-07-30,2024-12-06,2024-04-14,2026-03-24,77.97,1000,1.9,E,Active,v3.1,4565.9,6356,24,13,1
1352761,AGV,ABB,MDL-5181,21043405,2019-07-22,2024-07-14,2024-11-26,2025-06-30,46.79,1000,2.77,A,Active,v4.0,3919.5,6158,9,43,0
1365801,AMR,Locus,MDL-9964,73966973,2022-10-17,2022-06-09,2024-05-29,2025-09-05,5.45,500,1.88,C,Idle,v4.0,3491.5,549,21,23,1
1400807,Arm,OMRON,MDL-8342,19084623,2019-05-06,2021-10-30,2024-03-01,2025-08-09,41.09,1000,1.26,D,Active,v4.2,6182.7,4884,30,38,1
1104850,AMR,Geek+,MDL-1743,82636749,2021-02-16,2020-06-11,2024-03-28,2025-06-18,46.18,200,1.36,C,Active,v4.0,1807.7,4122,88,26,1
1982814,AGV,6 River,MDL-2797,72323075,2024-03-19,2023-07-24,2024-12-19,2025-11-04,32.92,50,2.9,C,Active,v4.0,263.5,6189,47,10,1
1522276,AMR,Fanuc,MDL-4874,11789267,2023-08-06,2018-07-06,2024-05-04,2025-11-16,71.85,500,2.54,A,Decommissioned,v4.1,1217.5,5612,20,0,1
1345060,Palletizer,Fanuc,MDL-1199,17190692,2021-04-19,2021-02-17,2024-10-04,2025-07-09,51.84,100,2.12,A,Idle,v3.1,6058.8,4540,39,30,1
1122338,AMR,6 River,MDL-5323,77033226,2023-11-28,2022-07-04,2024-01-06,2026-05-09,24.64,200,2.58,A,Idle,v4.2,2013.2,4258,22,9,1
1753140,Sorter,Fanuc,MDL-1762,56654802,2024-03-14,2023-05-03,2025-03-23,2025-06-04,56.38,1500,3.13,B,Charging,v5.0,1255.4,7612,82,46,1
1825158,Arm,Fanuc,MDL-3755,46089202,2024-04-21,2024-04-30,2024-03-06,2025-11-18,34.37,100,1.08,F,Active,v3.2,1240.8,7439,64,27,1
1871292,AMR,Kuka,MDL-8125,15780688,2022-12-04,2021-12-05,2024-03-26,2026-04-20,49.64,50,2.59,D,Idle,v4.1,1503.0,4605,28,25,1
1836230,AMR,Locus,MDL-8373,98226042,2019-03-02,2024-12-03,2025-03-07,2026-03-06,33.25,100,1.28,E,Active,v4.2,466.2,1821,44,39,1
1880863,Palletizer,ABB,MDL-3336,10561500,2020-04-25,2018-07-22,2025-01-24,2025-12-02,12.62,500,1.39,B,Maintenance,v4.1,3411.0,3940,10,22,1
1459969,Sorter,Geek+,MDL-9574,80292358,2024-10-05,2020-07-14,2025-04-22,2026-05-28,48.36,1000,0.66,D,Idle,v4.1,1048.4,4631,36,47,1
1364746,AMR,Locus,MDL-4515,27398587,2022-08-07,2024-06-18,2024-04-03,2025-10-25,67.38,50,2.18,A,Active,v3.1,9270.5,6002,18,16,1
1442413,AGV,OMRON,MDL-4544,54022171,2023-01-15,2019-03-04,2024-08-13,2026-05-09,31.34,200,3.34,B,Idle,v5.0,6159.6,6954,21,34,1
1099505,Palletizer,Fanuc,MDL-8103,38072903,2023-09-19,2021-04-08,2024-12-15,2025-07-02,13.47,1000,1.61,A,Active,v4.0,2255.3,2219,87,48,1
1891983,Cobot,Fanuc,MDL-5749,69531595,2024-06-04,2023-07-12,2024-06-11,2026-05-05,78.0,200,2.99,A,Maintenance,v4.1,7769.8,4445,36,10,1
1385583,Depalletizer,ABB,MDL-6254,30928051,2021-05-06,2020-03-24,2024-10-17,2026-04-15,58.92,200,2.75,D,Idle,v5.0,1690.5,8530,39,10,1
1677625,Palletizer,Fanuc,MDL-1457,55457171,2019-08-01,2018-04-27,2025-03-26,2025-06-04,73.92,50,3.46,B,Active,v4.0,1763.2,6607,97,37,1
1322376,Sorter,Fanuc,MDL-8441,78187622,2022-02-08,2018-11-22,2024-10-04,2026-06-15,54.41,100,1.37,A,Error,v3.1,3038.8,3722,43,14,0
1264361,AGV,Fanuc,MDL-4035,13096641,2023-08-30,2018-12-22,2024-09-18,2026-03-14,14.85,200,2.64,D,Active,v4.0,3034.1,2784,42,36,1
1573558,AMR,Locus,MDL-9087,11097230,2023-08-07,2019-12-11,2025-02-26,2025-07-22,33.54,100,1.49,C,Idle,v3.1,2061.1,1335,19,26,0
1117607,AGV,Fanuc,MDL-3914,24995596,2018-09-24,2018-12-29,2024-02-07,2025-06-04,32.45,50,1.88,B,Active,v3.1,294.1,5571,8,24,0
1633570,Sorter,OMRON,MDL-4646,42840688,2022-09-18,2024-06-04,2025-01-13,2025-09-18,8.7,50,0.84,A,Active,v3.1,4007.1,2024,46,26,1
1585410,Sorter,Locus,MDL-5442,92116637,2021-10-08,2018-11-16,2024-07-31,2025-08-01,61.0,100,1.23,D,Maintenance,v4.0,711.8,3890,9,36,1
1494334,AGV,OMRON,MDL-5059,49798266,2023-06-10,2021-10-22,2024-08-27,2025-09-27,57.98,100,0.78,A,Maintenance,v4.2,2922.9,5115,37,7,1
1426385,AMR,ABB,MDL-5555,10580785,2022-06-09,2024-04-17,2025-01-09,2026-02-20,39.53,100,1.73,C,Idle,v4.2,723.7,2533,35,23,1
1567941,AMR,6 River,MDL-2692,47738525,2018-06-10,2018-08-21,2025-03-11,2026-06-19,48.55,1000,1.33,B,Maintenance,v3.1,1689.8,2258,100,22,1
1348388,Sorter,Geek+,MDL-9667,93221479,2019-12-05,2021-05-17,2024-11-11,2025-09-14,20.86,1000,2.97,C,Active,v4.2,3394.6,1928,17,42,1
1421747,Depalletizer,ABB,MDL-1635,47028243,2022-01-14,2022-03-16,2024-09-20,2026-06-23,10.32,200,1.6,A,Active,v4.0,157.7,6578,54,41,1
1536719,Arm,Locus,MDL-5209,19302490,2023-02-26,2023-06-06,2024-12-24,2026-01-26,38.5,500,2.03,E,Active,v4.2,95.5,3462,20,16,1
1066743,AGV,OMRON,MDL-9699,16832053,2020-05-03,2020-08-17,2024-11-07,2026-02-07,45.22,200,0.91,D,Idle,v4.2,4096.0,5118,57,37,0
1092772,AMR,ABB,MDL-5420,70498980,2024-03-23,2022-11-15,2024-09-07,2025-10-12,15.9,50,2.02,C,Active,v3.1,1412.9,2499,24,38,1
1921109,AGV,Geek+,MDL-9731,20897444,2022-09-26,2021-01-06,2025-01-22,2026-04-19,39.15,100,0.53,C,Active,v4.1,7347.9,2261,70,44,1
1850241,Palletizer,6 River,MDL-8776,50927153,2022-06-15,2021-11-10,2025-04-02,2025-06-26,26.45,100,2.33,A,Active,v4.2,2485.7,1881,27,48,0
1889819,AMR,Kuka,MDL-3214,11509451,2024-11-06,2018-06-03,2024-05-23,2026-02-27,27.01,200,1.73,C,Active,v4.1,3771.8,2770,22,10,1
1248490,AGV,OMRON,MDL-3065,23983119,2018-10-29,2018-04-11,2024-07-31,2026-05-30,54.29,50,1.38,D,Active,v4.1,373.8,7914,23,15,1
1146195,Palletizer,Fanuc,MDL-7584,71749931,2021-08-22,2024-08-24,2024-03-18,2025-08-30,13.31,1000,0.52,A,Idle,v4.2,816.1,4353,21,40,0
1278007,AMR,Kuka,MDL-3700,66007435,2020-03-29,2018-10-17,2024-07-09,2025-07-09,56.48,200,0.66,A,Maintenance,v4.1,4445.8,3676,6,49,1
1330216,AGV,Kuka,MDL-1377,69930829,2022-04-18,2021-07-26,2024-10-05,2026-06-17,59.12,1000,1.84,A,Maintenance,v4.2,3764.9,8044,6,48,1
1354206,AGV,ABB,MDL-3106,23526633,2020-09-21,2021-10-01,2024-05-07,2026-01-04,76.33,500,2.12,A,Maintenance,v4.0,6971.9,2736,14,13,1
1589326,AMR,Fanuc,MDL-1841,78970912,2023-08-14,2020-12-26,2024-11-11,2025-10-22,62.85,100,1.73,B,Active,v3.2,2751.6,4381,36,17,0
1290997,AMR,6 River,MDL-8441,25458329,2023-02-27,2022-03-18,2024-03-13,2025-10-12,19.03,50,2.58,A,Idle,v3.1,4079.2,1826,30,6,1
1022426,AGV,6 River,MDL-6029,91520577,2021-12-29,2022-09-23,2024-10-12,2025-12-18,69.33,200,3.37,C,Maintenance,v5.0,2102.1,6445,77,12,1
1815416,Sorter,Fanuc,MDL-7891,64217066,2023-06-28,2018-03-11,2024-08-21,2026-02-21,60.32,50,1.85,C,Active,v3.2,2274.1,8571,60,13,1
1169023,Palletizer,Fanuc,MDL-9750,59271691,2021-09-04,2020-11-30,2024-01-18,2026-01-18,31.86,500,2.61,B,Active,v3.2,901.9,6763,72,15,1
1837836,Arm,Kuka,MDL-7065,32864739,2024-03-02,2019-04-29,2025-04-17,2025-06-06,50.01,100,2.53,C,Charging,v4.2,390.4,5307,87,20,1
1352803,Depalletizer,OMRON,MDL-7311,92794621,2019-04-15,2022-12-10,2025-04-09,2026-05-26,73.62,200,2.17,A,Active,v4.0,931.8,3084,4,25,1
1878926,AMR,ABB,MDL-2571,71103108,2018-02-18,2025-01-25,2024-07-27,2025-08-31,51.85,100,1.64,C,Maintenance,v3.2,965.0,4693,22,10,1
1423294,Depalletizer,Fanuc,MDL-1392,28270701,2022-08-29,2018-05-03,2024-02-02,2025-11-08,40.18,100,1.61,C,Idle,v5.0,119.3,8673,30,27,1
1435402,Palletizer,Fanuc,MDL-5494,16376279,2020-05-21,2024-01-22,2025-04-22,2025-10-24,66.24,500,1.04,A,Active,v4.0,3172.5,4438,12,28,1
1441202,Depalletizer,Fanuc,MDL-3071,91224379,2022-11-11,2024-11-02,2025-03-04,2025-10-07,47.31,50,2.13,C,Idle,v5.0,7157.3,5157,5,12,1
1106861,Arm,Geek+,MDL-4155,77221121,2022-10-03,2023-07-28,2024-07-10,2025-06-29,65.9,200,2.59,C,Charging,v4.0,2437.4,4176,78,40,0
1740314,AGV,Kuka,MDL-5757,94303050,2023-01-15,2023-12-27,2025-03-18,2026-05-01,39.67,50,1.28,A,Active,v5.0,77.8,3618,3,15,1
1537600,AMR,ABB,MDL-4211,18592175,2023-12-20,2021-10-08,2025-03-04,2026-06-08,62.41,100,0.93,A,Charging,v5.0,1456.3,4166,15,47,1
1193574,Depalletizer,Locus,MDL-7390,41917834,2024-09-09,2019-08-24,2024-02-01,2025-06-09,27.54,100,2.32,C,Active,v3.2,2575.8,4520,20,17,1
1771982,Arm,Fanuc,MDL-5823,61591726,2020-08-31,2019-06-08,2025-01-22,2025-12-19,58.45,50,0.52,C,Active,v3.1,41.1,10073,81,49,1
1705816,AGV,6 River,MDL-8222,50336348,2021-05-31,2019-02-06,2024-03-25,2026-01-21,74.33,1500,2.93,C,Charging,v4.1,3862.0,9160,14,38,1
1656052,AMR,Fanuc,MDL-5011,68830551,2024-09-04,2020-09-29,2024-03-18,2026-02-10,37.77,1500,3.2,A,Active,v3.2,2510.7,3876,62,35,1
1881985,AMR,OMRON,MDL-7240,98174337,2020-06-24,2019-03-02,2024-03-05,2025-10-23,71.01,50,3.09,A,Active,v4.0,1905.8,3487,71,18,1
1943540,AGV,Fanuc,MDL-2263,45947074,2020-11-09,2021-09-25,2025-02-20,2025-06-12,32.84,50,1.1,A,Active,v3.1,10173.5,4562,28,6,1
1310124,AGV,Locus,MDL-8259,91036085,2019-05-13,2024-04-08,2024-12-12,2026-03-13,49.77,200,1.22,E,Idle,v3.1,1432.5,4806,40,7,1
1974157,AGV,6 River,MDL-7082,85431896,2020-04-08,2021-02-09,2024-06-04,2025-09-21,53.85,100,3.04,B,Active,v3.2,3076.9,12293,20,22,1
1719151,AMR,Fanuc,MDL-4394,78652718,2023-05-01,2020-06-04,2024-09-14,2025-08-13,10.21,50,2.07,D,Idle,v4.2,1180.1,7784,69,7,1
1168526,Palletizer,Fanuc,MDL-4647,17610663,2020-04-28,2021-01-25,2024-02-28,2026-02-02,13.02,100,1.72,B,Idle,v3.2,5457.2,10704,67,37,1
1238749,AGV,Fanuc,MDL-6031,93363859,2021-02-05,2023-01-01,2024-07-08,2025-08-16,72.16,100,2.37,A,Active,v4.0,6024.5,5042,20,38,1
1476878,Sorter,Geek+,MDL-8418,91963764,2018-08-12,2023-02-07,2024-10-21,2025-07-06,67.21,200,2.51,D,Idle,v4.2,2973.6,3556,11,10,1
1595462,AGV,Locus,MDL-9681,95587912,2024-04-14,2019-06-04,2024-10-20,2025-08-08,50.68,1500,1.85,A,Active,v4.0,4864.2,5421,8,22,1
1329181,AGV,Kuka,MDL-3440,57892389,2023-07-09,2020-05-24,2024-12-24,2025-09-22,26.2,200,3.38,C,Active,v4.1,1240.8,2971,16,47,1
1212423,AMR,OMRON,MDL-1270,37441900,2018-01-29,2018-06-12,2024-01-27,2026-03-19,59.69,100,1.39,A,Idle,v4.1,21385.8,3763,10,46,1
1683046,Sorter,6 River,MDL-9638,57342598,2022-04-25,2021-07-26,2024-02-23,2026-03-15,25.79,50,3.4,C,Idle,v3.2,4848.1,8309,39,48,1
1788490,Sorter,Kuka,MDL-7674,16227759,2024-10-05,2021-04-27,2025-04-29,2026-03-11,30.5,200,1.22,A,Maintenance,v4.1,529.8,9730,94,21,1
1914576,AMR,Fanuc,MDL-2798,59756883,2018-11-06,2021-07-04,2024-06-23,2025-07-10,50.19,100,2.32,A,Idle,v4.2,603.1,3536,41,36,0
1181146,AMR,OMRON,MDL-2483,62694466,2021-11-28,2021-11-17,2024-01-22,2025-11-07,73.5,100,2.23,B,Idle,v4.1,479.4,2917,58,5,1
1671506,Palletizer,Kuka,MDL-4895,65914688,2023-08-09,2019-12-26,2024-11-18,2025-06-15,77.69,200,1.78,B,Idle,v5.0,1391.4,2282,23,2,1
1462287,AGV,Locus,MDL-6693,74762836,2018-05-21,2020-04-11,2024-06-27,2026-06-07,33.44,500,2.75,A,Active,v4.2,5001.9,4484,62,6,1
1583674,Palletizer,Locus,MDL-1209,21760144,2022-09-16,2022-07-22,2024-06-10,2026-01-16,41.8,100,2.29,A,Idle,v4.1,369.3,3045,56,26,1
1012292,Palletizer,ABB,MDL-3706,42293933,2024-01-15,2021-11-07,2024-09-02,2025-09-21,6.01,1500,3.2,C,Active,v4.2,485.7,4114,43,41,1
1095535,AMR,OMRON,MDL-6228,91369355,2021-08-08,2023-11-18,2024-12-11,2026-05-08,26.01,100,1.37,A,Error,v5.0,2654.6,6505,8,40,1
1836630,AMR,Kuka,MDL-5902,24656723,2022-02-16,2023-09-23,2025-04-24,2025-07-13,25.34,100,1.92,E,Idle,v3.1,3044.7,5128,13,20,0
1614729,AGV,Fanuc,MDL-1429,39118737,2019-01-29,2019-02-10,2024-08-18,2025-07-08,15.62,200,3.03,C,Idle,v4.1,6881.7,5711,17,48,1
1883199,AGV,Geek+,MDL-7684,71129995,2021-05-01,2022-01-18,2024-08-05,2026-04-10,20.47,50,1.25,C,Active,v3.2,959.6,3767,17,24,1
1846224,Palletizer,Kuka,MDL-4929,72305251,2019-09-11,2021-10-26,2024-04-16,2026-04-14,42.04,100,2.55,A,Error,v4.0,2134.4,1466,52,12,1
1596214,AGV,6 River,MDL-7114,35192125,2020-07-20,2018-09-15,2024-02-23,2025-09-25,69.3,100,2.68,B,Error,v3.2,2012.4,3997,56,5,1
1792106,Arm,OMRON,MDL-1577,26095995,2020-08-30,2019-02-04,2025-02-08,2026-01-09,20.37,500,1.81,A,Idle,v4.2,4719.7,7749,49,42,1
1347022,Depalletizer,Kuka,MDL-6324,62001396,2021-11-22,2022-06-16,2024-05-07,2026-03-20,73.48,500,2.83,B,Maintenance,v3.1,183.7,5052,18,36,0
