order_id,product_id,batch_id,order_date,planned_start_datetime,actual_start_datetime,planned_end_datetime,actual_end_datetime,planned_quantity_units,actual_quantity_units,unit_of_measure,production_line,shift,operator_id,quality_score,rejection_rate_pct,order_status,robot_assisted,energy_consumed_kwh,rework_required
29469515,1578453,4287558,2022-06-29,2024-10-31,2024-10-31 07:00:00,2024-11-02 19:00:00,2024-11-03 04:00:00,28546,27271,Tin,Line-1,Afternoon,3086325,69.15,0.335,Scheduled,1,10.0,0
23704580,1411455,4769843,2024-08-24,2023-05-13,2023-05-13 07:00:00,2023-05-15 08:00:00,2023-05-15 19:00:00,49965,46041,Pouch,Line-3,Night,3063755,82.53,1.076,Scheduled,0,286.2,0
28272768,1134601,4962018,2023-12-18,2023-09-16,2023-09-16 02:00:00,2023-09-17 00:00:00,2023-09-17 01:00:00,24552,24029,Tin,Line-2,Night,3736034,68.07,0.677,Completed,1,30.67,0
24990256,1757918,4540453,2024-10-18,2022-11-13,2022-11-13 02:00:00,2022-11-13 12:00:00,2022-11-13 15:00:00,31951,28521,Tin,Line-2,Night,3191365,93.7,3.776,Completed,0,31.05,0
22899275,1968975,4264960,2022-07-21,2024-07-05,2024-07-05 00:00:00,2024-07-05 11:00:00,2024-07-05 14:00:00,21733,20137,Tin,Line-4,Morning,3652088,97.33,1.011,Completed,1,54.35,0
28928798,1383438,4254311,2023-01-11,2024-12-24,2024-12-23 23:00:00,2024-12-25 16:00:00,2024-12-25 14:00:00,16963,16018,Tin,Line-4,Night,3538301,89.96,0.129,In-Progress,1,333.82,0
28052228,1960036,4550536,2022-06-29,2024-12-22,2024-12-22 07:00:00,2024-12-22 06:00:00,2024-12-22 12:00:00,7828,7838,Box,Line-1,Morning,3544065,55.89,0.547,Completed,1,746.36,0
28468340,1360338,4326629,2024-12-20,2022-09-03,2022-09-03 05:00:00,2022-09-04 13:00:00,2022-09-04 22:00:00,38208,37393,Tin,Line-3,Night,3696093,55.06,6.013,Completed,1,75.91,0
22627881,1701552,4954292,2025-02-19,2023-06-02,2023-06-02 03:00:00,2023-06-02 16:00:00,2023-06-02 22:00:00,37223,36525,Pouch,Line-1,Night,3876601,88.83,0.255,Completed,1,213.4,0
22425923,1564632,4327591,2023-07-03,2022-10-27,2022-10-27 07:00:00,2022-10-27 08:00:00,2022-10-27 15:00:00,27661,29036,Tin,Line-5,Afternoon,3422245,81.52,5.618,Scheduled,1,282.99,1
20368151,1225727,4643750,2022-10-05,2024-08-27,2024-08-27 07:00:00,2024-08-28 03:00:00,2024-08-28 13:00:00,15944,14393,Pouch,Line-3,Morning,3798928,88.38,0.085,In-Progress,1,45.01,0
21808748,1797259,4633495,2022-08-15,2024-08-02,2024-08-02 04:00:00,2024-08-02 08:00:00,2024-08-02 11:00:00,14152,13609,Box,Line-1,Morning,3455104,68.43,2.241,In-Progress,1,177.05,0
27704574,1657285,4701354,2023-12-16,2022-11-03,2022-11-03 05:00:00,2022-11-03 20:00:00,2022-11-04 02:00:00,24602,24020,Carton,Line-2,Night,3932088,81.88,1.453,Completed,0,91.38,0
25151974,1450423,4113929,2024-11-11,2024-03-14,2024-03-14 03:00:00,2024-03-14 12:00:00,2024-03-14 20:00:00,3471,3528,Tin,Line-5,Night,3054308,83.22,1.497,Completed,1,61.08,0
26644940,1507816,4615802,2023-06-03,2024-01-06,2024-01-06 04:00:00,2024-01-07 13:00:00,2024-01-07 20:00:00,18638,16224,Tin,Line-2,Afternoon,3015822,78.55,2.279,Scheduled,0,20.45,0
28987667,1928439,4203445,2023-12-30,2022-11-26,2022-11-26 02:00:00,2022-11-27 18:00:00,2022-11-27 21:00:00,4381,4180,Tin,Line-1,Night,3466960,55.76,0.414,Cancelled,0,103.91,0
22179460,1209541,4665705,2022-01-14,2024-12-01,2024-11-30 22:00:00,2024-12-01 12:00:00,2024-12-01 14:00:00,44501,44832,Tin,Line-2,Night,3306291,75.53,0.804,Completed,0,358.71,0
20503174,1905197,4105799,2023-01-27,2022-10-31,2022-10-31 01:00:00,2022-11-02 07:00:00,2022-11-02 11:00:00,40153,41089,Tin,Line-1,Morning,3547387,86.92,0.885,Completed,1,348.02,0
27919436,1091238,4453135,2023-02-23,2024-10-23,2024-10-22 23:00:00,2024-10-25 23:00:00,2024-10-26 02:00:00,49684,52023,Tin,Line-2,Morning,3098818,93.47,0.622,In-Progress,1,70.89,0
27015303,1386264,4425104,2022-05-02,2022-09-06,2022-09-05 22:00:00,2022-09-08 18:00:00,2022-09-08 16:00:00,2186,1925,Tin,Line-2,Night,3069620,89.61,2.813,Scheduled,1,558.37,0
28083402,1519944,4302232,2024-02-28,2024-12-24,2024-12-24 05:00:00,2024-12-26 15:00:00,2024-12-26 22:00:00,6551,6511,Tin,Line-1,Night,3765798,85.42,0.233,Completed,1,33.54,0
20663715,1408815,4026186,2022-01-19,2025-02-10,2025-02-09 23:00:00,2025-02-11 12:00:00,2025-02-11 13:00:00,47470,45106,Box,Line-4,Morning,3762021,97.93,2.596,Completed,1,131.33,0
22633334,1849997,4540991,2024-05-09,2022-08-24,2022-08-24 06:00:00,2022-08-24 19:00:00,2022-08-25 00:00:00,19178,17628,Box,Line-1,Night,3771401,70.86,1.631,Completed,0,156.74,0
22165515,1535975,4521306,2022-11-15,2022-08-05,2022-08-04 23:00:00,2022-08-05 20:00:00,2022-08-05 18:00:00,13224,12941,Pouch,Line-2,Morning,3160819,66.42,2.123,Completed,1,10.37,1
29036388,1946749,4011731,2023-09-08,2024-01-23,2024-01-23 00:00:00,2024-01-23 11:00:00,2024-01-23 11:00:00,33226,33900,Tin,Line-1,Afternoon,3073862,80.45,3.564,In-Progress,1,22.42,0
28365834,1956601,4716189,2023-10-03,2023-04-28,2023-04-28 04:00:00,2023-04-30 21:00:00,2023-05-01 00:00:00,20479,20559,Box,Line-2,Afternoon,3728941,93.85,4.594,Completed,1,101.09,0
22834785,1148897,4466147,2023-04-15,2024-08-24,2024-08-23 23:00:00,2024-08-25 06:00:00,2024-08-25 08:00:00,24850,23524,Tin,Line-1,Afternoon,3084493,95.75,0.518,Completed,1,159.88,0
27889656,1767022,4481641,2023-06-28,2024-10-13,2024-10-13 04:00:00,2024-10-15 18:00:00,2024-10-15 23:00:00,24125,24125,Tin,Line-1,Afternoon,3342835,72.0,0.683,Cancelled,1,152.04,0
22840544,1787016,4514166,2023-05-13,2023-03-29,2023-03-28 23:00:00,2023-03-31 21:00:00,2023-03-31 22:00:00,36542,35809,Tin,Line-1,Night,3597695,91.7,2.988,Completed,1,10.0,0
22864159,1676824,8551906,2024-11-12,2023-01-10,2023-01-09 22:00:00,2023-01-10 19:00:00,2023-01-10 19:00:00,42986,43129,Pouch,Line-4,Afternoon,3332746,67.23,1.768,Completed,1,10.0,0
22406976,1400090,4112843,2024-09-14,2023-05-19,2023-05-19 05:00:00,2023-05-20 16:00:00,2023-05-20 20:00:00,33144,31027,Pouch,Line-2,Night,3896469,60.0,0.466,Scheduled,1,161.54,0
24638166,1407434,4889387,2024-10-05,2024-10-19,2024-10-19 07:00:00,2024-10-19 17:00:00,2024-10-19 23:00:00,40143,40585,Tin,Line-5,Afternoon,3644444,82.78,0.909,Completed,0,89.62,0
29943554,1938002,4306755,2022-09-24,2023-10-15,2023-10-14 22:00:00,2023-10-16 05:00:00,2023-10-16 08:00:00,46377,47353,Pouch,Line-2,Afternoon,3232364,84.39,0.604,Completed,1,398.9,0
29030216,1335443,8846319,2024-07-11,2023-02-26,2023-02-26 05:00:00,2023-02-27 11:00:00,2023-02-27 15:00:00,35596,30534,Box,Line-4,Morning,3972398,78.7,0.403,Completed,1,365.58,0
26613535,1915841,4494039,2024-12-06,2024-03-15,2024-03-15 04:00:00,2024-03-17 20:00:00,2024-03-18 02:00:00,42134,41487,Pouch,Line-2,Afternoon,3310248,71.07,0.601,Scheduled,1,232.19,0
27434666,1028010,4505946,2022-07-10,2023-09-12,2023-09-11 23:00:00,2023-09-13 00:00:00,2023-09-13 01:00:00,1377,1417,Pouch,Line-1,Morning,3327456,86.79,0.644,Completed,1,111.9,0
23703889,1501940,4556464,2024-06-12,2023-01-20,2023-01-20 00:00:00,2023-01-22 01:00:00,2023-01-22 01:00:00,25037,23599,Tin,Line-2,Morning,3986243,75.44,0.427,Scheduled,0,83.14,0
22448511,1071091,4600922,2023-11-17,2022-12-14,2022-12-14 05:00:00,2022-12-16 10:00:00,2022-12-16 15:00:00,22749,19971,Tin,Line-1,Afternoon,3563227,86.28,1.542,Completed,1,19.06,0
26166634,1692471,4795083,2022-09-28,2022-06-07,2022-06-07 06:00:00,2022-06-09 22:00:00,2022-06-10 06:00:00,22086,22511,Tin,Line-3,Afternoon,3591238,90.23,2.552,On-Hold,0,284.13,0
29302815,1143958,4385231,2022-05-30,2022-09-02,2022-09-01 23:00:00,2022-09-02 22:00:00,2022-09-02 21:00:00,35775,30599,Tin,Line-2,Morning,3595114,48.46,1.066,Completed,0,49.2,0
23016530,1289210,4177510,2024-12-08,2024-08-12,2024-08-12 04:00:00,2024-08-14 19:00:00,2024-08-14 23:00:00,12051,10799,Pouch,Line-3,Afternoon,3963229,92.68,3.645,Completed,1,36.84,0
22042018,1658354,4824676,2023-07-27,2025-01-01,2024-12-31 23:00:00,2025-01-03 12:00:00,2025-01-03 13:00:00,5905,5159,Box,Line-4,Night,3282261,87.0,2.956,Completed,1,233.86,0
22684902,1716261,4623601,2022-07-07,2024-04-18,2024-04-18 02:00:00,2024-04-18 21:00:00,2024-04-19 00:00:00,6607,5684,Tin,Line-1,Night,3884826,89.49,0.36,Completed,1,153.9,0
24978621,1626795,4871800,2022-03-26,2024-10-15,2024-10-15 02:00:00,2024-10-17 00:00:00,2024-10-17 07:00:00,29616,30824,Tin,Line-1,Morning,3186671,93.82,0.489,Completed,0,141.0,0
28334766,1226227,4749805,2022-10-24,2023-05-04,2023-05-04 06:00:00,2023-05-06 07:00:00,2023-05-06 15:00:00,11758,12213,Tin,Line-4,Morning,3304599,64.49,1.498,Completed,1,387.34,0
29125503,1039176,4663097,2024-05-31,2024-08-15,2024-08-15 01:00:00,2024-08-16 20:00:00,2024-08-16 20:00:00,25776,24395,Tin,Line-3,Night,3064211,97.28,0.47,On-Hold,1,120.68,0
20265165,1668045,4537476,2022-08-20,2023-07-09,2023-07-09 06:00:00,2023-07-09 17:00:00,2023-07-09 22:00:00,12063,12221,Tin,Line-1,Morning,3634590,68.15,3.055,Completed,0,14.26,1
25612185,1787463,4041256,2023-11-14,2023-06-02,2023-06-02 05:00:00,2023-06-04 14:00:00,2023-06-04 18:00:00,42602,43848,Tin,Line-1,Afternoon,3573157,60.15,1.11,In-Progress,1,502.72,0
28291586,1893059,4498153,2023-02-06,2024-09-06,2024-09-06 07:00:00,2024-09-06 19:00:00,2024-09-07 06:00:00,44299,41120,Box,Line-1,Morning,3009696,82.79,3.253,On-Hold,1,10.0,0
29312070,1778395,4383906,2022-01-19,2024-12-24,2024-12-24 07:00:00,2024-12-24 20:00:00,2024-12-25 03:00:00,6236,5975,Pouch,Line-5,Night,3546034,79.34,0.009,Completed,1,201.65,0
28865654,1342951,4134584,2023-02-21,2022-10-05,2022-10-04 23:00:00,2022-10-07 20:00:00,2022-10-07 20:00:00,28318,25592,Carton,Line-4,Night,3051017,97.99,4.197,Completed,1,64.08,0
29078272,1784285,4746038,2022-04-22,2025-01-07,2025-01-07 02:00:00,2025-01-09 18:00:00,2025-01-09 20:00:00,3957,4124,Pouch,Line-3,Night,3453183,95.38,1.436,Completed,1,246.26,0
28388891,1125679,4945846,2023-07-30,2023-09-05,2023-09-04 22:00:00,2023-09-07 07:00:00,2023-09-07 07:00:00,39508,37037,Tin,Line-1,Morning,3018348,48.47,1.148,Cancelled,0,240.42,1
25035299,1114986,4359540,2024-01-13,2023-11-09,2023-11-08 23:00:00,2023-11-10 14:00:00,2023-11-10 18:00:00,3729,3773,Tin,Line-1,Afternoon,3542726,74.77,0.683,In-Progress,1,91.72,0
28066756,1450697,4093624,2023-08-22,2023-08-16,2023-08-15 23:00:00,2023-08-17 04:00:00,2023-08-17 05:00:00,30657,26399,Box,Line-5,Morning,3582720,83.48,0.308,Completed,1,85.31,0
27134457,1035704,4621549,2023-08-29,2023-09-14,2023-09-14 01:00:00,2023-09-14 08:00:00,2023-09-14 08:00:00,27797,23770,Box,Line-2,Morning,3874778,75.62,0.1,Completed,1,394.57,0
24354653,1980754,4156763,2024-09-18,2024-10-12,2024-10-12 00:00:00,2024-10-13 01:00:00,2024-10-13 01:00:00,42862,44875,Tin,Line-3,Night,3348919,91.88,1.543,Scheduled,0,10.0,0
26246498,1199679,4529753,2022-08-26,2024-01-09,2024-01-08 22:00:00,2024-01-10 00:00:00,2024-01-10 00:00:00,40535,38427,Carton,Line-3,Morning,3900611,90.87,0.821,Completed,1,39.62,0
24960256,1056202,4619809,2024-02-06,2025-01-17,2025-01-16 23:00:00,2025-01-17 18:00:00,2025-01-17 21:00:00,23973,21882,Tin,Line-3,Morning,3166806,86.61,1.266,Completed,0,16.72,0
27661015,1507831,4376340,2022-03-28,2022-11-14,2022-11-14 04:00:00,2022-11-14 20:00:00,2022-11-15 00:00:00,8151,8245,Pouch,Line-1,Night,3459351,76.93,0.416,On-Hold,1,194.45,1
27795990,1072358,4080129,2025-02-16,2022-08-15,2022-08-14 23:00:00,2022-08-15 10:00:00,2022-08-15 12:00:00,36344,35868,Pouch,Line-1,Afternoon,3398171,66.11,3.302,Completed,0,98.83,0
24944290,1291702,8723867,2022-12-25,2024-05-24,2024-05-23 22:00:00,2024-05-24 13:00:00,2024-05-24 15:00:00,37123,35976,Tin,Line-3,Morning,3487848,89.34,0.04,Scheduled,1,592.1,1
23492761,1142737,4806530,2023-09-13,2023-06-17,2023-06-17 04:00:00,2023-06-17 14:00:00,2023-06-17 19:00:00,38181,36340,Tin,Line-3,Morning,3924939,82.27,1.641,Completed,1,60.79,0
28335426,1059975,4275314,2023-05-29,2023-06-18,2023-06-18 04:00:00,2023-06-20 03:00:00,2023-06-20 10:00:00,2851,2456,Tin,Line-4,Night,3949036,79.76,0.882,On-Hold,1,10.0,1
29153388,1076058,4999608,2023-11-02,2024-04-18,2024-04-18 06:00:00,2024-04-19 14:00:00,2024-04-19 23:00:00,41780,39014,Carton,Line-4,Morning,3732215,71.71,0.922,Completed,1,77.19,0
29470976,1147473,4577490,2024-12-02,2025-02-18,2025-02-18 06:00:00,2025-02-18 13:00:00,2025-02-18 23:00:00,35344,32584,Tin,Line-3,Night,3032506,69.99,1.556,Completed,1,10.0,0
24635102,1628487,4189825,2022-04-08,2023-06-04,2023-06-04 01:00:00,2023-06-04 17:00:00,2023-06-04 17:00:00,41533,35473,Tin,Line-2,Afternoon,3769420,87.84,3.339,In-Progress,1,73.42,0
28003989,1072897,4193920,2023-03-26,2022-12-21,2022-12-21 01:00:00,2022-12-21 19:00:00,2022-12-21 19:00:00,7921,7894,Pouch,Line-4,Night,3971255,78.79,1.124,Completed,1,175.95,0
24377162,1669591,4925935,2022-11-18,2022-06-16,2022-06-16 02:00:00,2022-06-16 22:00:00,2022-06-17 00:00:00,29753,29131,Tin,Line-4,Night,3110436,94.04,1.585,Completed,1,67.8,0
24836783,1747548,4856447,2023-12-02,2024-06-27,2024-06-27 00:00:00,2024-06-28 20:00:00,2024-06-28 22:00:00,20022,19585,Tin,Line-1,Night,3406765,89.55,1.694,Completed,1,182.45,0
23620618,1148423,4868768,2023-02-22,2024-10-19,2024-10-19 07:00:00,2024-10-19 07:00:00,2024-10-19 17:00:00,48892,45132,Tin,Line-4,Morning,3998809,75.05,0.352,Scheduled,1,39.06,0
22108044,1984323,8172149,2024-04-01,2022-10-10,2022-10-10 06:00:00,2022-10-10 22:00:00,2022-10-11 03:00:00,40861,39433,Tin,Line-1,Afternoon,3506272,97.11,0.62,In-Progress,1,50.16,0
21184869,1905407,4221498,2022-06-03,2022-09-16,2022-09-16 02:00:00,2022-09-16 21:00:00,2022-09-17 04:00:00,23027,23537,Box,Line-2,Afternoon,3048091,92.22,0.128,Completed,0,452.94,0
22462380,1305963,4609231,2023-03-14,2025-02-26,2025-02-25 23:00:00,2025-02-26 22:00:00,2025-02-26 22:00:00,41110,38278,Box,Line-1,Night,3142508,80.2,0.91,Completed,1,10.0,0
23500896,1505227,4191712,2024-08-19,2024-09-13,2024-09-13 07:00:00,2024-09-13 06:00:00,2024-09-13 18:00:00,26100,24437,Tin,Line-2,Night,3395836,89.82,1.039,Completed,1,320.75,0
23313776,1759820,4649869,2022-05-18,2023-12-08,2023-12-08 02:00:00,2023-12-09 10:00:00,2023-12-09 15:00:00,15805,14004,Carton,Line-2,Night,3284374,83.88,0.452,Completed,1,29.1,0
24376224,1363953,4193766,2024-09-21,2023-11-06,2023-11-06 07:00:00,2023-11-06 15:00:00,2023-11-07 00:00:00,1560,1437,Pouch,Line-2,Afternoon,3172961,91.41,1.501,In-Progress,1,51.3,1
29593769,1735213,4031097,2023-10-01,2024-02-02,2024-02-02 02:00:00,2024-02-03 02:00:00,2024-02-03 06:00:00,8604,8313,Pouch,Line-1,Afternoon,3248728,89.52,3.016,Completed,0,336.94,0
23788071,1606539,4079887,2023-04-29,2024-02-29,2024-02-29 00:00:00,2024-03-02 19:00:00,2024-03-02 22:00:00,22616,22141,Box,Line-1,Morning,3798859,76.41,3.532,Cancelled,1,253.33,0
22824783,1685039,4189524,2024-03-09,2023-09-12,2023-09-12 04:00:00,2023-09-13 12:00:00,2023-09-13 17:00:00,43402,39995,Tin,Line-1,Morning,3905639,95.47,4.424,Completed,1,105.72,0
25714767,1932809,8893069,2023-06-30,2025-03-04,2025-03-04 02:00:00,2025-03-06 14:00:00,2025-03-06 18:00:00,43955,39251,Tin,Line-2,Morning,3402424,81.43,1.119,Completed,0,46.01,0
21839622,1085923,4047326,2024-11-02,2025-03-31,2025-03-31 04:00:00,2025-04-02 18:00:00,2025-04-02 21:00:00,37885,38682,Pouch,Line-2,Afternoon,3594982,85.48,3.501,On-Hold,1,113.4,0
24828710,1851161,4950561,2022-10-07,2023-12-29,2023-12-29 06:00:00,2023-12-30 08:00:00,2023-12-30 19:00:00,33261,30812,Pouch,Line-1,Morning,3345839,90.62,3.522,Completed,1,36.08,0
20077464,1035907,4547434,2023-08-06,2023-04-23,2023-04-23 00:00:00,2023-04-23 05:00:00,2023-04-23 10:00:00,10911,10111,Carton,Line-1,Morning,3565622,71.03,1.433,In-Progress,0,210.93,0
26860732,1253645,4105343,2024-07-28,2024-07-04,2024-07-04 04:00:00,2024-07-06 00:00:00,2024-07-06 07:00:00,15420,14136,Tin,Line-2,Night,3263649,87.42,1.897,Completed,1,187.2,0
26331720,1837899,4904131,2023-05-02,2024-12-24,2024-12-24 00:00:00,2024-12-24 16:00:00,2024-12-24 18:00:00,34401,32723,Pouch,Line-1,Morning,3025522,90.94,1.39,Completed,1,153.4,0
27137077,1811387,4705580,2022-06-25,2024-04-23,2024-04-23 03:00:00,2024-04-23 21:00:00,2024-04-24 03:00:00,7019,7044,Tin,Line-3,Night,3803975,76.65,0.378,Completed,1,145.15,0
27279060,1283630,4954278,2025-01-18,2023-04-05,2023-04-05 02:00:00,2023-04-05 17:00:00,2023-04-05 22:00:00,12364,12531,Tin,Line-1,Morning,3802386,83.53,1.071,Completed,1,21.77,0
28634626,1632704,4000735,2024-10-31,2024-06-14,2024-06-14 07:00:00,2024-06-16 06:00:00,2024-06-16 12:00:00,19999,19451,Box,Line-3,Morning,3985422,88.25,3.671,Scheduled,0,106.3,0
25783965,1363078,4666346,2024-02-10,2024-02-15,2024-02-15 06:00:00,2024-02-17 23:00:00,2024-02-18 08:00:00,47751,48971,Tin,Line-1,Night,3853058,83.11,1.678,Completed,1,10.0,0
28020785,1244113,4465436,2023-09-19,2023-12-13,2023-12-13 04:00:00,2023-12-14 09:00:00,2023-12-14 15:00:00,33141,31173,Pouch,Line-5,Morning,3694483,83.08,1.37,Cancelled,1,10.0,0
25472343,1357456,4891260,2022-06-17,2022-09-30,2022-09-29 22:00:00,2022-10-02 12:00:00,2022-10-02 11:00:00,24448,20870,Tin,Line-2,Afternoon,3944518,68.72,0.407,Scheduled,1,10.0,0
24827921,1134601,4250151,2023-01-02,2022-11-04,2022-11-03 22:00:00,2022-11-06 18:00:00,2022-11-06 20:00:00,47505,46102,Tin,Line-2,Morning,3675907,93.98,0.285,On-Hold,1,74.41,0
23917134,1413486,4598655,2023-06-29,2022-10-30,2022-10-29 22:00:00,2022-11-01 04:00:00,2022-11-01 06:00:00,632,562,Box,Line-4,Afternoon,3657513,83.17,0.03,Completed,1,274.79,0
26653896,1797611,4256274,2024-12-26,2023-09-08,2023-09-08 02:00:00,2023-09-10 17:00:00,2023-09-10 18:00:00,23576,21369,Tin,Line-2,Afternoon,3811982,78.63,0.471,In-Progress,1,21.43,1
27675677,1678936,4338313,2022-12-22,2024-03-09,2024-03-09 06:00:00,2024-03-09 14:00:00,2024-03-09 21:00:00,29706,28845,Box,Line-3,Morning,3268392,58.57,3.069,Completed,0,17.97,0
22265809,1873454,4539869,2022-11-02,2023-07-28,2023-07-28 06:00:00,2023-07-30 09:00:00,2023-07-30 15:00:00,39761,34456,Carton,Line-4,Afternoon,3548925,92.86,0.798,Completed,1,301.62,0
26308498,1396538,4040986,2023-01-25,2022-06-25,2022-06-25 03:00:00,2022-06-27 12:00:00,2022-06-27 18:00:00,25704,25735,Tin,Line-1,Night,3378302,78.95,0.89,Completed,1,159.71,0
29922376,1628871,4890454,2022-04-25,2023-10-30,2023-10-29 23:00:00,2023-10-30 16:00:00,2023-10-30 14:00:00,32094,29154,Tin,Line-1,Morning,3703406,85.92,1.266,Completed,1,305.3,0
24330978,1508983,4695897,2023-01-17,2024-09-24,2024-09-23 22:00:00,2024-09-26 02:00:00,2024-09-26 03:00:00,17630,16065,Tin,Line-3,Night,3937071,78.79,1.796,Completed,1,44.66,0
20825122,1335443,4700635,2023-03-03,2024-10-20,2024-10-20 03:00:00,2024-10-21 03:00:00,2024-10-21 10:00:00,32448,31223,Pouch,Line-5,Morning,3047829,91.92,1.793,Completed,1,282.94,1
26471676,1173487,4641915,2023-06-06,2024-09-05,2024-09-05 06:00:00,2024-09-07 07:00:00,2024-09-07 13:00:00,41177,39625,Box,Line-4,Morning,3599617,93.86,0.169,Completed,1,82.69,0
24857855,1297846,4043509,2022-02-11,2024-05-09,2024-05-09 01:00:00,2024-05-10 18:00:00,2024-05-10 20:00:00,45983,48018,Tin,Line-1,Night,3239313,94.45,1.432,In-Progress,0,94.3,0
23402743,1932396,4001314,2022-09-14,2023-11-20,2023-11-20 07:00:00,2023-11-22 05:00:00,2023-11-22 11:00:00,17230,15247,Tin,Line-2,Afternoon,3619980,91.35,2.778,Completed,1,582.7,0
21858546,1198260,4566424,2023-07-09,2023-11-10,2023-11-09 22:00:00,2023-11-10 04:00:00,2023-11-10 03:00:00,10043,10172,Tin,Line-1,Morning,3351955,86.07,2.168,Completed,1,113.97,1
21280921,1860821,4955604,2023-11-02,2023-02-21,2023-02-21 00:00:00,2023-02-23 04:00:00,2023-02-23 08:00:00,7632,6593,Tin,Line-3,Morning,3039395,70.57,0.06,On-Hold,1,12.24,0
20805922,1734349,4173232,2024-04-24,2024-10-03,2024-10-03 01:00:00,2024-10-03 12:00:00,2024-10-03 16:00:00,10073,9412,Tin,Line-3,Night,3379474,68.38,6.412,Completed,1,385.38,0
28029022,1957555,4141086,2022-11-19,2023-11-21,2023-11-21 00:00:00,2023-11-22 13:00:00,2023-11-22 13:00:00,21726,21005,Carton,Line-1,Morning,3952548,93.29,0.868,Completed,1,28.52,0
28717831,1560283,4114534,2022-02-22,2024-07-10,2024-07-10 04:00:00,2024-07-11 04:00:00,2024-07-11 10:00:00,48330,47860,Tin,Line-2,Afternoon,3750240,70.02,1.852,Cancelled,1,10.0,0
23607956,1486774,4865534,2025-01-10,2024-10-21,2024-10-21 04:00:00,2024-10-23 04:00:00,2024-10-23 10:00:00,37689,35378,Box,Line-2,Morning,3157504,82.25,0.074,Cancelled,0,158.96,0
23244587,1259968,4835142,2023-04-06,2022-11-04,2022-11-04 07:00:00,2022-11-05 03:00:00,2022-11-05 09:00:00,26454,22999,Tin,Line-1,Afternoon,3240845,72.47,0.177,Completed,1,305.73,0
23170984,1383737,8306592,2023-11-11,2023-03-05,2023-03-04 22:00:00,2023-03-06 09:00:00,2023-03-06 12:00:00,47116,42101,Tin,Line-1,Morning,3719211,79.95,2.236,Completed,1,10.58,0
27535078,1767979,4013697,2023-11-27,2024-09-30,2024-09-30 02:00:00,2024-10-01 15:00:00,2024-10-01 18:00:00,17975,17256,Box,Line-2,Afternoon,3015355,86.91,0.389,In-Progress,1,89.48,0
22358369,1015822,4215659,2024-04-02,2023-11-15,2023-11-15 00:00:00,2023-11-16 04:00:00,2023-11-16 04:00:00,44155,43445,Box,Line-2,Morning,3026183,83.52,0.533,Completed,1,10.0,0
28059760,1716122,4005159,2023-01-21,2024-03-05,2024-03-05 00:00:00,2024-03-06 22:00:00,2024-03-07 02:00:00,14088,14344,Carton,Line-2,Morning,3204460,84.91,1.384,On-Hold,1,87.93,0
28973459,1585093,4223742,2024-12-23,2023-05-28,2023-05-28 02:00:00,2023-05-29 04:00:00,2023-05-29 06:00:00,47620,43302,Box,Line-2,Afternoon,3224399,63.72,0.382,In-Progress,1,290.29,0
25172714,1620160,4311554,2022-08-09,2025-03-25,2025-03-25 04:00:00,2025-03-25 15:00:00,2025-03-26 00:00:00,8709,7632,Box,Line-1,Night,3529789,72.6,4.238,Completed,1,10.0,0
22403419,1194267,4835197,2023-05-03,2022-08-17,2022-08-16 23:00:00,2022-08-18 08:00:00,2022-08-18 10:00:00,42911,41182,Tin,Line-3,Night,3776180,68.17,1.478,Completed,1,195.93,0
26584793,1822942,4766997,2022-08-30,2024-05-21,2024-05-20 22:00:00,2024-05-22 20:00:00,2024-05-22 19:00:00,30307,26201,Tin,Line-1,Morning,3875507,83.45,0.877,Completed,1,18.14,0
22941008,1452457,4392853,2024-08-26,2024-09-10,2024-09-10 03:00:00,2024-09-10 20:00:00,2024-09-11 01:00:00,19108,16865,Box,Line-3,Night,3190177,85.14,1.643,Completed,1,122.16,0
26050638,1432139,4272212,2022-08-18,2025-02-12,2025-02-12 03:00:00,2025-02-13 04:00:00,2025-02-13 11:00:00,20054,18399,Pouch,Line-1,Night,3741618,89.97,1.729,Completed,1,238.42,0
23616131,1438134,4642063,2023-05-05,2024-10-18,2024-10-18 04:00:00,2024-10-19 03:00:00,2024-10-19 09:00:00,26575,26779,Tin,Line-4,Night,3853763,79.8,1.007,Completed,0,57.4,0
27682307,1195247,4054776,2023-07-14,2024-08-23,2024-08-23 00:00:00,2024-08-24 10:00:00,2024-08-24 14:00:00,23872,21823,Box,Line-2,Morning,3526257,95.39,0.129,In-Progress,1,90.6,0
24248774,1581634,4633700,2023-03-28,2022-08-29,2022-08-29 06:00:00,2022-08-30 16:00:00,2022-08-31 00:00:00,14892,13616,Pouch,Line-1,Afternoon,3636134,58.99,0.567,Completed,1,26.66,0
25853959,1835058,4621913,2022-01-16,2022-11-14,2022-11-13 23:00:00,2022-11-15 01:00:00,2022-11-14 23:00:00,14071,11974,Carton,Line-1,Afternoon,3587397,94.6,2.617,Completed,1,92.1,0
26002149,1009162,4520376,2025-01-20,2023-11-21,2023-11-20 22:00:00,2023-11-22 06:00:00,2023-11-22 06:00:00,12513,12551,Tin,Line-2,Night,3523169,63.19,2.159,Completed,0,34.8,0
29230568,1779160,4499021,2024-04-27,2023-01-23,2023-01-23 04:00:00,2023-01-24 18:00:00,2023-01-24 21:00:00,11290,11847,Pouch,Line-2,Morning,3933614,69.39,0.15,Completed,1,83.51,0
