product_id,product_name,sku,category,formula_type,age_group_months,package_size_g,package_type,unit_price_usd,cost_price_usd,country_of_origin,certification,shelf_life_days,storage_temp_min_c,storage_temp_max_c,protein_content_pct,fat_content_pct,is_organic,is_allergen_free,is_active
2411020,AlphaFirst Colostrum,SKU12697,Infant Formula,Hydrolyzed,0-6,400,Pouch,62.55,14.96,Australia,HACCP,730,18,30,2.36,3.3,1,1,0
1045257,BetaBoost Follow-On,SKU64851,Infant Formula,Whey-Based,12-24,600,Carton,10.72,22.09,Australia,HACCP,365,18,25,3.24,5.36,0,0,1
1170340,SoyaBliss Infant,SKU91970,Infant Formula,Amino Acid-Based,0-6,800,Tin,21.94,23.86,New Zealand,ISO22000,912,18,25,3.67,2.53,0,0,1
1956142,ProGrow S1,SKU44477,Infant Formula,Soy-Based,36+,400,Tin,50.44,16.26,Netherlands,HACCP,365,18,28,2.01,2.86,0,1,1
1114097,ProGrow S1,SKU80270,Infant Formula,Whey-Based,12-24,900,Pouch,29.61,12.38,Germany,HACCP,730,20,28,3.55,2.77,0,0,1
1789803,NutriStart Stage 3,SKU76472,Specialty Formula,Whey-Based,12-24,800,Tin,64.88,30.78,Ireland,Halal,548,15,28,2.32,3.34,0,0,1
1593743,SoyaBliss Infant,SKU97026,Infant Formula,Soy-Based,12-24,1000,Tin,34.27,25.89,Ireland,Kosher,730,18,28,2.81,4.43,0,0,0
1759208,NutriStart Stage 1,SKU90092,Infant Formula,Whey-Based,0-6,400,Tin,40.16,23.05,Australia,ISO22000,365,20,28,3.03,4.39,0,1,1
1028822,NutriStart Stage 1,SKU89990,Follow-On Formula,Whey-Based,6-12,1000,Pouch,48.88,27.29,Germany,Halal,730,20,30,2.31,5.39,0,0,1
1111934,MilkPure Toddler,SKU78261,Follow-On Formula,Whey-Based,0-6,1000,Tin,64.97,31.53,Ireland,Organic,548,15,30,2.32,3.48,0,0,1
1777126,SoyaBliss Infant,SKU51411,Toddler Milk,Whey-Based,0-6,600,Pouch,14.02,21.77,Netherlands,None,912,15,30,3.42,4.41,0,0,1
1512986,NutriStart Stage 1,SKU59816,Toddler Milk,Soy-Based,24-36,600,Pouch,52.22,23.32,Ireland,Kosher,548,15,30,1.7,4.91,1,0,0
1423744,MilkPure Infant,SKU33600,Infant Formula,Whey-Based,0-6,400,Tin,13.86,19.43,Ireland,Halal,912,18,28,3.29,3.77,1,0,0
1629180,MilkPure Toddler,SKU21490,Infant Formula,Soy-Based,6-12,1000,Tin,14.57,31.79,Australia,HACCP,730,20,30,1.53,4.46,0,0,1
1837583,LactoFree Infant,SKU85781,Follow-On Formula,Casein-Based,24-36,200,Tin,64.56,32.32,Australia,HACCP,548,15,28,3.34,3.07,0,0,1
1464386,NutriStart Stage 3,SKU65784,Specialty Formula,Whey-Based,12-24,900,Tin,17.94,24.82,New Zealand,Halal,548,18,28,1.66,3.18,0,0,1
1643237,MilkPure Toddler,SKU60792,Infant Formula,Soy-Based,6-12,900,Tin,8.73,10.03,New Zealand,HACCP,365,20,30,3.49,3.26,1,0,1
1878679,MilkPure Follow-On,SKU92350,Toddler Milk,Whey-Based,0-6,600,Box,59.22,22.31,Netherlands,HACCP,730,18,28,1.83,4.33,1,0,1
1069825,MilkPure Infant,SKU71433,Infant Formula,Whey-Based,0-6,1000,Box,32.3,37.08,New Zealand,HACCP,912,15,25,1.61,4.22,0,0,1
1313320,ProGrow S1,SKU43391,Follow-On Formula,Soy-Based,12-24,400,Tin,28.29,4.33,Germany,HACCP,365,18,28,3.44,5.1,0,0,1
1711677,NutriStart Stage 1,SKU53167,Infant Formula,Casein-Based,0-6,900,Tin,14.29,31.85,Australia,HACCP,730,20,28,2.88,2.55,0,1,1
1875531,MilkPure Follow-On,SKU39969,Infant Formula,Casein-Based,6-12,600,Tin,22.58,23.35,Australia,ISO22000,730,15,30,2.69,2.83,0,0,1
1173948,NutriStart Stage 2,SKU29338,Follow-On Formula,Casein-Based,0-6,600,Box,44.16,35.0,Ireland,ISO22000,912,20,28,2.29,3.28,0,1,1
1838310,ProGrow S1,SKU17947,Follow-On Formula,Hydrolyzed,12-24,600,Box,29.59,18.61,Ireland,Organic,912,20,28,1.48,3.89,1,1,1
1696114,MilkPure Follow-On,SKU18512,Toddler Milk,Casein-Based,6-12,800,Tin,12.68,18.53,Netherlands,Organic,730,18,25,3.14,5.48,0,0,1
1250798,NutriStart Stage 3,SKU35883,Infant Formula,Soy-Based,0-6,800,Pouch,30.23,39.86,Australia,HACCP,730,18,25,1.27,4.91,1,0,1
1271942,MilkPure Toddler,SKU81509,Toddler Milk,Soy-Based,36+,600,Pouch,21.04,38.09,Germany,None,548,15,25,3.58,5.01,1,1,1
1352269,ProGrow S2,SKU29266,Infant Formula,Amino Acid-Based,24-36,1800,Carton,28.01,24.77,New Zealand,ISO22000,548,15,25,1.35,4.22,1,0,1
1378965,NutriStart Stage 3,SKU41832,Follow-On Formula,Whey-Based,6-12,900,Pouch,53.83,37.03,New Zealand,None,730,18,30,1.87,2.55,0,1,1
1059894,BabyGold Organic S1,SKU75640,Infant Formula,Casein-Based,36+,1000,Box,27.53,17.98,Germany,HACCP,548,18,30,1.21,3.24,0,0,1
1579225,BetaBoost Follow-On,SKU55920,Follow-On Formula,Casein-Based,6-12,1000,Tin,57.0,6.78,USA,HACCP,365,18,28,3.55,4.51,1,0,0
1811387,BetaBoost Follow-On,SKU91588,Specialty Formula,Soy-Based,0-6,1800,Tin,34.84,19.69,Netherlands,Halal,548,20,30,3.53,3.86,1,1,0
1878354,MilkPure Infant,SKU21288,Infant Formula,Casein-Based,12-24,900,Tin,31.97,6.73,Netherlands,Kosher,365,15,30,1.5,4.06,0,0,1
1824172,NutriStart Stage 2,SKU64406,Toddler Milk,Casein-Based,12-24,800,Pouch,45.45,30.19,Germany,HACCP,365,18,28,3.05,4.93,1,1,1
1700618,ProGrow S3,SKU26340,Follow-On Formula,Casein-Based,6-12,400,Tin,50.9,3.58,New Zealand,Organic,730,15,25,2.45,3.07,0,1,1
1916797,BetaBoost Follow-On,SKU52599,Toddler Milk,Casein-Based,24-36,200,Pouch,64.24,12.84,New Zealand,Halal,548,18,30,2.81,4.0,0,1,1
1195414,ProGrow S1,SKU19593,Toddler Milk,Whey-Based,0-6,800,Tin,45.11,39.88,New Zealand,ISO22000,365,18,30,2.04,3.41,0,0,1
1261020,ProGrow S3,SKU34764,Follow-On Formula,Amino Acid-Based,24-36,600,Tin,12.24,21.27,Germany,HACCP,730,18,25,1.28,4.59,0,0,1
1483256,BabyGold Organic S2,SKU88772,Follow-On Formula,Amino Acid-Based,24-36,800,Tin,50.54,13.06,Germany,HACCP,730,18,28,1.85,4.48,0,0,1
1557203,ProGrow S1,SKU43480,Toddler Milk,Soy-Based,0-6,900,Tin,29.75,28.04,Australia,ISO22000,912,15,28,2.97,4.17,0,0,1
1894656,ProGrow S3,SKU56940,Infant Formula,Casein-Based,24-36,900,Tin,56.44,12.26,Netherlands,Organic,730,15,28,3.05,3.84,0,1,1
1111343,MilkPure Follow-On,SKU24809,Follow-On Formula,Casein-Based,0-6,800,Tin,24.68,37.07,Germany,ISO22000,365,15,25,2.6,2.64,0,1,1
1838116,ProGrow S3,SKU12399,Specialty Formula,Whey-Based,12-24,600,Pouch,52.12,7.37,New Zealand,ISO22000,912,15,28,1.87,4.83,0,0,1
1713834,BetaBoost Follow-On,SKU49432,Specialty Formula,Soy-Based,12-24,1800,Tin,60.58,17.08,Germany,ISO22000,365,15,30,3.58,4.48,0,0,1
1976818,MilkPure Follow-On,SKU66533,Toddler Milk,Casein-Based,24-36,1000,Tin,61.31,15.07,New Zealand,None,548,15,25,3.63,4.15,0,0,1
1649858,NutriStart Stage 2,SKU36058,Follow-On Formula,Casein-Based,12-24,400,Tin,38.69,38.67,Netherlands,ISO22000,365,15,30,2.96,4.01,1,0,1
1664699,NutriStart Stage 2,SKU88466,Follow-On Formula,Soy-Based,12-24,800,Pouch,36.33,25.35,Germany,HACCP,548,18,25,1.5,3.13,0,1,1
1748569,BabyGold Organic S2,SKU49540,Infant Formula,Whey-Based,6-12,400,Tin,49.34,16.96,Australia,ISO22000,365,20,28,2.26,2.98,0,0,1
1901518,NutriStart Stage 1,SKU87737,Toddler Milk,Whey-Based,6-12,800,Tin,40.6,24.66,New Zealand,Halal,548,20,28,1.63,4.47,0,1,1
1147028,SoyaBliss Toddler,SKU46598,Infant Formula,Whey-Based,0-6,900,Box,50.89,6.23,USA,Kosher,365,15,28,2.93,3.51,0,0,1
1232866,SoyaBliss Infant,SKU17387,Infant Formula,Whey-Based,24-36,1000,Tin,23.02,9.51,Netherlands,ISO22000,365,15,28,1.83,4.41,0,1,1
1480463,NutriStart Stage 1,SKU76099,Toddler Milk,Casein-Based,6-12,1000,Tin,64.49,26.0,Netherlands,HACCP,365,15,30,1.64,3.39,0,0,0
1927385,BabyGold Organic S2,SKU12664,Infant Formula,Casein-Based,12-24,1000,Carton,58.21,18.62,Netherlands,ISO22000,365,20,30,1.91,2.69,0,0,1
1832693,BabyGold Organic S2,SKU20543,Toddler Milk,Soy-Based,0-6,800,Pouch,57.68,15.18,Netherlands,Kosher,730,18,28,2.27,2.85,0,0,1
1920080,NutriStart Stage 1,SKU49976,Toddler Milk,Whey-Based,12-24,600,Tin,38.99,26.86,USA,ISO22000,912,20,30,1.38,5.26,0,1,1
1850601,BabyGold Organic S1,SKU48893,Infant Formula,Whey-Based,24-36,900,Tin,17.32,13.47,Netherlands,HACCP,912,15,25,2.72,3.39,1,0,1
1005757,LactoFree Infant,SKU97456,Follow-On Formula,Soy-Based,12-24,800,Carton,35.07,11.87,New Zealand,Halal,365,20,25,3.44,4.63,1,0,1
1918821,MilkPure Follow-On,SKU72484,Toddler Milk,Casein-Based,0-6,900,Carton,47.66,35.15,Netherlands,ISO22000,730,18,25,2.51,2.65,0,0,1
1371171,NutriStart Stage 3,SKU35347,Infant Formula,Whey-Based,0-6,1000,Tin,38.89,7.07,Ireland,HACCP,548,18,25,2.78,3.72,0,0,1
1753140,MilkPure Infant,SKU60408,Follow-On Formula,Hydrolyzed,6-12,1000,Tin,8.09,7.62,Australia,ISO22000,912,18,25,1.67,3.25,0,0,1
1537075,BabyGold Organic S1,SKU43953,Infant Formula,Casein-Based,36+,200,Tin,32.87,15.1,Netherlands,HACCP,730,18,25,1.33,3.65,0,0,1
1907241,BetaBoost Follow-On,SKU81931,Toddler Milk,Whey-Based,0-6,900,Box,57.7,17.86,Australia,HACCP,730,20,30,3.38,5.44,0,1,1
1571634,BetaBoost Follow-On,SKU18372,Follow-On Formula,Whey-Based,0-6,800,Tin,25.96,18.03,Australia,None,730,20,28,2.4,5.08,1,0,1
1529789,NutriStart Stage 1,SKU62917,Follow-On Formula,Whey-Based,6-12,900,Tin,55.78,5.0,Netherlands,Kosher,548,20,28,2.22,3.12,1,0,1
1804433,BabyGold Organic S1,SKU86953,Specialty Formula,Whey-Based,0-6,900,Box,27.17,19.71,Ireland,Kosher,730,20,28,2.32,3.71,0,0,1
1500672,NutriStart Stage 3,SKU21443,Specialty Formula,Hydrolyzed,0-6,200,Box,53.01,20.49,New Zealand,ISO22000,548,20,25,2.83,5.4,0,0,0
1921261,BabyGold Organic S2,SKU19073,Follow-On Formula,Whey-Based,24-36,200,Tin,36.51,11.46,Netherlands,Organic,730,18,25,1.53,5.25,0,0,1
1463214,LactoFree Infant,SKU15500,Toddler Milk,Whey-Based,0-6,1000,Box,34.52,37.12,Netherlands,HACCP,548,18,25,2.6,3.64,1,0,1
1560096,BabyGold Organic S2,SKU81227,Follow-On Formula,Whey-Based,0-6,800,Tin,34.0,13.42,New Zealand,ISO22000,730,18,30,1.77,3.11,0,0,0
1555373,NutriStart Stage 2,SKU29088,Infant Formula,Whey-Based,12-24,900,Pouch,46.21,11.71,Netherlands,None,548,15,25,3.61,4.78,0,0,1
1172881,ProGrow S1,SKU84674,Follow-On Formula,Soy-Based,0-6,900,Pouch,28.26,25.09,Ireland,Kosher,730,18,28,2.97,3.5,0,0,1
1528489,NutriStart Stage 2,SKU96619,Infant Formula,Casein-Based,12-24,1000,Tin,37.22,18.3,USA,ISO22000,730,20,25,2.84,4.86,0,0,1
1501022,BabyGold Organic S1,SKU91822,Follow-On Formula,Whey-Based,36+,800,Carton,30.78,7.64,Ireland,HACCP,730,15,28,2.96,4.23,0,0,1
1841404,BetaBoost Follow-On,SKU63072,Specialty Formula,Casein-Based,0-6,600,Tin,17.33,26.49,New Zealand,HACCP,365,15,28,3.53,2.6,1,0,1
1546549,AlphaFirst Colostrum,SKU21379,Follow-On Formula,Hydrolyzed,6-12,1800,Pouch,56.93,7.54,Netherlands,HACCP,912,20,30,2.01,4.08,1,0,1
1700313,NutriStart Stage 1,SKU43699,Toddler Milk,Amino Acid-Based,24-36,1800,Carton,9.33,35.77,Germany,HACCP,548,15,25,1.59,2.89,0,0,1
1584583,SoyaBliss Infant,SKU13038,Infant Formula,Amino Acid-Based,0-6,400,Pouch,40.51,17.93,Australia,HACCP,912,18,30,2.93,5.3,0,0,1
1405309,SoyaBliss Infant,SKU30989,Follow-On Formula,Whey-Based,12-24,800,Tin,10.95,38.93,Australia,Kosher,365,18,30,1.87,4.82,0,1,1
1002408,NutriStart Stage 1,SKU68969,Follow-On Formula,Casein-Based,12-24,800,Tin,33.51,39.8,New Zealand,Halal,912,18,30,2.68,4.23,1,0,1
1144273,MilkPure Follow-On,SKU18856,Follow-On Formula,Casein-Based,0-6,1000,Pouch,24.99,28.92,Netherlands,HACCP,365,18,25,1.34,3.89,0,0,1
1208542,MilkPure Toddler,SKU68283,Specialty Formula,Whey-Based,12-24,600,Tin,8.01,24.4,Netherlands,Kosher,730,15,25,1.94,3.58,0,0,1
1281216,LactoFree Infant,SKU34764,Toddler Milk,Whey-Based,12-24,400,Tin,16.29,39.88,USA,Kosher,365,15,30,2.86,3.15,0,1,1
1561576,BetaBoost Follow-On,SKU67756,Infant Formula,Soy-Based,12-24,800,Pouch,54.62,16.55,Germany,HACCP,730,15,30,1.48,4.35,0,0,1
1840604,ProGrow S2,SKU11503,Toddler Milk,Casein-Based,24-36,200,Box,13.71,25.74,USA,ISO22000,548,20,25,1.95,5.06,1,0,0
1752295,NutriStart Stage 1,SKU81666,Follow-On Formula,Soy-Based,6-12,900,Tin,25.28,33.77,New Zealand,ISO22000,730,15,30,1.96,2.51,1,0,1
1137449,NutriStart Stage 1,SKU40899,Infant Formula,Whey-Based,0-6,400,Pouch,26.04,27.39,Netherlands,Organic,548,15,30,1.91,4.53,1,0,1
1867084,SoyaBliss Toddler,SKU34768,Follow-On Formula,Casein-Based,24-36,900,Tin,49.72,22.42,New Zealand,ISO22000,365,15,25,2.15,3.43,0,0,1
1604740,NutriStart Stage 3,SKU78687,Specialty Formula,Hydrolyzed,6-12,600,Box,35.11,30.88,Netherlands,HACCP,365,18,30,2.39,4.97,1,0,1
1108604,NutriStart Stage 2,SKU67094,Specialty Formula,Whey-Based,12-24,400,Tin,27.63,10.5,Australia,Kosher,548,18,25,2.12,4.81,1,0,0
1735858,SoyaBliss Infant,SKU85513,Toddler Milk,Casein-Based,0-6,1000,Tin,60.88,36.48,Australia,Kosher,730,15,28,2.45,4.08,0,1,1
1450580,SoyaBliss Infant,SKU41454,Infant Formula,Whey-Based,12-24,600,Tin,14.26,33.8,Netherlands,ISO22000,365,20,28,3.41,3.7,0,0,1
1341669,MilkPure Infant,SKU98758,Follow-On Formula,Whey-Based,6-12,1000,Carton,17.1,4.01,New Zealand,Organic,730,20,30,1.31,5.29,0,0,1
1352929,BabyGold Organic S1,SKU49771,Infant Formula,Whey-Based,6-12,900,Tin,60.17,24.99,Germany,Halal,730,18,30,3.59,5.48,0,1,1
1121263,NutriStart Stage 1,SKU37655,Infant Formula,Whey-Based,0-6,800,Tin,9.87,34.83,Germany,ISO22000,548,15,25,1.74,5.24,0,0,1
1681571,MilkPure Follow-On,SKU35797,Follow-On Formula,Whey-Based,36+,400,Tin,61.94,30.89,Netherlands,Halal,912,20,28,3.54,4.03,0,0,1
1929820,BabyGold Organic S1,SKU86312,Specialty Formula,Whey-Based,12-24,1000,Box,24.78,10.05,Australia,ISO22000,548,18,30,3.74,3.49,0,0,1
1444591,MilkPure Toddler,SKU39951,Infant Formula,Whey-Based,6-12,1000,Pouch,19.37,15.73,Netherlands,HACCP,548,18,25,1.61,3.94,0,1,1
1914713,BabyGold Organic S2,SKU25776,Infant Formula,Hydrolyzed,0-6,400,Pouch,54.01,39.46,Netherlands,None,730,18,30,2.71,5.19,0,0,1
1068609,SoyaBliss Toddler,SKU79176,Toddler Milk,Casein-Based,24-36,900,Pouch,51.17,24.51,Australia,ISO22000,548,20,30,1.35,3.08,0,1,1
1371378,NutriStart Stage 2,SKU29739,Specialty Formula,Whey-Based,24-36,600,Tin,21.55,6.04,New Zealand,HACCP,548,18,28,3.77,2.57,0,1,1
1017959,NutriStart Stage 3,SKU44458,Infant Formula,Whey-Based,12-24,800,Tin,37.64,39.67,USA,ISO22000,730,18,25,1.43,4.97,0,0,1
1600941,LactoFree Infant,SKU36295,Infant Formula,Whey-Based,6-12,800,Box,29.01,4.52,USA,Organic,730,18,28,2.32,3.45,0,0,1
1617577,MilkPure Infant,SKU89464,Toddler Milk,Casein-Based,24-36,1800,Tin,56.31,24.0,Netherlands,HACCP,730,18,30,1.61,3.24,0,0,1
1549622,LactoFree Infant,SKU12649,Follow-On Formula,Casein-Based,6-12,400,Box,26.92,19.7,Ireland,Halal,730,15,25,3.75,3.69,0,0,1
1853787,MilkPure Infant,SKU36723,Follow-On Formula,Soy-Based,36+,1800,Pouch,31.12,8.08,Australia,ISO22000,912,18,28,1.95,5.2,0,0,1
1200109,LactoFree Infant,SKU80362,Toddler Milk,Casein-Based,12-24,800,Pouch,38.21,7.19,USA,ISO22000,548,20,28,3.74,3.39,0,1,1
1735006,NutriStart Stage 2,SKU22696,Toddler Milk,Whey-Based,12-24,400,Pouch,28.2,15.22,Ireland,HACCP,548,20,28,3.23,5.44,0,0,1
1304835,MilkPure Follow-On,SKU10854,Infant Formula,Whey-Based,12-24,800,Carton,20.31,22.49,Netherlands,ISO22000,548,20,30,2.34,3.27,0,1,1
1995698,BetaBoost Follow-On,SKU98393,Toddler Milk,Soy-Based,0-6,600,Carton,61.85,22.1,Netherlands,ISO22000,548,20,30,1.43,5.17,0,0,1
1232006,MilkPure Infant,SKU25538,Infant Formula,Whey-Based,24-36,1000,Tin,40.44,6.45,Australia,HACCP,365,15,28,1.55,4.75,0,0,1
1286992,ProGrow S1,SKU89147,Follow-On Formula,Whey-Based,0-6,900,Tin,46.66,38.14,Netherlands,Organic,548,15,28,1.76,4.43,0,0,1
1668211,NutriStart Stage 3,SKU31721,Infant Formula,Casein-Based,24-36,400,Box,24.85,13.63,Ireland,Halal,730,18,28,2.41,2.98,0,0,1
1822834,MilkPure Infant,SKU97595,Infant Formula,Whey-Based,0-6,900,Box,43.61,4.88,USA,ISO22000,548,20,30,1.33,4.6,0,0,1
1585196,AlphaFirst Colostrum,SKU42695,Follow-On Formula,Amino Acid-Based,6-12,800,Tin,22.04,21.26,Germany,ISO22000,548,15,28,1.63,3.55,1,0,1
1684881,NutriStart Stage 2,SKU52729,Infant Formula,Whey-Based,0-6,400,Tin,31.3,39.91,Germany,Organic,912,15,28,2.94,2.72,0,0,1
1380162,ProGrow S1,SKU94467,Infant Formula,Casein-Based,6-12,600,Tin,44.24,23.75,New Zealand,Organic,548,15,30,1.56,5.41,0,0,1
1034182,ProGrow S2,SKU79533,Follow-On Formula,Casein-Based,24-36,600,Tin,39.9,14.76,Germany,Organic,730,20,28,2.39,3.49,0,0,1
1308194,NutriStart Stage 3,SKU50424,Follow-On Formula,Casein-Based,24-36,800,Pouch,60.25,35.95,New Zealand,Halal,365,20,30,1.99,4.03,0,0,1
1502079,MilkPure Toddler,SKU26209,Specialty Formula,Casein-Based,24-36,900,Tin,42.78,17.27,New Zealand,HACCP,912,18,30,3.53,2.88,0,1,1
1837639,NutriStart Stage 1,SKU92959,Follow-On Formula,Soy-Based,0-6,1800,Tin,31.87,10.63,Germany,Kosher,548,15,25,2.99,4.78,0,1,1
1960765,SoyaBliss Infant,SKU83459,Infant Formula,Casein-Based,6-12,400,Pouch,11.17,19.04,Australia,HACCP,730,15,25,3.47,3.07,0,1,1
1159569,BetaBoost Follow-On,SKU55944,Infant Formula,Hydrolyzed,24-36,600,Tin,16.5,4.9,Netherlands,Halal,912,15,25,2.94,4.15,0,0,1
1972299,MilkPure Infant,SKU71644,Toddler Milk,Whey-Based,36+,400,Tin,36.56,22.26,Ireland,ISO22000,912,15,28,1.97,4.31,0,1,1
1553313,MilkPure Toddler,SKU13494,Infant Formula,Casein-Based,36+,1000,Box,20.43,19.28,New Zealand,Halal,730,18,25,2.88,3.5,0,1,1
1407373,MilkPure Follow-On,SKU72433,Toddler Milk,Whey-Based,6-12,900,Pouch,20.72,16.19,New Zealand,Organic,730,18,30,3.43,5.19,0,0,0
1314174,NutriStart Stage 3,SKU98903,Infant Formula,Hydrolyzed,12-24,900,Box,28.17,34.47,Germany,ISO22000,365,15,30,3.54,2.6,0,0,1
1400930,BetaBoost Follow-On,SKU83608,Specialty Formula,Whey-Based,0-6,400,Tin,24.75,13.55,Netherlands,Organic,365,18,30,2.13,5.31,1,0,1
1638017,MilkPure Infant,SKU26512,Infant Formula,Whey-Based,0-6,1000,Tin,36.93,33.03,Netherlands,Organic,912,20,25,1.31,3.76,0,1,1
1438912,MilkPure Infant,SKU30785,Follow-On Formula,Amino Acid-Based,6-12,600,Tin,24.95,38.82,Netherlands,HACCP,365,18,28,3.11,4.61,0,1,0
2251086,NutriStart Stage 1,SKU84238,Toddler Milk,Soy-Based,24-36,400,Tin,32.77,22.31,USA,ISO22000,912,18,30,1.68,5.48,0,0,0
1959945,BabyGold Organic S2,SKU98555,Specialty Formula,Soy-Based,12-24,900,Box,38.44,35.1,Netherlands,HACCP,365,15,30,2.21,3.72,0,0,1
1044664,NutriStart Stage 3,SKU86839,Specialty Formula,Soy-Based,24-36,800,Tin,10.64,26.54,Netherlands,Halal,365,20,28,3.06,4.56,1,0,1
1888908,MilkPure Toddler,SKU47962,Follow-On Formula,Casein-Based,12-24,400,Tin,10.94,23.94,Australia,None,365,20,28,3.54,2.53,1,0,1
1877361,NutriStart Stage 3,SKU68249,Infant Formula,Casein-Based,0-6,400,Tin,11.0,6.58,Netherlands,Halal,365,20,28,1.73,3.87,0,0,1
1184782,MilkPure Follow-On,SKU43147,Follow-On Formula,Casein-Based,12-24,900,Carton,55.67,23.92,Ireland,Kosher,548,20,30,2.27,3.25,0,0,1
1532419,SoyaBliss Toddler,SKU16411,Infant Formula,Casein-Based,24-36,800,Tin,53.22,21.32,Germany,Halal,730,18,25,2.11,2.9,0,0,1
1297233,MilkPure Toddler,SKU89608,Toddler Milk,Casein-Based,24-36,1800,Tin,12.54,17.0,Netherlands,Organic,365,20,25,1.22,3.35,1,1,1
1832875,NutriStart Stage 1,SKU96472,Follow-On Formula,Whey-Based,12-24,1000,Tin,32.84,24.18,Australia,ISO22000,365,15,25,1.5,3.07,0,0,1
1460627,SoyaBliss Toddler,SKU34308,Specialty Formula,Soy-Based,0-6,900,Box,63.21,9.89,New Zealand,Halal,730,15,25,2.3,2.71,0,1,1
1552039,NutriStart Stage 1,SKU46693,Infant Formula,Hydrolyzed,12-24,400,Tin,20.58,9.79,USA,Organic,730,20,30,3.64,5.11,0,0,0
1098520,NutriStart Stage 2,SKU21194,Toddler Milk,Whey-Based,0-6,800,Box,44.67,22.45,Australia,Kosher,912,15,30,3.68,4.0,0,0,1
1482343,BabyGold Organic S1,SKU28009,Follow-On Formula,Casein-Based,12-24,800,Tin,38.5,39.05,Netherlands,Kosher,730,15,25,2.82,2.83,0,0,1
1754793,NutriStart Stage 3,SKU64228,Follow-On Formula,Casein-Based,0-6,1000,Carton,46.39,6.35,Australia,HACCP,548,20,30,1.62,5.16,0,1,1
1343098,MilkPure Infant,SKU67235,Toddler Milk,Hydrolyzed,6-12,800,Pouch,25.46,32.78,Netherlands,Kosher,365,15,28,3.76,4.18,0,0,1
1518493,AlphaFirst Colostrum,SKU74136,Follow-On Formula,Casein-Based,12-24,900,Tin,20.42,14.75,Australia,Organic,912,20,25,3.39,3.51,1,0,1
1543990,ProGrow S2,SKU46452,Infant Formula,Whey-Based,0-6,800,Box,26.77,17.37,Germany,Organic,548,18,25,2.14,4.13,0,0,1
1307258,SoyaBliss Infant,SKU50257,Follow-On Formula,Hydrolyzed,12-24,1000,Box,41.0,32.74,Netherlands,Organic,365,18,25,2.54,3.71,0,0,1
1834821,MilkPure Infant,SKU70134,Follow-On Formula,Whey-Based,0-6,800,Carton,10.83,13.49,Germany,HACCP,365,20,28,3.64,4.41,1,0,1
1671631,ProGrow S2,SKU15936,Toddler Milk,Amino Acid-Based,0-6,200,Pouch,8.22,22.8,Germany,Organic,730,18,25,1.77,3.46,0,0,0
1197342,NutriStart Stage 2,SKU65264,Infant Formula,Whey-Based,12-24,400,Tin,15.78,8.22,Germany,Halal,548,20,28,2.76,4.61,0,0,1
1370393,MilkPure Toddler,SKU50584,Infant Formula,Soy-Based,24-36,600,Tin,47.43,7.79,Germany,ISO22000,730,15,28,2.72,5.15,0,1,1
1367133,MilkPure Toddler,SKU48389,Toddler Milk,Soy-Based,12-24,900,Tin,44.96,9.79,New Zealand,ISO22000,365,18,30,1.74,5.1,0,1,1
1257612,NutriStart Stage 2,SKU95869,Follow-On Formula,Soy-Based,24-36,800,Tin,20.05,20.6,Australia,Kosher,365,20,25,2.41,2.7,1,0,1
1476276,ProGrow S3,SKU77796,Follow-On Formula,Hydrolyzed,6-12,800,Tin,41.08,3.59,New Zealand,ISO22000,730,18,30,1.97,3.25,0,0,1
1922871,NutriStart Stage 2,SKU86634,Infant Formula,Whey-Based,0-6,1000,Tin,34.21,4.92,Netherlands,HACCP,365,20,25,2.06,3.89,1,0,1
1308246,BabyGold Organic S1,SKU10078,Infant Formula,Amino Acid-Based,12-24,800,Tin,33.89,11.32,Germany,Kosher,912,20,28,3.71,4.16,0,0,1
1523703,NutriStart Stage 1,SKU89327,Infant Formula,Casein-Based,12-24,400,Carton,32.36,36.57,USA,ISO22000,730,20,25,2.93,3.7,0,1,1
1839884,MilkPure Toddler,SKU30522,Toddler Milk,Amino Acid-Based,24-36,400,Tin,23.04,10.59,Netherlands,Organic,730,20,28,1.69,4.79,0,0,0
1416178,LactoFree Infant,SKU64308,Follow-On Formula,Casein-Based,24-36,800,Pouch,35.47,8.51,USA,Halal,912,18,28,2.07,5.2,0,0,1
1370926,AlphaFirst Colostrum,SKU33157,Toddler Milk,Casein-Based,0-6,1000,Tin,36.07,30.59,New Zealand,Halal,730,18,28,2.49,3.0,0,0,1
1621284,NutriStart Stage 3,SKU86850,Specialty Formula,Casein-Based,24-36,400,Tin,61.27,13.65,Australia,ISO22000,730,20,30,1.78,3.0,0,0,1
2931681,MilkPure Infant,SKU56231,Toddler Milk,Hydrolyzed,6-12,200,Pouch,46.64,17.18,New Zealand,Halal,548,20,28,3.26,5.04,1,0,0
1615435,MilkPure Infant,SKU46815,Specialty Formula,Whey-Based,0-6,400,Tin,58.66,39.11,USA,ISO22000,912,15,30,2.79,4.41,0,0,1
1158582,AlphaFirst Colostrum,SKU75176,Toddler Milk,Whey-Based,24-36,400,Tin,30.16,15.76,Australia,HACCP,365,20,25,3.67,4.72,0,0,1
1155825,MilkPure Follow-On,SKU47645,Toddler Milk,Casein-Based,12-24,400,Pouch,45.53,28.71,New Zealand,Organic,730,20,25,1.23,2.92,0,0,1
