location_id,warehouse_zone,aisle,rack,shelf,bin,location_type,capacity_kg,capacity_units,current_occupancy_pct,temperature_controlled,min_temp_c,max_temp_c,humidity_controlled,last_audit_date,location_status,rack_height_m,load_type,barcode,is_active
6931473,C,10,16,4,6,Pick,1500,1858,60.39,1,2,20,0,2024-01-26,Occupied,4.16,Pallet,4774856958,1
6092187,F,28,12,3,9,Bulk,1000,1935,17.88,1,15,20,0,2024-12-09,Blocked,8.33,Carton,4798019540,0
6802942,D,24,9,4,6,Pick,500,946,33.45,0,15,25,0,2024-11-03,Occupied,6.82,Carton,8988253083,1
6885825,B,2,2,6,4,Bulk,1500,339,82.42,0,15,30,0,2024-06-14,Occupied,10.96,Tote,4763885315,1
6453041,A,4,13,3,9,Quarantine,3000,683,17.92,1,2,8,0,2024-04-08,Available,5.69,Pallet,6536835545,1
6087085,B,29,6,3,4,Bulk,1500,1013,32.3,0,10,20,0,2024-04-12,Occupied,11.76,Carton,7784390173,1
7832101,F,24,17,6,8,Bulk,2000,973,0.0,1,15,20,0,2024-04-01,Available,8.44,Carton,6579697872,0
6722411,A,16,17,6,5,Bulk,500,1098,62.51,1,18,8,1,2024-04-14,Available,4.36,Pallet,1745635006,1
6859897,E,4,17,7,5,Staging,1500,232,49.9,0,18,25,0,2024-11-12,Occupied,11.46,Carton,8389491117,1
6879406,B,9,8,2,5,Bulk,2000,352,81.37,1,10,30,0,2024-05-07,Occupied,4.03,Carton,2457288825,1
6756460,B,16,11,7,9,Overflow,1000,1507,68.65,0,15,25,0,2024-10-27,Occupied,7.94,Tote,1631510315,1
6356022,A,9,19,1,1,Overflow,2000,1994,55.49,0,18,25,1,2024-08-18,Occupied,5.49,Pallet,7343255024,1
6939258,B,9,19,7,5,Pick,1000,281,50.67,0,10,30,0,2024-09-21,Reserved,9.49,Pallet,4208708657,1
7273783,A,20,5,7,5,Overflow,1500,1040,0.0,0,10,25,1,2024-07-19,Available,10.46,Tote,4480271529,0
6090543,C,22,10,3,1,Bulk,3000,649,84.47,1,10,25,0,2024-10-20,Occupied,3.93,Pallet,9597227472,1
6599041,B,2,16,2,2,Overflow,5000,552,39.43,0,2,20,0,2025-02-03,Available,10.16,Pallet,1573398280,1
6178892,E,25,19,2,5,Bulk,1500,1278,44.69,1,2,8,0,2025-01-10,Occupied,7.18,Bulk,7880037312,1
6735672,B,16,7,3,6,Pick,1000,65,74.38,0,18,30,0,2025-01-04,Available,9.78,Carton,2161190511,1
6947570,C,28,10,6,8,Quarantine,3000,571,11.6,0,15,20,1,2024-10-12,Blocked,4.33,Carton,8201259070,1
6736423,B,25,18,2,7,Overflow,5000,1282,61.65,0,18,30,0,2025-04-21,Maintenance,4.33,Tote,2976451794,1
6056376,B,2,16,7,8,Bulk,1000,1408,81.76,0,15,8,0,2025-03-27,Available,5.58,Carton,1190904349,1
6426622,B,4,10,1,3,Overflow,2000,598,35.56,0,10,20,1,2024-02-19,Blocked,6.29,Tote,7477563109,1
6607946,B,24,18,5,5,Quarantine,2000,191,90.62,1,18,8,0,2024-04-26,Available,11.36,Tote,1675759996,1
6409784,A,24,7,4,6,Overflow,1500,1793,34.28,1,10,20,0,2024-09-01,Occupied,2.53,Carton,1025787730,1
6314154,C,12,2,3,1,Returns,5000,1443,85.68,1,2,20,0,2024-04-05,Blocked,5.94,Tote,4984471710,1
6678869,A,11,19,1,9,Returns,1500,1117,52.3,0,18,25,0,2024-11-21,Available,7.33,Pallet,3494470145,1
6754288,B,25,19,1,8,Overflow,5000,1508,70.7,0,2,20,0,2025-03-02,Available,6.29,Bulk,5154068496,1
6430188,C,23,11,6,5,Overflow,1500,1605,34.17,1,10,20,1,2024-04-04,Available,8.69,Carton,9552165490,1
7427244,F,6,6,3,9,Bulk,1000,409,0.0,1,2,8,0,2024-01-21,Available,9.37,Pallet,4682935164,0
6617709,E,4,1,6,5,Returns,5000,402,81.12,0,2,20,0,2024-07-27,Available,5.44,Pallet,6454413111,1
6279892,A,5,14,5,8,Overflow,1500,503,62.62,1,2,20,0,2024-06-22,Maintenance,11.05,Carton,7338610972,1
6312981,A,29,18,2,9,Bulk,1000,1566,63.68,0,15,8,0,2024-03-11,Available,9.67,Tote,5707644846,1
6536253,D,28,10,7,9,Pick,1500,1294,24.09,0,2,20,0,2024-07-01,Available,5.72,Bulk,4972570413,1
6709969,B,10,11,5,8,Overflow,500,121,64.85,0,18,20,0,2024-03-07,Occupied,7.53,Tote,4111866811,1
6945805,C,16,1,7,5,Returns,1000,729,58.7,1,2,8,1,2024-11-18,Available,9.82,Pallet,9140625068,1
6927533,A,5,19,2,3,Bulk,2000,1609,38.2,1,2,20,0,2024-01-04,Blocked,7.45,Pallet,9130853814,1
6976672,B,13,7,2,6,Overflow,500,1157,47.17,0,10,30,1,2024-06-24,Occupied,10.89,Tote,2710196277,1
6081508,B,29,6,1,2,Bulk,500,226,89.86,1,2,30,0,2024-11-30,Occupied,6.62,Carton,7128286647,1
6343590,E,15,1,1,2,Pick,5000,138,53.94,1,18,8,0,2024-01-03,Occupied,7.86,Pallet,5140532173,1
6596880,D,15,1,5,8,Pick,1000,888,45.89,0,10,20,1,2024-03-31,Maintenance,8.18,Carton,3095231216,1
6560935,A,8,12,2,4,Bulk,1500,1595,35.27,0,10,25,0,2024-07-23,Available,3.89,Tote,1274937579,1
6666679,C,27,2,4,8,Pick,1500,421,9.72,0,18,20,0,2024-11-25,Maintenance,9.05,Pallet,5652438622,1
6806298,B,25,10,5,4,Pick,1000,1421,76.1,1,2,20,0,2025-03-07,Available,6.03,Pallet,3431179340,1
6142217,A,24,7,4,5,Pick,3000,822,62.17,1,18,30,1,2024-09-22,Occupied,11.11,Pallet,8013393736,1
6272694,A,2,15,4,4,Bulk,1000,1085,80.5,0,15,8,1,2025-05-08,Reserved,10.36,Carton,6184404572,1
6273207,E,23,12,6,8,Bulk,1500,105,27.26,0,18,8,1,2024-07-06,Blocked,4.7,Pallet,2154336313,1
6233054,B,20,11,5,4,Staging,1500,565,58.06,0,2,20,0,2024-07-18,Available,2.65,Pallet,2573401103,1
6059230,C,1,3,2,2,Staging,1000,1434,49.26,1,2,8,0,2024-01-18,Occupied,7.06,Pallet,4795824149,1
6038360,A,6,8,1,7,Bulk,3000,533,32.88,1,15,8,0,2025-03-06,Available,11.3,Carton,6841647499,1
6283349,C,14,7,3,3,Pick,1500,1212,58.76,1,15,20,0,2024-09-23,Available,3.16,Pallet,6526108600,1
6535674,A,2,2,7,5,Bulk,2000,1792,47.71,0,18,25,1,2024-02-19,Occupied,10.49,Carton,5558703117,1
6279747,A,5,1,6,8,Bulk,1500,581,83.43,1,10,30,1,2024-04-22,Available,11.72,Tote,3217520019,0
6519839,E,17,7,4,2,Staging,1500,689,34.54,0,18,8,1,2024-01-23,Available,8.9,Pallet,8895368301,0
6440589,A,14,9,6,1,Pick,1000,508,49.78,0,18,8,1,2024-05-16,Maintenance,2.6,Tote,5938297397,1
6515182,C,5,11,1,2,Overflow,1000,1848,81.29,0,15,30,1,2025-05-12,Occupied,7.92,Bulk,9634013236,1
6527363,E,4,3,2,6,Quarantine,5000,184,70.74,0,18,25,0,2024-10-21,Maintenance,5.91,Bulk,7774921428,1
6134497,A,27,8,3,5,Bulk,1500,290,86.11,0,10,25,0,2024-02-27,Occupied,8.62,Carton,6114106880,1
6391709,C,5,11,5,2,Bulk,1500,1187,78.47,0,15,30,1,2025-01-19,Occupied,3.0,Pallet,9793253615,1
6034188,C,15,5,5,4,Pick,1000,1505,88.03,1,10,8,0,2024-06-14,Blocked,5.72,Carton,5077429700,1
6294203,A,19,17,7,6,Overflow,2000,823,40.39,1,2,20,0,2024-04-03,Available,5.83,Pallet,9575960334,1
6350495,C,22,6,1,1,Pick,2000,1615,79.88,0,18,8,0,2024-02-23,Blocked,10.09,Pallet,3759493133,1
6908315,D,6,8,6,1,Returns,1000,1281,74.14,0,10,20,0,2024-05-08,Occupied,5.96,Tote,9941364287,1
6347151,B,24,4,5,4,Quarantine,1500,1731,49.77,0,15,30,0,2024-07-24,Maintenance,5.71,Pallet,8351767826,1
6116564,C,21,5,4,3,Quarantine,500,342,46.03,0,18,25,0,2024-03-26,Occupied,5.43,Pallet,6707691314,1
6166363,B,3,8,5,6,Quarantine,1500,1478,60.33,1,2,8,0,2024-07-01,Blocked,9.84,Pallet,3959766538,1
6898757,A,14,18,3,2,Staging,1500,1563,83.54,0,10,30,1,2025-03-08,Occupied,5.74,Carton,3749999147,1
6639362,D,9,3,3,2,Pick,1000,1539,60.49,0,10,30,0,2024-03-15,Available,9.86,Tote,4396496817,1
6457637,A,6,11,3,4,Bulk,500,51,52.51,1,18,8,0,2024-03-29,Reserved,10.89,Carton,6746146523,0
6939943,D,4,18,6,5,Bulk,1500,414,77.44,0,2,30,1,2025-02-01,Available,3.34,Tote,9239493462,0
6984036,E,23,19,2,9,Bulk,1500,1770,59.22,0,15,30,0,2024-11-22,Available,11.44,Pallet,7569104651,1
6486458,C,8,1,2,4,Staging,3000,125,69.8,0,10,30,0,2024-01-18,Available,8.72,Pallet,4070174996,1
6132889,B,11,16,3,8,Bulk,5000,1771,49.79,1,2,25,0,2024-08-07,Occupied,3.87,Pallet,8271606732,1
6942618,C,25,18,5,8,Pick,1000,898,42.41,0,10,8,0,2024-02-04,Maintenance,4.51,Carton,2513961615,0
6053151,F,12,15,3,4,Pick,1000,1138,79.21,0,2,20,1,2025-02-06,Occupied,7.82,Carton,1102828030,1
6606074,D,24,6,5,4,Bulk,3000,1862,20.55,0,15,8,0,2024-01-23,Available,9.5,Tote,3926668011,1
6367842,A,15,15,2,3,Staging,500,1693,55.44,0,10,30,1,2025-03-03,Occupied,2.7,Bulk,9346001152,1
6261125,C,25,3,2,9,Staging,1000,301,77.1,1,2,8,1,2025-04-09,Occupied,5.16,Bulk,8149719274,1
6145222,F,12,6,7,9,Pick,1500,1295,28.53,0,18,30,1,2025-04-30,Available,9.94,Carton,9415825443,1
6909240,A,1,16,6,1,Bulk,2000,1437,57.06,1,15,25,1,2024-02-04,Occupied,11.66,Tote,8353587356,1
6398194,C,20,10,5,7,Pick,3000,1797,26.23,1,15,20,0,2024-09-15,Occupied,11.24,Bulk,8017182482,1
6827745,C,12,4,5,2,Bulk,2000,1268,46.53,1,18,25,0,2025-03-20,Occupied,4.32,Bulk,7608656693,1
6583816,F,5,3,5,8,Bulk,1500,1124,63.2,0,2,25,0,2024-01-30,Available,7.6,Pallet,2626694770,1
6797563,E,28,18,4,5,Pick,2000,1610,58.35,0,10,30,0,2024-06-19,Occupied,4.3,Carton,6830213677,1
6555119,A,28,5,2,9,Bulk,3000,285,50.17,0,10,8,1,2024-05-25,Maintenance,3.94,Carton,8530966904,1
6580729,B,18,8,2,6,Pick,2000,1393,40.29,0,18,25,0,2025-01-24,Occupied,8.24,Tote,2228219892,1
6644826,A,20,18,5,2,Quarantine,1500,320,79.1,0,10,30,1,2025-02-27,Occupied,9.96,Pallet,9512211894,1
6359639,A,28,2,4,6,Overflow,2000,403,78.4,0,15,20,0,2024-11-02,Occupied,10.09,Carton,4977904635,1
6853290,C,10,3,3,3,Bulk,1000,1206,66.98,0,18,8,0,2024-04-19,Available,9.99,Bulk,3625860726,1
6062787,B,2,5,5,3,Bulk,1500,1953,54.38,0,2,8,0,2024-07-13,Occupied,10.88,Carton,4138187074,1
7981084,F,15,10,7,9,Pick,1000,1573,0.0,0,2,20,1,2024-09-05,Available,3.93,Tote,9429345011,0
6960950,B,14,7,4,1,Bulk,5000,74,83.8,1,10,30,1,2025-04-08,Reserved,3.08,Pallet,9366798659,1
6079084,C,18,6,6,8,Staging,2000,1882,88.36,0,15,8,0,2024-11-11,Occupied,8.52,Pallet,2098121807,0
6404348,D,20,5,5,1,Staging,2000,532,79.02,0,10,8,0,2025-01-01,Occupied,6.77,Pallet,7118777835,1
6712274,B,5,5,4,4,Overflow,1500,1237,68.39,0,18,20,1,2024-11-21,Available,7.58,Pallet,1270337858,1
6629371,D,8,15,2,4,Overflow,500,687,48.13,0,18,30,0,2025-05-14,Available,11.32,Pallet,2608879541,1
6847323,B,18,10,4,6,Quarantine,1000,660,97.98,0,10,30,1,2025-02-15,Available,4.13,Tote,4236858174,1
6257965,A,13,15,4,9,Bulk,5000,274,80.73,0,2,25,0,2024-08-10,Available,7.3,Bulk,5137381723,1
6131704,C,27,13,5,3,Overflow,2000,1422,32.87,0,18,25,0,2024-12-22,Available,10.25,Tote,2422648116,1
6862806,C,26,6,3,1,Bulk,1500,1621,75.99,1,10,30,1,2024-02-18,Available,3.95,Pallet,5449834247,1
6662531,E,11,12,7,2,Bulk,3000,1156,42.68,0,10,20,0,2024-02-08,Available,9.15,Tote,3132752492,1
6943055,A,9,14,5,2,Staging,2000,1980,49.54,0,2,30,0,2024-12-29,Occupied,4.98,Carton,2503999826,1
6582008,E,26,3,3,5,Pick,1500,225,66.45,0,10,8,0,2025-04-22,Available,2.92,Pallet,9737575909,1
6874866,C,12,18,3,8,Pick,500,1145,48.81,0,18,30,0,2024-04-05,Available,5.28,Tote,8406494756,1
6074605,D,15,14,6,3,Pick,1500,905,91.01,1,15,8,0,2024-11-10,Available,6.62,Pallet,5451446554,1
6823327,A,12,3,6,9,Pick,2000,1535,36.18,1,2,20,0,2024-02-07,Reserved,4.53,Tote,2624304931,1
6359627,B,4,6,2,8,Pick,1500,1239,67.02,0,2,8,0,2024-01-17,Blocked,8.5,Tote,5524904207,1
6805383,A,1,15,7,5,Pick,2000,821,52.53,0,10,8,1,2024-07-02,Occupied,9.51,Tote,7387983707,1
6070940,A,21,9,4,6,Bulk,2000,1799,50.16,0,15,8,0,2024-09-07,Blocked,11.16,Carton,6381781666,1
6976814,C,11,14,4,2,Pick,1000,1841,49.44,0,18,30,1,2024-11-02,Available,8.45,Tote,3811147968,1
6617717,E,26,5,5,4,Bulk,1000,1579,78.92,0,10,8,0,2024-11-09,Available,5.08,Pallet,2835590018,1
6376010,D,22,6,5,9,Pick,2000,483,45.02,1,10,30,0,2024-05-09,Occupied,10.41,Carton,9806516871,1
7807911,F,18,12,5,4,Bulk,1000,194,0.0,1,2,8,0,2024-06-03,Available,5.82,Tote,8174246748,0
6200534,A,17,18,3,1,Overflow,1000,1938,51.82,1,15,25,0,2024-10-01,Maintenance,3.22,Tote,2703157575,1
6235460,A,25,13,5,7,Staging,1000,998,63.06,1,2,30,0,2024-12-14,Occupied,5.93,Carton,6971050765,1
6851392,B,18,15,3,7,Pick,500,309,72.53,0,15,8,0,2024-05-12,Occupied,8.32,Tote,7189595029,1
6153774,A,19,11,7,9,Bulk,2000,1042,54.37,0,2,20,1,2024-12-24,Available,6.61,Tote,5028405667,1
6756897,A,16,16,1,6,Bulk,1000,1005,50.62,1,18,25,0,2024-07-21,Available,9.91,Pallet,5304242286,1
6627360,D,29,2,2,4,Pick,1500,103,91.14,0,10,30,0,2025-02-25,Blocked,10.68,Tote,6836205900,1
6858607,B,11,16,2,8,Pick,1000,1033,83.42,0,18,8,0,2024-10-31,Available,5.94,Carton,6941790669,1
6499707,C,15,9,4,7,Overflow,1000,964,58.69,0,15,25,0,2024-10-15,Occupied,2.73,Pallet,6588510792,1
6633502,B,4,7,1,8,Staging,2000,237,69.15,0,15,20,0,2025-05-09,Blocked,9.57,Pallet,9840385919,1
6940371,B,1,5,1,1,Overflow,1000,1283,80.06,1,2,30,0,2024-01-25,Maintenance,3.23,Tote,2553106855,1
6857594,A,3,7,2,5,Bulk,2000,598,62.35,0,2,20,0,2024-08-09,Occupied,4.5,Bulk,7102578203,1
6673912,C,26,12,1,4,Overflow,500,302,33.66,0,10,30,0,2024-09-22,Available,3.45,Pallet,8632112350,1
7253620,B,3,8,4,2,Pick,2000,518,0.0,0,2,20,1,2024-09-03,Available,8.81,Pallet,4183637339,0
6329111,A,24,14,6,9,Bulk,1500,205,31.37,1,15,30,0,2024-10-29,Available,11.63,Tote,4715368575,1
6619105,B,5,5,1,3,Overflow,1500,1951,47.05,0,2,8,0,2024-10-31,Occupied,4.85,Pallet,2668484577,1
6331426,F,17,12,5,1,Overflow,5000,79,26.76,0,10,8,1,2024-10-13,Available,8.44,Bulk,9432475227,1
6384042,A,14,14,4,9,Bulk,1500,821,84.35,1,18,8,0,2025-02-09,Blocked,7.02,Pallet,5830800997,1
6317407,D,8,3,1,7,Pick,1000,762,41.12,0,10,20,0,2024-05-18,Available,10.73,Pallet,3446070932,1
6919569,C,6,7,6,7,Pick,3000,1616,71.31,0,15,8,0,2025-03-23,Occupied,3.47,Tote,6782378919,1
6866019,B,13,8,2,4,Bulk,5000,473,59.32,0,18,20,0,2025-01-13,Available,8.63,Tote,5006983487,1
6781569,B,4,9,6,7,Pick,2000,1944,68.74,1,18,20,0,2024-07-30,Occupied,8.73,Carton,4898831370,1
6473418,A,22,11,5,8,Bulk,500,275,28.26,1,18,8,1,2024-04-04,Reserved,10.96,Pallet,4837879183,0
6247136,A,4,10,5,7,Bulk,3000,1760,61.61,0,15,8,0,2025-02-01,Blocked,7.87,Tote,4747877941,1
6494370,A,15,3,4,6,Bulk,5000,1184,53.18,1,10,20,0,2025-02-19,Available,11.17,Pallet,5806366639,1
6924534,C,22,3,6,3,Overflow,2000,290,53.52,1,18,25,1,2024-08-17,Available,6.42,Pallet,6908294027,1
6444663,A,13,12,3,3,Bulk,2000,225,62.55,0,10,20,0,2024-10-16,Available,11.71,Pallet,6203375925,0
6327848,B,28,7,3,7,Overflow,1500,657,47.09,0,2,30,1,2024-08-19,Reserved,9.17,Carton,2329911836,1
6497541,D,5,14,5,2,Pick,1000,355,80.9,1,10,30,0,2024-03-03,Maintenance,4.81,Bulk,9074436366,1
6214668,E,10,1,5,2,Pick,1500,946,35.78,0,15,20,0,2025-05-14,Available,6.9,Carton,6819453947,1
6854031,F,25,13,7,4,Bulk,1500,1143,48.27,0,2,25,0,2025-04-26,Blocked,8.35,Tote,6076377877,1
6261145,C,20,18,2,5,Bulk,2000,1327,71.5,1,15,8,0,2025-05-09,Reserved,6.53,Pallet,8249280971,1
6854647,A,19,15,3,8,Bulk,1500,1849,97.68,0,2,20,0,2024-03-16,Maintenance,10.62,Pallet,9888187413,1
6830107,D,18,6,2,5,Bulk,5000,1340,32.47,1,15,8,1,2024-12-11,Occupied,4.52,Tote,6074093907,0
6389886,C,27,12,6,5,Bulk,2000,813,85.6,0,18,8,1,2025-05-03,Available,6.49,Pallet,5248485836,1
6244439,A,23,11,2,4,Bulk,1000,259,78.67,0,2,20,0,2024-12-29,Occupied,2.83,Pallet,1549959190,1
6040892,C,20,19,7,7,Quarantine,1000,1304,31.99,1,18,8,0,2024-08-25,Occupied,10.24,Tote,1643588925,1
6687578,C,1,19,3,4,Pick,1000,790,68.74,1,18,8,0,2024-10-11,Blocked,9.24,Pallet,4416280773,1
6658934,A,19,12,2,5,Overflow,500,1117,51.31,0,15,25,0,2025-04-22,Available,4.6,Pallet,8588687089,0
6878938,B,27,18,6,3,Quarantine,3000,1797,77.03,0,2,8,0,2025-01-09,Occupied,6.15,Pallet,6711734057,1
7960008,B,19,9,1,8,Pick,1500,1732,0.0,0,18,8,0,2024-03-31,Available,11.71,Pallet,4954165855,0
6200812,B,11,8,3,8,Pick,1000,535,57.54,1,15,8,0,2024-09-05,Maintenance,7.78,Tote,1750888588,1
6834093,C,17,12,5,7,Pick,1000,251,49.26,0,18,20,0,2024-11-21,Occupied,9.97,Carton,9352156994,1
6849856,D,18,10,1,7,Pick,1000,712,35.39,0,10,8,0,2025-02-04,Occupied,9.25,Tote,6826509016,1
6522433,B,24,15,6,9,Staging,1500,1222,87.34,1,2,8,0,2024-08-03,Occupied,10.6,Pallet,9368510949,1
6589065,C,1,8,4,9,Staging,2000,1943,58.58,0,2,8,0,2024-03-20,Available,6.5,Pallet,9192628588,1
6348056,C,23,5,1,9,Pick,500,1351,61.56,1,2,8,0,2024-04-18,Available,9.2,Bulk,1688150257,0
6159142,A,17,9,3,6,Overflow,1000,796,66.09,1,18,8,0,2025-04-27,Available,7.53,Pallet,2264317758,1
6701108,A,24,7,2,7,Overflow,5000,64,54.81,1,18,20,0,2025-03-18,Available,3.48,Tote,9436689263,0
6578674,C,1,10,7,8,Returns,1000,1909,42.82,1,18,30,0,2025-03-20,Occupied,9.43,Pallet,6880830567,1
6344886,A,10,3,3,2,Staging,1500,1617,65.45,0,2,20,0,2024-10-24,Maintenance,11.41,Pallet,4349669742,1
6824495,A,29,5,3,6,Bulk,500,235,70.71,0,2,20,0,2024-05-01,Maintenance,9.77,Pallet,4847143176,1
6624401,A,25,14,5,2,Bulk,500,1082,22.15,0,18,8,1,2024-11-15,Reserved,10.46,Pallet,9029547021,1
6689832,A,6,1,6,7,Staging,1500,392,78.08,0,10,8,1,2024-03-06,Available,10.42,Bulk,5948965299,1
6376734,A,27,4,2,2,Quarantine,2000,654,82.73,1,2,20,0,2024-05-17,Available,10.31,Carton,6087913025,1
6830111,A,3,12,7,7,Overflow,1000,436,19.7,0,18,8,0,2024-07-20,Available,7.4,Tote,2096212185,1
6274984,E,7,10,5,1,Overflow,2000,861,89.18,1,15,8,0,2024-08-15,Maintenance,8.41,Pallet,6048881986,1
6524315,A,1,6,6,1,Pick,500,1588,58.31,0,10,30,1,2024-11-06,Available,5.72,Pallet,1350138186,1
6740755,C,20,1,1,3,Bulk,2000,645,64.69,0,18,8,0,2025-04-20,Available,11.65,Tote,5224895487,1
6872891,C,14,5,7,3,Overflow,2000,1834,68.83,0,2,25,1,2024-03-04,Available,5.33,Carton,6819546776,0
7136200,D,21,11,3,1,Pick,1500,208,0.0,0,10,30,0,2024-11-06,Available,8.09,Bulk,9047752333,0
6331230,E,3,7,5,2,Bulk,2000,547,85.85,1,10,20,0,2025-01-17,Available,6.8,Tote,7976983088,1
6250914,B,20,17,6,1,Staging,1000,642,43.86,0,2,8,0,2025-02-09,Maintenance,11.91,Pallet,4674040825,1
6743587,C,23,15,6,8,Pick,2000,1988,64.93,1,2,20,0,2024-09-07,Available,4.39,Carton,3399726031,1
6354345,F,12,17,3,1,Quarantine,2000,410,78.88,0,18,8,1,2025-04-16,Occupied,2.62,Bulk,7208181322,1
6181686,C,9,10,2,5,Returns,1500,528,75.76,1,10,30,0,2024-09-06,Available,9.44,Bulk,9459662374,1
6625990,D,7,1,7,5,Overflow,1500,720,38.94,0,2,30,0,2024-04-11,Occupied,11.78,Carton,8185737076,1
6700978,D,27,12,7,6,Bulk,1000,163,46.69,1,15,25,0,2024-01-26,Occupied,8.21,Carton,5113427197,1
6512322,C,12,10,6,7,Bulk,1500,805,54.01,0,2,20,0,2024-05-26,Available,10.89,Carton,7255166515,1
6101544,E,15,8,1,1,Bulk,1500,1418,79.05,0,2,30,0,2024-09-27,Available,10.63,Tote,9510291406,0
6629441,A,15,10,3,1,Bulk,2000,1801,55.36,1,18,25,1,2024-04-24,Available,3.55,Tote,4767618588,0
6553223,B,25,7,4,2,Bulk,2000,1526,67.24,1,2,8,1,2024-01-16,Occupied,11.57,Pallet,6230557090,1
7229301,E,14,3,7,2,Pick,1500,1968,0.0,0,15,8,0,2024-08-08,Available,7.4,Tote,8345411320,0
6107250,C,15,18,7,4,Pick,1500,1061,68.99,0,18,8,1,2025-03-03,Available,2.65,Pallet,2178694822,1
6911664,A,13,13,5,6,Pick,3000,74,53.03,1,15,20,0,2024-07-23,Occupied,7.93,Tote,8887033094,1
6077538,C,26,1,5,5,Pick,1500,1254,85.34,0,2,25,0,2024-10-15,Available,3.96,Pallet,5368093636,1
6737842,D,28,12,2,4,Overflow,500,1437,81.89,1,10,8,0,2024-11-16,Occupied,9.24,Pallet,7545818839,1
6210482,A,15,3,2,3,Overflow,2000,889,63.68,0,15,8,0,2024-11-04,Blocked,3.23,Pallet,6868759914,1
6040833,B,11,17,2,6,Overflow,2000,1966,54.57,1,18,20,0,2024-11-16,Available,9.29,Carton,8567883449,1
6172689,C,18,1,6,1,Overflow,1500,1099,59.15,1,10,20,0,2024-06-17,Available,6.07,Pallet,7001461998,1
6872708,A,1,7,7,1,Bulk,500,1082,37.7,1,18,20,0,2024-12-16,Available,7.89,Tote,9605700154,1
6877011,A,10,18,6,5,Pick,1500,465,83.46,0,15,25,0,2024-12-15,Available,8.87,Carton,2736775389,0
6502834,E,4,11,4,8,Pick,5000,862,67.63,1,15,30,0,2024-06-25,Available,7.92,Tote,9386536136,1
6233692,B,21,5,1,2,Bulk,1000,842,67.6,0,10,20,0,2024-03-27,Available,7.89,Tote,1438537672,1
6145485,B,11,2,5,6,Pick,3000,1360,34.05,0,10,20,0,2024-03-14,Blocked,5.04,Pallet,7012069730,1
6079518,A,12,9,6,5,Bulk,1000,268,29.82,1,2,8,1,2024-03-01,Available,8.2,Tote,2476701373,1
6203617,C,9,18,1,4,Returns,2000,355,38.6,0,2,30,0,2024-06-24,Available,4.42,Tote,1606513670,1
6742225,C,29,12,6,2,Bulk,3000,104,49.94,1,10,30,0,2024-10-15,Blocked,7.1,Tote,4789466760,1
6937769,D,20,19,1,4,Pick,1000,1243,51.92,0,10,30,1,2024-08-24,Available,3.29,Bulk,9852920159,1
6779654,B,5,3,7,3,Overflow,1000,657,36.14,0,2,30,0,2025-05-13,Available,7.01,Tote,2680664090,1
6166668,B,18,16,1,1,Pick,3000,866,49.65,1,2,20,0,2024-10-14,Blocked,8.42,Carton,6676504160,1
6912870,E,23,18,3,4,Overflow,500,1578,71.96,0,18,8,0,2024-06-08,Occupied,10.9,Carton,7129603928,1
6461985,A,23,8,4,1,Bulk,1500,1116,55.71,1,15,25,0,2025-02-03,Available,7.72,Tote,5419471249,1
6496145,A,5,18,7,2,Bulk,1500,1628,43.73,0,10,8,1,2025-03-29,Available,10.3,Carton,1577442409,1
6116276,B,11,9,7,8,Bulk,1500,1064,28.29,0,18,8,0,2024-04-06,Maintenance,7.47,Pallet,5189494942,1
6597820,D,22,16,4,3,Pick,3000,1717,81.07,1,18,20,1,2025-02-04,Available,9.84,Bulk,1018678745,1
6346607,D,7,14,6,5,Bulk,500,1941,47.15,0,18,25,1,2024-09-10,Occupied,9.92,Tote,6782465818,1
6203864,A,29,4,1,8,Pick,2000,1362,26.3,0,10,20,0,2025-04-08,Occupied,10.91,Carton,7060462247,1
6613994,B,6,12,5,7,Pick,1500,1939,35.99,1,2,30,0,2025-02-07,Occupied,11.96,Pallet,3524920142,1
6230306,A,19,5,2,4,Quarantine,1000,162,89.26,0,2,30,0,2024-09-21,Occupied,4.9,Bulk,3671207449,1
6230324,A,22,7,1,5,Bulk,1000,746,34.25,1,2,8,0,2024-06-30,Available,2.71,Pallet,7485237198,0
6602281,A,19,11,7,9,Overflow,1000,1259,66.12,0,15,8,0,2024-09-01,Available,7.69,Tote,6092092253,1
6260339,A,10,5,5,1,Quarantine,1000,58,79.52,0,18,30,0,2024-01-13,Reserved,3.48,Pallet,7130612945,1
6431645,F,23,13,3,9,Pick,1500,275,58.11,0,18,30,0,2024-11-03,Maintenance,3.03,Tote,2696057668,0
6251721,E,2,8,3,6,Overflow,1500,1791,37.89,0,10,8,1,2025-04-28,Occupied,11.31,Bulk,6670757742,1
6286411,E,19,17,5,7,Pick,5000,1344,29.39,0,15,30,0,2024-07-10,Occupied,7.3,Carton,6401347647,1
6667819,A,13,2,7,9,Pick,2000,1059,80.77,1,2,8,1,2025-04-26,Blocked,10.94,Tote,7517169548,1
6701270,A,14,4,4,7,Bulk,1000,218,88.1,0,18,30,0,2024-07-16,Available,7.61,Tote,5231506120,1
6869916,A,16,9,6,4,Bulk,2000,1754,70.79,0,2,25,0,2024-08-13,Occupied,10.88,Carton,6239033668,1
6823107,C,26,19,5,7,Bulk,5000,143,29.95,0,15,20,0,2024-05-11,Available,5.41,Bulk,3859562545,0
