shipment_id,route_id,order_id,shipment_date,scheduled_delivery_date,actual_delivery_date,product_id,quantity_units,weight_kg,volume_m3,temperature_min_c,temperature_max_c,tracking_number,customs_cleared,customs_clearance_date,total_cost_usd,insurance_value_usd,delivery_status,delay_reason,customer_satisfaction_score,route_name,origin_warehouse,destination_city,destination_country,distance_km,estimated_duration_hours,transport_mode,carrier_name,carrier_code,contract_type,base_cost_usd,cost_per_kg_usd,route_status,frequency_per_week,customs_required,cold_chain_required,max_payload_kg,avg_delay_hours,is_active,actual_duration_days,scheduled_duration_days,delay_days,is_delayed,shipment_month,shipment_day_of_week,real_cost_per_kg_usd,cold_chain_excursion_detected
46757240,7416564,2778087,2022-06-21,2022-06-27,2022-06-28,1905765,330,288.67,1.869,15,25,374409958361,0,,80.88,2606.2,In-Transit,None,,RT-8468,Jakarta-WH1,Bandung,Indonesia,34.0,6.6,Truck,SiCepat,CR1441,Dedicated,95.57,1.423,Seasonal,2,1,0,20000,1.08,1,7.0,6.0,1.0,1,6,1,0.2801815221533238,0
43219057,7478721,2062421,2024-12-31,2025-01-04,2025-01-06,1307934,49,7.35,2.681,18,20,617057868474,0,,719.14,1001.22,Delivered,None,,RT-1633,Medan-WH,Palembang,Indonesia,104.6,54.5,Truck,DHL,CR4557,Dedicated,140.16,1.372,Active,7,0,1,500,5.64,0,6.0,4.0,2.0,1,12,1,97.8421768707483,1
41549758,7204037,2998087,2022-07-14,2022-07-25,2022-07-25,1366059,154,37.74,0.607,18,25,889670948010,1,2023-12-06,1349.63,50.0,Delivered,None,,RT-5856,Medan-WH,Jakarta,Indonesia,326.4,1.0,Sea,DHL,CR1401,Contracted,459.01,0.273,Seasonal,3,0,0,1000,6.62,1,11.0,11.0,0.0,0,7,3,35.76126126126126,0
47793442,7759998,2859556,2022-07-17,2022-07-29,2022-07-31,1065465,308,149.86,1.493,10,8,309644906780,0,,295.32,2281.93,Delivered,Traffic,4.5,RT-7697,Surabaya-WH,Palembang,Indonesia,216.0,115.7,Truck,DHL,CR2793,Spot,46.79,2.461,Active,2,0,0,1000,1.1,1,14.0,12.0,2.0,1,7,6,1.9706392633124248,0
40764446,7342187,2656790,2022-11-27,2022-12-06,2022-12-07,1173511,106,920.56,0.381,10,25,838977255161,0,,232.36,263.39,Delivered,Customs,4.1,RT-1162,Jakarta-WH2,Medan,Singapore,119.4,30.9,Truck,JNE,CR1175,Spot,368.55,1.298,Seasonal,2,0,1,5000,4.38,1,10.0,9.0,1.0,1,11,6,0.252411575562701,1
43281779,7524050,2677908,2023-02-17,2023-02-24,2023-02-24,1952957,340,286.13,2.304,2,20,942870831911,0,,367.56,186.55,Delivered,None,4.8,RT-1533,Bandung-WH,Jakarta,Indonesia,84.7,44.1,Truck,J&T,CR1878,Contracted,192.63,0.767,Inactive,5,0,1,2000,2.78,1,7.0,7.0,0.0,0,2,4,1.2845909202110928,1
42586518,7213669,2948045,2024-05-26,2024-06-03,2024-06-04,1860464,130,211.37,0.519,2,30,291782743084,0,,70.93,1837.84,Delivered,None,4.6,RT-8632,Surabaya-WH,Jakarta,Malaysia,265.4,47.8,Truck,Tiki,CR6430,Contracted,27.86,0.863,Active,5,0,0,500,1.25,1,9.0,8.0,1.0,1,5,6,0.3355726924350665,0
47394817,7411843,2173689,2024-01-30,2024-02-01,2024-02-01,1006380,168,221.8,0.585,18,8,318087756051,0,,20.0,2270.82,Delayed,Address Error,,RT-2486,Jakarta-WH2,Jakarta,Indonesia,19.6,121.2,Truck,Tiki,CR3648,Contracted,20.0,3.303,Active,3,1,1,5000,8.65,1,2.0,2.0,0.0,0,1,1,0.09017132551848511,0
49948187,7833083,2890385,2022-06-19,2022-06-28,2022-06-29,1736583,257,87.67,0.637,10,8,143237298063,0,,20.0,515.7,In-Transit,None,4.2,RT-1978,Jakarta-WH1,Makassar,Philippines,157.5,4.1,Truck,Pos Indonesia,CR2755,Contracted,81.47,1.828,Seasonal,1,1,0,2000,0.06,1,10.0,9.0,1.0,1,6,6,0.22812820805292575,0
48929446,7652565,2839686,2024-10-15,2024-10-26,2024-11-01,1893421,232,257.04,1.633,2,30,927298358880,1,2024-09-28,114.59,158.56,Delivered,None,,RT-9683,Jakarta-WH1,Bandung,Indonesia,25.6,12.7,Air,FedEx,CR7898,Spot,373.35,0.413,Active,3,1,1,2000,2.52,1,17.0,11.0,6.0,1,10,1,0.4458061002178649,1
40514461,7866924,2704652,2024-11-09,2024-11-10,2024-11-10,1008367,751,6.23,3.124,2,30,762399284652,1,2024-05-19,300.69,339.95,Delivered,Traffic,5.0,RT-8436,Surabaya-WH,Surabaya,Indonesia,238.7,3.2,Truck,J&T,CR5886,On-Demand,457.36,1.396,Active,5,0,1,10000,1.62,1,1.0,1.0,0.0,0,11,5,48.26484751203852,1
44654342,7465979,2648538,2024-09-23,2024-09-29,2024-10-02,1602904,158,63.52,2.807,15,25,178688202969,0,,793.84,2493.48,In-Transit,Customs,,RT-2343,Surabaya-WH,Medan,Indonesia,392.7,38.3,Air,J&T,CR1351,Spot,444.07,0.947,Active,5,1,0,5000,10.62,1,9.0,6.0,3.0,1,9,0,12.497481108312343,0
45709175,7897023,2259826,2024-07-11,2024-07-22,2024-07-24,1151135,360,94.65,8.866,18,8,423451814223,1,2022-07-27,167.8,4248.93,Delivered,None,,RT-4496,Jakarta-WH2,Makassar,Indonesia,121.0,31.3,Truck,JNE,CR2295,Spot,72.99,3.192,Active,3,0,1,5000,1.17,0,13.0,11.0,2.0,1,7,3,1.7728473322768092,0
46078245,7048078,2250952,2024-09-24,2024-10-03,2024-10-03,1158334,241,28.57,0.395,15,30,244159708851,1,2022-08-31,1605.57,4189.43,Delivered,None,1.9,RT-3763,Jakarta-WH2,Surabaya,Philippines,288.5,110.1,Courier,SiCepat,CR4783,Contracted,181.25,0.851,Active,7,0,1,2000,3.01,1,9.0,9.0,0.0,0,9,1,56.197759887994394,1
44578444,7506494,2633273,2024-01-11,2024-01-18,2024-01-19,1158112,216,622.16,0.05,10,25,254955163628,0,,382.57,289.16,Delivered,None,,RT-7547,Jakarta-WH1,Makassar,Singapore,113.4,2.4,Air,Tiki,CR4283,Dedicated,39.9,3.234,Active,3,0,1,1000,1.45,1,8.0,7.0,1.0,1,1,3,0.61490613347049,1
42866134,7808366,2822092,2022-06-21,2022-06-23,2022-06-23,1703343,329,926.55,0.258,18,20,901261474869,0,,285.61,4068.28,Returned,None,,RT-6801,Bandung-WH,Makassar,Indonesia,647.6,10.3,Truck,Pos Indonesia,CR6769,On-Demand,359.63,0.721,Active,7,1,0,5000,0.84,1,2.0,2.0,0.0,0,6,1,0.30825103879984894,0
47323544,7006044,9985096,2022-11-12,2022-11-19,2022-11-20,1475187,294,34.55,0.312,15,8,943688650291,1,2024-02-21,554.63,1745.69,Delivered,None,,RT-5069,Bandung-WH,Makassar,Indonesia,169.5,63.8,Truck,Pos Indonesia,CR9363,Contracted,164.02,0.061,Active,7,0,1,500,2.72,1,8.0,7.0,1.0,1,11,5,16.052966714905935,0
49199843,7162278,2769931,2023-11-20,2023-11-28,2023-11-29,1105317,219,200.27,0.313,18,30,832699391662,1,2024-06-24,143.97,111.37,Delayed,Traffic,2.7,RT-5751,Jakarta-WH1,Makassar,Indonesia,429.5,58.2,Truck,Pos Indonesia,CR5717,Dedicated,179.3,0.402,Active,5,0,0,2000,0.22,1,9.0,8.0,1.0,1,11,0,0.7188795126579117,0
42502199,7831428,2174003,2023-08-09,2023-08-18,2023-08-19,1135248,207,82.84,0.369,2,30,191768096091,0,,421.89,366.53,Delayed,None,3.3,RT-3372,Jakarta-WH2,Semarang,Indonesia,340.5,27.2,Truck,JNE,CR1440,Contracted,67.29,1.006,Active,7,1,1,10000,2.05,1,10.0,9.0,1.0,1,8,2,5.092829550941573,1
40114024,7633960,2810636,2023-07-10,2023-07-11,2023-07-13,1603138,399,319.49,0.789,15,25,374964498439,1,2025-03-07,721.59,348.42,In-Transit,None,,RT-3223,Jakarta-WH2,Surabaya,Indonesia,367.2,69.0,Truck,Pos Indonesia,CR8469,Dedicated,23.13,0.284,Active,5,1,0,1000,4.24,1,3.0,1.0,2.0,1,7,0,2.2585683432971297,0
46459357,7169069,2611342,2023-01-18,2023-01-25,2023-01-30,1092547,113,459.77,0.326,15,20,917645846155,0,,154.16,84.19,Delivered,None,3.4,RT-5835,Jakarta-WH1,Medan,Philippines,1808.0,13.9,Rail,Pos Indonesia,CR2280,Contracted,20.0,2.202,Inactive,2,0,0,10000,0.5,1,12.0,7.0,5.0,1,1,2,0.335298083824521,0
41354922,7436257,2507315,2023-09-03,2023-09-16,2023-09-17,1575366,141,443.53,0.549,2,20,354504692951,0,,365.99,1630.22,Delivered,Traffic,3.8,RT-4739,Surabaya-WH,Bandung,Indonesia,206.2,10.7,Truck,JNE,CR6485,Contracted,520.68,0.449,Suspended,3,0,1,1000,10.4,1,14.0,13.0,1.0,1,9,6,0.8251752981759972,1
40943566,7923334,2521462,2022-08-03,2022-08-09,2022-08-10,1797979,117,636.45,2.328,2,30,546987635818,0,,36.91,269.01,In-Transit,None,4.5,RT-2788,Jakarta-WH1,Jakarta,Indonesia,177.6,59.2,Air,J&T,CR5129,Dedicated,84.62,0.674,Seasonal,7,1,1,5000,1.1,1,7.0,6.0,1.0,1,8,2,0.05799355801712624,1
40571172,7460782,2612817,2024-03-21,2024-04-02,2024-04-03,1633440,204,142.25,0.617,2,30,371373409349,0,,439.88,3927.75,Delivered,None,4.3,RT-3148,Jakarta-WH2,Surabaya,Indonesia,184.5,46.2,Truck,Pos Indonesia,CR8177,Spot,117.8,2.326,Active,5,0,1,5000,0.75,1,13.0,12.0,1.0,1,3,3,3.0923022847100174,1
47114914,7909096,2681431,2023-01-20,2023-01-31,2023-02-01,1703917,173,36.06,2.182,18,30,531642594712,0,,88.13,9664.11,In-Transit,None,2.7,RT-7539,Bandung-WH,Semarang,Indonesia,391.9,26.0,Air,DHL,CR9334,Contracted,243.78,2.042,Active,3,0,0,2000,1.91,1,12.0,11.0,1.0,1,1,4,2.443982251802551,0
49371573,7588305,2745983,2023-07-22,2023-07-29,2023-07-31,1393306,137,432.33,1.784,15,25,924116909530,0,,224.36,7004.87,Delivered,None,4.6,RT-9482,Jakarta-WH1,Bandung,Singapore,249.3,15.6,Courier,SiCepat,CR6101,Spot,230.1,3.414,Active,2,0,1,500,1.26,1,9.0,7.0,2.0,1,7,5,0.5189554275669049,1
48057884,7765821,9945124,2023-02-22,2023-03-03,2023-03-04,1059530,545,302.32,0.369,2,30,358676116065,1,2024-07-15,82.75,1806.36,Delivered,None,3.9,RT-4666,Jakarta-WH1,Jakarta,Malaysia,1076.8,22.1,Truck,FedEx,CR9952,Contracted,20.0,2.309,Active,1,0,0,5000,1.78,1,10.0,9.0,1.0,1,2,2,0.27371659169092355,0
43475064,7937213,2582262,2023-05-29,2023-05-31,2023-05-31,1215479,475,551.2,0.635,10,8,569601060538,0,,679.61,1821.39,Delivered,Weather,,RT-3327,Jakarta-WH1,Surabaya,Indonesia,1116.4,1.0,Sea,FedEx,CR6869,Spot,79.43,0.248,Seasonal,5,0,0,5000,4.19,1,2.0,2.0,0.0,0,5,0,1.232964441219158,0
47729426,7866703,2292543,2024-01-21,2024-01-24,2024-01-24,1753269,123,1525.09,0.879,10,20,405323653855,0,,372.07,50.0,Delivered,None,4.0,RT-9194,Surabaya-WH,Medan,Indonesia,340.3,9.5,Air,J&T,CR8092,Spot,348.21,2.102,Inactive,5,0,1,1000,0.77,0,3.0,3.0,0.0,0,1,6,0.2439659298795481,1
43530113,7508394,2843699,2023-08-20,2023-09-01,2023-09-02,1044787,337,200.59,1.218,2,30,556352705846,1,2022-07-17,211.42,764.13,Delivered,Traffic,3.5,RT-3517,Jakarta-WH1,Bandung,Indonesia,13.9,39.3,Truck,DHL,CR7027,On-Demand,86.89,1.436,Active,5,1,0,5000,2.55,1,13.0,12.0,1.0,1,8,6,1.0539907273543048,0
42326561,7613001,2946201,2023-11-15,2023-11-28,2023-12-02,1524093,154,49.84,1.842,10,8,238221007476,0,,418.47,3189.35,Delivered,None,,RT-3035,Surabaya-WH,Jakarta,Malaysia,98.1,5.3,Air,FedEx,CR2345,Dedicated,56.22,0.629,Active,5,1,1,10000,6.62,1,17.0,13.0,4.0,1,11,2,8.396268057784912,0
42415667,7200595,2599200,2023-10-16,2023-10-25,2023-10-26,1605136,147,110.76,0.087,18,20,559468583682,0,,74.91,90.22,Delivered,None,4.6,RT-5327,Surabaya-WH,Surabaya,Indonesia,616.3,8.7,Truck,Pos Indonesia,CR8371,On-Demand,264.87,2.624,Active,5,0,1,5000,0.04,1,10.0,9.0,1.0,1,10,0,0.6763271939328277,1
42278947,7303176,2381778,2022-10-08,2022-10-10,2022-10-19,1409393,266,692.98,1.848,10,25,913270021108,1,2022-06-06,338.57,50.0,Returned,None,3.8,RT-7414,Surabaya-WH,Yogyakarta,Philippines,117.7,4.6,Sea,J&T,CR4986,On-Demand,399.69,3.132,Active,2,0,0,10000,8.6,1,11.0,2.0,9.0,1,10,5,0.48857109873300814,0
41897903,7649109,2399034,2022-06-14,2022-06-23,2022-06-24,1279593,239,101.66,7.845,15,20,124357803646,0,,321.1,6448.04,Failed,None,,RT-2214,Jakarta-WH2,Semarang,Indonesia,441.8,14.6,Truck,DHL,CR7888,Spot,450.64,1.677,Active,1,0,0,2000,0.9,1,10.0,9.0,1.0,1,6,1,3.1585677749360617,0
48869214,7709008,2262580,2024-12-19,2025-01-01,2025-01-03,1090740,264,807.01,0.518,2,8,225694151556,1,2024-02-09,364.19,431.3,Delivered,None,3.8,RT-1276,Jakarta-WH2,Palembang,Indonesia,140.2,28.8,Truck,Pos Indonesia,CR7352,Dedicated,28.73,0.89,Suspended,2,0,0,10000,2.36,1,15.0,13.0,2.0,1,12,3,0.45128313155970806,0
47885089,7394277,2153293,2024-03-15,2024-03-27,2024-03-27,1304092,325,28.62,1.07,18,20,153141323415,0,,50.84,1417.36,Failed,None,3.7,RT-7290,Jakarta-WH1,Makassar,Indonesia,386.6,19.9,Rail,Tiki,CR1330,Contracted,48.33,3.325,Inactive,1,1,0,500,2.86,1,12.0,12.0,0.0,0,3,4,1.7763801537386443,0
41899513,7878353,2914121,2023-06-25,2023-06-28,2023-06-29,1233394,265,507.67,0.123,10,8,978005986601,1,2024-03-18,556.46,5110.24,Delivered,None,4.7,RT-8665,Jakarta-WH1,Makassar,Indonesia,207.4,6.7,Truck,Pos Indonesia,CR9677,On-Demand,103.69,2.45,Suspended,1,1,1,2000,0.68,0,4.0,3.0,1.0,1,6,6,1.0961057379793961,0
45817558,7408628,2436099,2025-02-28,2025-03-08,2025-03-08,1146594,225,759.01,0.12,18,25,398075167993,0,,20.0,701.54,Delivered,None,,RT-6806,Bandung-WH,Makassar,Indonesia,174.2,11.8,Truck,SiCepat,CR7777,Dedicated,100.56,0.343,Active,2,0,0,2000,0.18,1,8.0,8.0,0.0,0,2,4,0.026350113964242895,0
49800941,7665550,2492033,2024-04-04,2024-04-17,2024-04-17,1041630,56,142.53,0.717,15,30,818319162687,1,2025-03-30,921.96,6183.2,Delivered,None,,RT-3134,Bandung-WH,Semarang,Indonesia,521.9,30.1,Truck,J&T,CR9972,Dedicated,132.61,2.212,Active,3,1,1,1000,1.04,1,13.0,13.0,0.0,0,4,3,6.468532940433593,1
49386147,7797439,2682006,2025-03-28,2025-04-06,2025-04-10,1148444,235,104.11,2.123,15,20,122341794403,1,2023-08-07,751.34,1409.25,Delivered,Address Error,,RT-8667,Bandung-WH,Semarang,Indonesia,229.4,55.3,Courier,J&T,CR6774,Contracted,213.38,0.555,Active,3,1,1,10000,1.05,1,13.0,9.0,4.0,1,3,4,7.2167899337239465,1
41021384,7892326,2078635,2023-07-25,2023-07-27,2023-07-28,1876786,94,102.32,0.363,15,30,113555453519,0,,176.85,2649.55,In-Transit,Traffic,,RT-4246,Jakarta-WH1,Medan,Indonesia,51.7,5.7,Rail,FedEx,CR7509,Contracted,129.24,0.503,Active,2,1,1,1000,2.96,1,3.0,2.0,1.0,1,7,1,1.7284010946051604,1
41873357,7747369,2964977,2024-06-24,2024-06-25,2024-06-25,1716294,187,878.96,1.083,15,30,791583892917,0,,432.05,118.13,Delivered,Weather,4.1,RT-4427,Jakarta-WH1,Jakarta,Indonesia,504.4,26.3,Air,SiCepat,CR7048,Spot,291.46,1.78,Inactive,2,0,1,2000,1.73,1,1.0,1.0,0.0,0,6,0,0.4915468280695367,1
41055462,7165745,2027869,2023-06-09,2023-06-16,2023-06-18,1042837,460,230.19,1.075,2,30,373205157450,1,2022-11-10,367.14,495.27,In-Transit,Weather,4.3,RT-3318,Surabaya-WH,Semarang,Singapore,102.7,7.6,Truck,SiCepat,CR1313,Contracted,222.21,3.298,Active,3,1,1,500,1.31,1,9.0,7.0,2.0,1,6,4,1.5949433077023327,1
42316434,7432595,9987662,2024-02-08,2024-02-21,2024-02-23,1820986,329,143.68,0.086,18,25,102673556804,1,2022-07-25,840.2,61.23,Delivered,Traffic,4.5,RT-1624,Surabaya-WH,Jakarta,Indonesia,153.9,128.3,Truck,DHL,CR4344,Contracted,521.69,2.418,Active,5,0,0,5000,0.54,1,15.0,13.0,2.0,1,2,3,5.84771714922049,0
43843153,7901657,2249638,2023-10-26,2023-10-29,2023-10-30,1326286,168,227.23,1.991,10,20,153918048235,1,2022-11-26,453.56,1709.84,Delivered,Traffic,,RT-2996,Surabaya-WH,Makassar,Indonesia,746.7,19.0,Truck,FedEx,CR8667,Contracted,716.91,1.9,Active,1,0,1,20000,1.34,1,4.0,3.0,1.0,1,10,3,1.9960392553800115,1
45444632,7953643,2021180,2022-11-14,2022-11-27,2022-11-28,1114872,425,401.54,0.703,2,20,189114577370,1,2022-10-31,173.11,191.4,Delivered,None,,RT-5722,Jakarta-WH1,Manado,Vietnam,782.7,1.4,Truck,DHL,CR2772,Contracted,316.9,2.393,Active,3,1,0,5000,6.92,1,14.0,13.0,1.0,1,11,0,0.43111520645514767,0
47909841,7750150,2161066,2024-11-11,2024-11-13,2024-11-14,1137183,425,51.06,0.341,10,8,849771325459,1,2024-07-14,60.18,2581.78,Delivered,None,4.7,RT-8087,Jakarta-WH1,Medan,Indonesia,300.6,11.7,Air,Pos Indonesia,CR5589,Contracted,59.33,1.336,Seasonal,3,0,1,2000,7.51,1,3.0,2.0,1.0,1,11,0,1.1786133960047003,0
49655322,7131402,2826349,2023-10-22,2023-10-25,2023-10-28,1575520,143,345.06,1.495,10,25,635803826369,1,2024-12-10,445.2,5444.53,Delivered,None,,RT-9778,Jakarta-WH1,Jakarta,Indonesia,511.6,66.9,Rail,Pos Indonesia,CR5016,Spot,20.0,0.969,Seasonal,2,1,1,2000,1.76,1,6.0,3.0,3.0,1,10,6,1.2902103981916189,1
42201538,7253748,2189047,2024-10-27,2024-11-09,2024-11-10,1376896,115,340.15,4.856,15,20,903026425147,1,2023-03-07,62.38,2164.48,In-Transit,Weather,4.3,RT-2084,Bandung-WH,Jakarta,Indonesia,524.0,6.4,Sea,DHL,CR5458,Contracted,229.16,1.931,Active,3,0,1,2000,0.18,0,14.0,13.0,1.0,1,10,6,0.18338968102307807,1
45524166,7088189,2659837,2024-08-08,2024-08-16,2024-08-16,1558415,247,161.19,4.608,15,20,963185822041,1,2023-03-23,171.1,2003.28,Delivered,None,,RT-9348,Jakarta-WH2,Surabaya,Philippines,98.1,17.0,Truck,J&T,CR3485,Contracted,140.18,1.594,Active,1,0,0,10000,0.38,1,8.0,8.0,0.0,0,8,3,1.0614802407097215,0
47155459,7188141,2328513,2022-10-10,2022-10-20,2022-10-21,1008367,110,151.13,0.345,10,8,110930083442,0,,1112.05,4195.73,Delivered,None,,RT-7110,Jakarta-WH1,Semarang,Indonesia,19.9,3.1,Truck,FedEx,CR6279,On-Demand,697.83,0.622,Active,5,0,0,2000,0.28,1,11.0,10.0,1.0,1,10,0,7.358234632435652,0
40367053,7217297,2123751,2023-11-14,2023-11-23,2023-11-23,1609378,412,111.59,1.92,10,20,417357387362,0,,606.93,1188.64,Delivered,None,4.4,RT-5633,Jakarta-WH1,Medan,Malaysia,745.1,7.0,Truck,J&T,CR3414,Spot,455.82,1.788,Inactive,3,1,0,5000,0.21,1,9.0,9.0,0.0,0,11,1,5.438928219374495,0
42462454,7586151,2639168,2025-01-16,2025-01-19,2025-01-19,1732541,245,64.37,0.932,15,8,604868270477,0,,768.98,1646.93,Delivered,None,,RT-7035,Jakarta-WH2,Bandung,Indonesia,379.2,10.7,Truck,DHL,CR7014,Dedicated,35.96,0.324,Active,3,0,0,2000,6.42,1,3.0,3.0,0.0,0,1,3,11.94624825229144,0
49924554,7642511,2872467,2024-06-29,2024-07-02,2024-07-03,1028629,255,361.43,2.969,15,30,130389448535,0,,254.19,4375.44,Delivered,None,4.4,RT-6072,Jakarta-WH1,Surabaya,Indonesia,101.8,1.0,Truck,SiCepat,CR5069,Contracted,127.94,2.955,Inactive,3,0,1,20000,2.17,1,4.0,3.0,1.0,1,6,5,0.7032897103173505,1
42494264,7366706,2399428,2023-12-14,2023-12-26,2023-12-27,1912538,242,64.78,1.404,2,8,108321390658,1,2024-12-09,164.04,284.41,Delivered,None,3.9,RT-9814,Jakarta-WH2,Medan,Indonesia,185.3,1.0,Truck,JNE,CR9111,Contracted,63.03,3.199,Active,5,1,0,500,6.39,1,13.0,12.0,1.0,1,12,3,2.5322630441494285,0
49808814,7736711,2945554,2022-11-27,2022-12-10,2022-12-12,1866772,300,25.06,2.566,10,30,208420419660,1,2023-12-24,205.1,64.61,Delivered,Traffic,2.0,RT-7736,Jakarta-WH2,Bandung,Indonesia,303.5,5.3,Sea,SiCepat,CR9393,Spot,48.5,2.529,Active,1,0,0,2000,0.51,1,15.0,13.0,2.0,1,11,6,8.184357541899441,0
48918564,7259608,2776849,2024-05-03,2024-05-16,2024-05-16,1780571,354,1039.24,0.364,10,20,847449825022,0,,51.77,225.58,Delivered,None,4.7,RT-9705,Jakarta-WH2,Jakarta,Indonesia,108.2,6.3,Truck,DHL,CR5159,Contracted,45.17,2.733,Inactive,3,1,1,2000,4.27,1,13.0,13.0,0.0,0,5,4,0.04981524960548093,1
48265199,7100896,2893516,2024-11-13,2024-11-21,2024-11-22,1755178,275,733.28,4.667,2,20,207433856858,1,2024-06-22,92.04,80.04,Delivered,None,4.1,RT-3642,Bandung-WH,Surabaya,Philippines,1410.5,1.9,Air,SiCepat,CR2045,Spot,20.28,0.552,Active,2,0,0,500,3.61,1,9.0,8.0,1.0,1,11,2,0.12551821950687325,0
48258580,7298198,9852777,2023-11-23,2023-11-25,2023-11-26,1783166,48,363.03,1.055,18,25,577801248872,0,,817.26,2294.75,Delivered,None,4.9,RT-3420,Jakarta-WH2,Semarang,Singapore,1126.1,25.7,Truck,SiCepat,CR1896,Dedicated,173.34,1.463,Active,2,0,1,10000,10.45,1,3.0,2.0,1.0,1,11,3,2.251218907528304,1
47381896,7634478,2937212,2024-07-15,2024-07-25,2024-07-27,1065853,225,170.8,0.485,2,25,864618208320,0,,2482.23,2720.88,Delivered,Capacity,3.9,RT-6412,Surabaya-WH,Jakarta,Indonesia,59.9,3.5,Truck,J&T,CR7839,Spot,127.74,1.686,Active,2,0,1,5000,6.58,1,12.0,10.0,2.0,1,7,0,14.532962529274004,1
46368631,7815127,2530924,2025-04-10,2025-04-12,2025-04-12,1644091,438,286.31,2.116,10,25,245025494402,0,,268.07,1174.12,Delivered,None,,RT-6397,Bandung-WH,Surabaya,Indonesia,76.1,34.6,Sea,JNE,CR4036,On-Demand,661.18,0.261,Active,7,0,0,2000,0.25,1,2.0,2.0,0.0,0,4,3,0.9362928294505954,0
49442872,7246207,2902629,2023-12-04,2023-12-14,2023-12-15,1030868,352,4.26,0.932,2,8,607525727260,0,,254.01,3934.02,Delivered,None,4.9,RT-9689,Jakarta-WH1,Surabaya,Indonesia,423.1,33.5,Truck,JNE,CR4380,Contracted,122.96,3.088,Inactive,1,0,0,2000,1.83,1,11.0,10.0,1.0,1,12,0,59.62676056338028,0
43121645,7451291,2045601,2023-11-29,2023-12-12,2023-12-12,1877878,139,211.54,0.05,10,20,349721171908,0,,305.37,679.47,Delivered,Traffic,4.3,RT-8448,Medan-WH,Bandung,Indonesia,66.4,13.4,Rail,SiCepat,CR3828,Contracted,462.31,0.863,Active,2,1,0,2000,0.19,1,13.0,13.0,0.0,0,11,2,1.443556774132552,0
46718597,7671624,2679624,2023-01-22,2023-02-01,2023-02-02,1682113,187,869.12,2.143,10,20,248198762310,0,,461.29,198.81,Delivered,None,4.3,RT-9428,Medan-WH,Bali,Indonesia,337.8,21.7,Sea,FedEx,CR8858,Spot,196.16,2.862,Active,3,0,1,20000,2.75,1,11.0,10.0,1.0,1,1,6,0.5307552466863034,1
48807285,7048310,2359478,2024-04-21,2024-04-27,2024-04-27,1737884,147,1575.29,0.05,2,30,493953279976,1,2024-01-12,1640.74,5214.56,Delivered,None,4.7,RT-9945,Bandung-WH,Medan,Indonesia,1963.0,5.0,Truck,SiCepat,CR1756,Contracted,391.77,1.687,Active,2,0,0,1000,3.16,1,6.0,6.0,0.0,0,4,6,1.0415479054650256,0
42732835,7151900,2557270,2024-01-03,2024-01-13,2024-01-13,1450728,375,498.15,0.896,18,25,804065038150,0,,463.18,8052.0,Delivered,None,4.2,RT-6371,Jakarta-WH1,Semarang,Indonesia,62.0,86.9,Truck,J&T,CR7626,On-Demand,211.91,1.057,Active,1,0,0,1000,5.27,1,10.0,10.0,0.0,0,1,2,0.9298002609655727,0
40888462,7532669,2549737,2022-09-14,2022-09-25,2022-09-25,1735413,206,264.28,1.512,15,20,346319000658,0,,280.46,2180.05,Delivered,None,3.7,RT-1801,Surabaya-WH,Palembang,Indonesia,196.8,15.3,Truck,Pos Indonesia,CR3752,Spot,37.04,0.721,Inactive,2,0,0,2000,0.67,0,11.0,11.0,0.0,0,9,2,1.0612229453609807,0
42908303,7985789,2807377,2023-10-17,2023-10-19,2023-10-21,1385235,338,52.24,3.69,18,8,687460556625,1,2024-08-02,1217.03,804.05,Delivered,None,3.4,RT-8452,Jakarta-WH2,Semarang,Indonesia,125.3,8.7,Air,Pos Indonesia,CR8765,Contracted,195.97,2.46,Active,3,0,0,2000,5.15,1,4.0,2.0,2.0,1,10,1,23.2968989280245,0
44254654,7865647,2928340,2023-02-25,2023-03-09,2023-03-10,1815044,316,71.21,0.05,18,20,811156498227,0,,907.62,567.66,Delayed,None,4.6,RT-5029,Jakarta-WH1,Bandung,Indonesia,1206.9,53.1,Sea,FedEx,CR1692,Contracted,142.8,1.274,Active,1,0,1,1000,1.6,1,13.0,12.0,1.0,1,2,5,12.745681786265974,1
43463487,7444191,2837764,2025-01-07,2025-01-20,2025-01-22,1915492,95,1015.71,5.233,15,8,611896608606,1,2023-06-22,101.66,3316.5,Delivered,None,3.6,RT-8015,Jakarta-WH1,Medan,Indonesia,497.5,1.8,Truck,DHL,CR1414,Spot,54.77,2.799,Active,1,1,1,2000,0.71,1,15.0,13.0,2.0,1,1,1,0.10008762343582321,0
46646760,7586276,2940906,2025-01-31,2025-02-03,2025-02-03,1705827,93,292.27,0.42,15,25,981575204023,0,,83.6,55.23,Delivered,None,3.1,RT-9725,Jakarta-WH1,Yogyakarta,Indonesia,504.2,4.9,Truck,JNE,CR1353,On-Demand,579.86,2.58,Seasonal,3,0,1,2000,0.12,1,3.0,3.0,0.0,0,1,4,0.2860368837034249,1
